

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 JENDL/PD-2016.1  Hf-180                                             1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -2.89905-23 -2.8991E-23   -1.724702919938D-05 7243  6   5    87    6
 -2.30244-23 -2.3024E-23    1.737287399450D-05 7243  6   5    87    6
 -1.88489-15 -1.8849E-15   -5.305349383875D-06 7243  6   5    88    6
 -2.58503-15 -2.5850E-15    1.160528117667D-05 7243  6   5    89    6
 -6.01746-16 -6.0175E-16   -6.647322956812D-06 7243  6   5    95    6
 -1.97722-26 -1.9772E-26    1.011521226782D-05 7243  6   5   146    6
 -2.32727-26 -2.3273E-26   -1.289064010621D-05 7243  6   5   147    6
 -1.50467-26 -1.5047E-26   -1.993792658853D-05 7243  6   5   147    6
 -1.28053-26 -1.2805E-26    2.342779942689D-05 7243  6   5   148    6
 -6.66941-27 -6.6694E-27    1.499383003778D-06 7243  6   5   148    6
 -4.18672-27 -4.1867E-27    4.777009210046D-06 7243  6   5   149    6
 -5.59517-28 -5.5952E-28   -5.361767381382D-06 7243  6   5   149    6
 -5.34472-27 -5.3447E-27    3.742010806905D-06 7243  6   5   150    6
 -6.83491-28 -6.8349E-28    1.463077055976D-06 7243  6   5   150    6
 -2.43262-27 -2.4326E-27    8.221588246517D-06 7243  6   5   151    6
 -9.43143-28 -9.4314E-28    3.180853804798D-06 7243  6   5   151    6
 -1.72234-27 -1.7223E-27    2.322421821483D-05 7243  6   5   152    6
 -9.06847-28 -9.0685E-28   -3.308165545035D-06 7243  6   5   152    6
 -3.48904-27 -3.4890E-27    1.146447160264D-05 7243  6   5   153    6
 -1.43223-27 -1.4322E-27    2.094635638131D-05 7243  6   5   153    6
 -1.01046-23 -1.0105E-23   -3.958593116010D-05 7243  6   5   173    6
 -9.26251-24 -9.2625E-24    1.079620966763D-06 7243  6   5   173    6
 -5.90432-16 -5.9043E-16    3.387350279176D-06 7243  6   5   174    6
 -2.09386-29 -2.0939E-29   -1.910347396666D-05 7243  6   5   247    6
 -3.45698-28 -3.4570E-28   -5.785396502141D-06 7243  6   5   247    6
 -1.65052-29 -1.6505E-29    1.211739330630D-05 7243  6   5   248    6
 -1.74704-28 -1.7470E-28    2.289586958522D-05 7243  6   5   249    6
 -2.57591-28 -2.5759E-28    3.882123210908D-06 7243  6   5   249    6
 -6.10221-29 -6.1022E-29    1.638750550954D-06 7243  6   5   250    6
 -1.81083-29 -1.8108E-29    1.656698861849D-05 7243  6   5   250    6
 -8.81076-29 -8.8108E-29   -4.539903481697D-06 7243  6   5   251    6
 -2.39112-29 -2.3911E-29    8.364281173641D-06 7243  6   5   252    6
 -1.90405-29 -1.9041E-29   -2.625981460567D-05 7243  6   5   253    6
 -4.78388-29 -4.7839E-29   -4.180706873959D-06 7243  6   5   253    6
 -2.88837-29 -2.8884E-29   -1.038648095630D-05 7243  6   5   253    6
 -7.41501-29 -7.4150E-29    1.348615848213D-06 7243  6   5   253    6
 -2.48234-29 -2.4823E-29    1.611382808150D-05 7243  6   5   254    6
 -8.13144-29 -8.1314E-29    4.919177907037D-06 7243  6   5   254    6
 -5.77706-29 -5.7771E-29   -6.923937089176D-06 7243  6   5   254    6
 -7.45382-29 -7.4538E-29    2.683187949293D-06 7243  6   5   254    6
 -1.19398-23 -1.1940E-23   -1.675069934165D-05 7243  6   5   273    6
 -1.52688-24 -1.5269E-24   -1.309860630832D-05 7243  6   5   273    6
 -2.49038-15 -2.4904E-15   -8.030902914553D-06 7243  6   5   278    6
 -2.29142-30 -2.2914E-30    8.728212200411D-06 7243  6   5   356    6
 -1.02073-29 -1.0207E-29    2.939073016372D-05 7243  6   5   357    6
 -7.86643-30 -7.8664E-30    3.813674055521D-06 7243  6   5   357    6
 -1.21935-30 -1.2194E-30   -4.100545372517D-05 7243  6   5   358    6
 -3.99423-30 -3.9942E-30    7.510834378560D-06 7243  6   5   358    6
 -2.83774-30 -2.8377E-30    1.409572406205D-05 7243  6   5   358    6
 -3.66138-30 -3.6614E-30   -5.462421272639D-06 7243  6   5   358    6
 -6.10514-30 -6.1051E-30    6.551856304660D-06 7243  6   5   359    6
 -7.80735-31 -7.8074E-31   -6.404221662893D-06 7243  6   5   359    6
 -5.35175-30 -5.3518E-30   -9.342738356573D-06 7243  6   5   360    6
 -4.12441-30 -4.1244E-30    2.424589213962D-06 7243  6   5   360    6
 -2.02418-30 -2.0242E-30   -9.880544220334D-06 7243  6   5   361    6
 -2.70513-31 -2.7051E-31    1.109004003506D-05 7243  6   5   361    6
 -8.55923-24 -8.5592E-24    3.504988182476D-06 7243  6   5   379    6
