

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 JENDL/PD-2016.1  Ar- 38                                             1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -1.32951-26 -1.3295E-26    7.521568096581D-06 1831  6   5    46    6
 -3.12248-27 -3.1225E-27   -6.405165125119D-06 1831  6   5    49    6
 -1.19043-27 -1.1904E-27    2.520097779809D-05 1831  6   5    49    6
 -2.46413-27 -2.4641E-27    1.217468234218D-05 1831  6   5    53    6
 -1.89902-27 -1.8990E-27    1.053174795434D-05 1831  6   5    53    6
 -2.83367-27 -2.8337E-27   -1.058697731217D-05 1831  6   5    56    6
 -1.47587-27 -1.4759E-27   -2.032699356990D-05 1831  6   5    56    6
 -2.58755-27 -2.5876E-27   -1.932329810041D-05 1831  6   5    57    6
 -8.16278-29 -8.1628E-29   -2.450145661184D-06 1831  6   5    57    6
 -1.34768-27 -1.3477E-27   -1.484031817633D-05 1831  6   5    57    6
 -2.39011-28 -2.3901E-28    4.183907853701D-06 1831  6   5    58    6
 -7.35826-28 -7.3583E-28   -5.436067766013D-06 1831  6   5    58    6
 -1.20547-27 -1.2055E-27   -2.488655876961D-05 1831  6   5    60    6
 -3.42805-27 -3.4281E-27   -1.458555155255D-05 1831  6   5    60    6
 -1.57511-27 -1.5751E-27    6.348762943503D-06 1831  6   5    61    6
 -4.96892-29 -4.9689E-29    4.025019521271D-06 1831  6   5    61    6
 -8.20372-28 -8.2037E-28    2.437918407907D-06 1831  6   5    61    6
 -7.43474-28 -7.4347E-28    5.380147792773D-06 1831  6   5    63    6
 -1.09621-27 -1.0962E-27    9.122339697796D-06 1831  6   5    63    6
 -1.12809-28 -1.1281E-28   -8.864540949735D-06 1831  6   5    65    6
 -2.23607-28 -2.2361E-28   -1.341639572989D-05 1831  6   5    65    6
 -7.50506-28 -7.5051E-28   -5.329737537068D-06 1831  6   5    66    6
 -9.59758-29 -9.5976E-29   -2.083858639386D-06 1831  6   5    66    6
 -3.42097-29 -3.4210E-29   -8.769442584920D-06 1831  6   5    67    6
 -2.75765-28 -2.7577E-28   -1.813137997922D-05 1831  6   5    68    6
 -1.06916-28 -1.0692E-28   -3.741254816860D-05 1831  6   5    68    6
 -2.52784-28 -2.5278E-28    1.582378631557D-05 1831  6   5    68    6
 -1.52344-28 -1.5234E-28    2.625636716915D-05 1831  6   5    69    6
 -3.13193-23 -3.1319E-23    9.578758145909D-06 1831  6   5    70    6
 -6.60168-23 -6.6017E-23   -3.029531876726D-06 1831  6   5    70    6
 -6.01292-29 -6.0129E-29    3.326170978526D-06 1831  6   5    71    6
 -6.79695-29 -6.7970E-29   -7.356240666760D-06 1831  6   5    71    6
 -1.84376-22 -1.8438E-22   -2.169479758761D-05 1831  6   5    72    6
 -2.35783-23 -2.3578E-23    1.272356361566D-05 1831  6   5    72    6
 -2.91039-29 -2.9104E-29   -3.435965626634D-06 1831  6   5    73    6
 -7.31229-29 -7.3123E-29   -1.367560641148D-06 1831  6   5    73    6
 -4.41496-29 -4.4150E-29   -9.060104734773D-06 1831  6   5    73    6
 -6.60156-29 -6.6016E-29   -6.059173892291D-06 1831  6   5    74    6
 -2.55947-29 -2.5595E-29   -1.172117664975D-05 1831  6   5    74    6
 -6.05143-29 -6.0514E-29    4.957505911782D-06 1831  6   5    74    6
 -6.06194-29 -6.0619E-29    6.598547659540D-06 1831  6   5    75    6
 -8.93799-29 -8.9380E-29   -1.118819779339D-06 1831  6   5    75    6
 -6.55673-29 -6.5567E-29    4.575451482635D-06 1831  6   5    77    6
 -6.34697-29 -6.3470E-29   -4.726664849485D-06 1831  6   5    77    6
 -4.27358-29 -4.2736E-29   -4.679917071916D-06 1831  6   5    78    6
 -4.13686-29 -4.1369E-29   -9.669169370100D-06 1831  6   5    78    6
 -2.10063-30 -2.1006E-30    1.428142985670D-05 1831  6   5    79    6
 -6.86196-30 -6.8620E-30   -5.829238293408D-06 1831  6   5    80    6
 -1.75395-30 -1.7540E-30   -2.850708401026D-05 1831  6   5    80    6
 -2.65954-31 -2.6595E-31    1.504019492090D-05 1831  6   5    81    6
 -1.75804-30 -1.7580E-30    2.275261086200D-05 1831  6   5    82    6
 -2.90804-31 -2.9080E-31    1.375496898267D-05 1831  6   5    83    6
 -1.12747-31 -1.1275E-31   -2.660824678247D-05 1831  6   5    83    6
 -2.66571-31 -2.6657E-31    3.751345795420D-06 1831  6   5    83    6
 -2.74374-23 -2.7437E-23    1.457864083327D-05 1831  6   5    85    6
 -1.75114-24 -1.7511E-24    2.284226275461D-05 1831  6   5    88    6
 -6.67613-25 -6.6761E-25    4.493621304639D-06 1831  6   5    88    6
 -4.53444-27 -4.5344E-27    8.821375958170D-06 1831  6   5   105    6
 -2.93169-27 -2.9317E-27   -3.411001845332D-06 1831  6   5   105    6
 -1.47545-27 -1.4755E-27   -3.388796638306D-05 1831  6   5   111    6
 -8.62872-28 -8.6287E-28    2.317840885012D-06 1831  6   5   114    6
 -1.10345-28 -1.1035E-28   -4.531242919927D-05 1831  6   5   114    6
 -5.03076-28 -5.0308E-28   -7.951084925527D-06 1831  6   5   115    6
 -1.43062-27 -1.4306E-27    1.397995274780D-05 1831  6   5   115    6
 -9.04127-29 -9.0413E-29   -3.318117919245D-06 1831  6   5   117    6
 -1.96142-28 -1.9614E-28    1.019669423172D-05 1831  6   5   118    6
 -8.05152-29 -8.0515E-29    2.484003020572D-06 1831  6   5   118    6
 -2.64531-28 -2.6453E-28    3.780275279725D-06 1831  6   5   120    6
 -2.82702-30 -2.8270E-30    7.074587374786D-06 1831  6   5   120    6
 -1.73746-28 -1.7375E-28   -2.302211273925D-05 1831  6   5   120    6
 -1.22943-28 -1.2294E-28    2.440155193885D-05 1831  6   5   122    6
 -4.68713-29 -4.6871E-29    6.400505213155D-06 1831  6   5   122    6
 -1.00059-28 -1.0006E-28   -9.994103478934D-06 1831  6   5   123    6
 -7.71123-29 -7.7112E-29    3.890429931377D-06 1831  6   5   123    6
 -7.20568-29 -7.2057E-29   -2.775588147156D-06 1831  6   5   124    6
 -1.06244-28 -1.0624E-28    3.764918489531D-05 1831  6   5   124    6
 -5.90209-29 -5.9021E-29   -1.694315064775D-06 1831  6   5   125    6
 -2.25014-29 -2.2501E-29    1.777667167369D-05 1831  6   5   125    6
 -4.19538-24 -4.1954E-24   -4.767148625274D-06 1831  6   5   126    6
 -1.05408-23 -1.0541E-23   -1.897389192466D-05 1831  6   5   126    6
 -6.36423-24 -6.3642E-24    4.713845979853D-06 1831  6   5   126    6
 -1.63382-23 -1.6338E-23    1.224125056612D-05 1831  6   5   126    6
 -5.14217-29 -5.1422E-29   -5.834112835798D-06 1831  6   5   127    6
 -1.62217-30 -1.6222E-30   -1.849374603147D-05 1831  6   5   127    6
 -2.67821-29 -2.6782E-29    3.733837152463D-06 1831  6   5   127    6
 -3.57348-23 -3.5735E-23   -5.596785206562D-06 1831  6   5   128    6
 -1.86119-23 -1.8612E-23   -5.372906581258D-06 1831  6   5   128    6
 -2.35778-29 -2.3578E-29   -8.482555624442D-06 1831  6   5   129    6
 -2.51973-31 -2.5197E-31    1.190603755166D-05 1831  6   5   129    6
 -1.54861-29 -1.5486E-29    6.457403736136D-06 1831  6   5   129    6
 -2.79635-30 -2.7964E-30   -1.788045130252D-05 1831  6   5   130    6
 -9.16004-30 -9.1600E-30    4.366793158243D-06 1831  6   5   130    6
 -6.50784-30 -6.5078E-30    6.146432610487D-06 1831  6   5   130    6
 -8.39671-30 -8.3967E-30    1.190942643090D-06 1831  6   5   130    6
 -7.68584-30 -7.6858E-30    5.204375839366D-06 1831  6   5   132    6
 -4.00304-30 -4.0030E-30    9.992405771572D-06 1831  6   5   132    6
 -2.29519-30 -2.2952E-30   -4.356937769840D-06 1831  6   5   133    6
 -1.63064-30 -1.6306E-30    2.453024579318D-05 1831  6   5   133    6
 -2.10393-30 -2.1039E-30    1.425902953056D-05 1831  6   5   133    6
 -2.52109-30 -2.5211E-30   -3.966538282889D-06 1831  6   5   134    6
 -7.95312-32 -7.9531E-32    2.514736355091D-06 1831  6   5   134    6
 -1.31307-30 -1.3131E-30   -2.284722063551D-05 1831  6   5   134    6
 -3.06437-31 -3.0644E-31   -9.789940509668D-06 1831  6   5   135    6
 -2.04679-31 -2.0468E-31   -4.885699070188D-06 1831  6   5   136    6
 -1.23579-31 -1.2358E-31   -8.091989739252D-06 1831  6   5   136    6
 -3.17252-31 -3.1725E-31    6.304136774608D-06 1831  6   5   136    6
 -5.76219-32 -5.7622E-32   -1.735451278013D-06 1831  6   5   137    6
 -4.57635-32 -4.5764E-32   -1.092573776042D-05 1831  6   5   137    6
 -6.17508-33 -6.1751E-33   -3.238824436214D-06 1831  6   5   138    6
 -8.25243-34 -8.2524E-34    3.635292877169D-06 1831  6   5   138    6
 -7.18664-23 -7.1866E-23    5.565883361333D-06 1831  6   5   139    6
 -2.61615-24 -2.6162E-24   -1.911205397239D-05 1831  6   5   139    6
 -4.22566-25 -4.2257E-25   -9.465976912508D-06 1831  6   5   142    6
 -9.83421-25 -9.8342E-25    1.016858497072D-06 1831  6   5   142    6
 -1.26885-24 -1.2689E-24   -3.940576112217D-05 1831  6   5   142    6
 -3.96746-29 -3.9675E-29   -1.008201721010D-05 1831  6   5   178    6
 -7.86421-29 -7.8642E-29    1.271583541073D-06 1831  6   5   178    6
 -1.06917-28 -1.0692E-28   -2.805914868539D-05 1831  6   5   180    6
 -4.14522-29 -4.1452E-29    4.824834387472D-06 1831  6   5   180    6
 -9.80068-29 -9.8007E-29   -2.040674728827D-06 1831  6   5   180    6
 -9.60504-29 -9.6050E-29    4.164480314543D-06 1831  6   5   181    6
 -2.93964-29 -2.9396E-29    1.360710835335D-05 1831  6   5   181    6
 -4.66991-29 -4.6699E-29    2.141368891379D-06 1831  6   5   183    6
 -9.84353-29 -9.8435E-29    3.047687160981D-06 1831  6   5   183    6
 -3.99484-29 -3.9948E-29    1.001291666231D-05 1831  6   5   186    6
 -3.07869-29 -3.0787E-29   -3.248134758829D-06 1831  6   5   186    6
