

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 JENDL/PD-2016.1  Cd-114                                             1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -1.09375-23 -1.0938E-23   -4.571428571429D-05 4849  6   5    54    6
 -6.05802-24 -6.0580E-24    3.301408711015D-06 4849  6   5    93    6
 -4.34416-24 -4.3442E-24   -9.207763986703D-06 4849  6   5    94    6
 -2.80866-24 -2.8087E-24   -1.424166684460D-05 4849  6   5    94    6
 -1.68656-24 -1.6866E-24   -2.371691490356D-05 4849  6   5    96    6
 -1.89613-24 -1.8961E-24    1.582169998911D-05 4849  6   5    97    6
 -2.42479-25 -2.4248E-25   -4.124068475855D-06 4849  6   5    97    6
 -1.97539-25 -1.9754E-25   -5.062291496767D-06 4849  6   5    98    6
 -5.08176-26 -5.0818E-26   -7.871288687338D-06 4849  6   5    99    6
 -2.81237-25 -2.8124E-25   -1.066715972636D-05 4849  6   5   100    6
 -5.92808-25 -5.9281E-25   -3.373773633139D-06 4849  6   5   100    6
 -5.40546-26 -5.4055E-26   -7.399925260605D-06 4849  6   5   101    6
 -7.58169-32 -7.5817E-32   -1.318967143164D-06 4849  6   5   102    6
 -1.59812-31 -1.5981E-31    1.251470477823D-05 4849  6   5   102    6
 -1.42607-32 -1.4261E-32   -2.103683549899D-05 4849  6   5   103    6
 -9.87353-26 -9.8735E-26    3.038426986148D-06 4849  6   5   104    6
 -1.49778-25 -1.4978E-25   -1.335309591517D-05 4849  6   5   104    6
 -3.84508-25 -3.8451E-25   -5.201452245481D-06 4849  6   5   104    6
 -5.25839-24 -5.2584E-24   -1.901722770681D-06 4849  6   5   107    6
 -2.15853-24 -2.1585E-24    1.389834748648D-05 4849  6   5   107    6
 -8.57387-15 -8.5739E-15   -3.499003367314D-06 4849  6   5   109    6
 -5.03532-26 -5.0353E-26    3.971942200331D-06 4849  6   5   164    6
 -2.65119-26 -2.6512E-26   -3.771891113188D-06 4849  6   5   164    6
 -1.43274-26 -1.4327E-26    2.791853371865D-05 4849  6   5   165    6
 -4.25167-27 -4.2517E-27   -7.056050916422D-06 4849  6   5   165    6
 -1.48808-26 -1.4881E-26   -1.344013762693D-05 4849  6   5   165    6
 -7.57999-27 -7.5800E-27   -1.319262954070D-06 4849  6   5   166    6
 -1.20104-26 -1.2010E-26    3.330446945996D-05 4849  6   5   167    6
 -2.34352-26 -2.3435E-26    8.534170819913D-06 4849  6   5   168    6
 -2.99693-27 -2.9969E-27    1.001024381611D-05 4849  6   5   168    6
 -2.16632-27 -2.1663E-27    9.232246390138D-06 4849  6   5   169    6
 -7.40987-27 -7.4099E-27   -4.048654025043D-06 4849  6   5   170    6
 -9.90261-28 -9.9026E-28    1.009834780998D-06 4849  6   5   170    6
 -3.41086-35 -3.4109E-35   -1.172724767371D-05 4849  6   5   171    6
 -4.59037-26 -4.5904E-26   -6.535420891991D-06 4849  6   5   172    6
 -2.96785-26 -2.9679E-26   -1.684721262852D-05 4849  6   5   172    6
 -3.24729-24 -3.2473E-24   -3.079490898601D-06 4849  6   5   175    6
 -1.06372-23 -1.0637E-23    1.880194036033D-05 4849  6   5   175    6
 -7.55728-24 -7.5573E-24   -2.646454809169D-06 4849  6   5   175    6
 -9.75074-24 -9.7507E-24    4.102252752148D-06 4849  6   5   175    6
 -3.58569-27 -3.5857E-27   -2.788863510215D-06 4849  6   5   242    6
 -9.16521-28 -9.1652E-28    1.091082473905D-06 4849  6   5   242    6
 -7.43151-28 -7.4315E-28    1.345621549410D-06 4849  6   5   243    6
 -8.40052-28 -8.4005E-28    2.380804997943D-06 4849  6   5   243    6
 -5.65354-28 -5.6535E-28    7.075213052343D-06 4849  6   5   244    6
 -4.97958-28 -4.9796E-28   -4.016402989715D-06 4849  6   5   245    6
 -5.11683-28 -5.1168E-28    5.863005024631D-06 4849  6   5   246    6
 -1.47378-27 -1.4738E-27   -1.357054648595D-05 4849  6   5   247    6
 -6.04976-28 -6.0498E-28   -6.611832535348D-06 4849  6   5   247    6
 -1.37528-34 -1.3753E-34   -1.454249316516D-05 4849  6   5   248    6
 -1.75873-35 -1.7587E-35    1.705776327221D-05 4849  6   5   248    6
 -6.57087-36 -6.5709E-36   -4.565605467687D-06 4849  6   5   249    6
 -3.96731-36 -3.9673E-36    2.520599600188D-06 4849  6   5   249    6
 -1.01849-35 -1.0185E-35   -9.818456735057D-06 4849  6   5   249    6
 -1.38277-28 -1.3828E-28   -2.169558205628D-05 4849  6   5   250    6
 -4.52955-28 -4.5296E-28   -1.103862414582D-05 4849  6   5   250    6
 -3.21806-28 -3.2181E-28   -1.242984903933D-05 4849  6   5   250    6
 -4.15209-28 -4.1521E-28   -2.408425636189D-06 4849  6   5   250    6
 -2.37376-28 -2.3738E-28   -1.685090320839D-05 4849  6   5   329    6
 -1.82938-28 -1.8294E-28   -1.093266571174D-05 4849  6   5   329    6
 -4.47253-29 -4.4725E-29    6.707612917014D-06 4849  6   5   330    6
 -1.46507-28 -1.4651E-28   -2.047683728404D-05 4849  6   5   330    6
 -1.04087-28 -1.0409E-28   -2.882204309852D-05 4849  6   5   330    6
 -1.34298-28 -1.3430E-28   -1.489225453823D-05 4849  6   5   330    6
 -1.15624-28 -1.1562E-28    3.459489379382D-05 4849  6   5   331    6
 -4.48283-29 -4.4828E-29    6.692201131940D-06 4849  6   5   331    6
 -1.05989-28 -1.0599E-28   -9.434941361826D-06 4849  6   5   331    6
 -1.07625-28 -1.0763E-28   -4.645760743315D-05 4849  6   5   332    6
 -6.95836-29 -6.9584E-29   -5.748480963962D-06 4849  6   5   332    6
 -2.68835-28 -2.6884E-28   -1.859876876157D-05 4849  6   5   333    6
 -1.13078-36 -1.1308E-36   -1.768690638318D-05 4849  6   5   334    6
 -7.31089-37 -7.3109E-37   -1.367822522290D-06 4849  6   5   334    6
 -3.25691-29 -3.2569E-29    3.070394944932D-06 4849  6   5   335    6
 -8.32483-30 -8.3248E-30    3.603677192108D-06 4849  6   5   335    6
 -5.49651-24 -5.4965E-24    1.819336269764D-06 4849  6   5   338    6
 -1.68222-24 -1.6822E-24    1.188905137273D-05 4849  6   5   338    6
 -6.02184-24 -6.0218E-24    6.642488010266D-06 4849  6   5   338    6
 -2.07247-30 -2.0725E-30   -1.447548094779D-05 4849  6   5   421    6
 -4.10801-30 -4.1080E-30    2.434268660485D-06 4849  6   5   421    6
 -1.72385-29 -1.7239E-29   -2.900484380888D-05 4849  6   5   422    6
 -4.40626-30 -4.4063E-30   -9.077993581821D-06 4849  6   5   422    6
 -7.03745-30 -7.0375E-30   -7.104846215474D-06 4849  6   5   423    6
 -4.24902-30 -4.2490E-30    4.706967724303D-06 4849  6   5   423    6
 -6.44859-30 -6.4486E-30   -1.550726592830D-06 4849  6   5   424    6
 -9.50809-30 -9.5081E-30   -1.051735942682D-06 4849  6   5   424    6
 -7.97935-31 -7.9794E-31   -6.266174563065D-06 4849  6   5   425    6
 -2.00479-30 -2.0048E-30   -4.988053611579D-06 4849  6   5   425    6
 -1.21044-30 -1.2104E-30    3.304583457256D-05 4849  6   5   425    6
 -3.10743-30 -3.1074E-30    9.654280225097D-06 4849  6   5   425    6
 -1.43839-30 -1.4384E-30   -6.952217409714D-06 4849  6   5   426    6
 -3.03193-30 -3.0319E-30    9.894687542217D-06 4849  6   5   426    6
 -4.91746-25 -4.9175E-25   -8.134280705915D-06 4849  6   5   429    6
 -2.71459-24 -2.7146E-24   -3.683797553266D-06 4849  6   5   430    6
 -1.50654-15 -1.5065E-15    2.655090472214D-05 4849  6   5   434    6
 -2.13435-15 -2.1344E-15   -2.342633588684D-05 4849  6   5   436    6
 -9.37212-16 -9.3721E-16    2.133988894758D-06 4849  6   5   437    6
 -2.23967-15 -2.2397E-15   -1.339483048830D-05 4849  6   5   438    6
 -7.53075-16 -7.5308E-16   -6.639444942386D-06 4849  6   5   440    6
 -4.12364-30 -4.1236E-30    9.700167813033D-06 4849  6   5   532    6
 -3.99172-30 -3.9917E-30    5.010371469095D-06 4849  6   5   532    6
 -7.52915-32 -7.5292E-32   -6.640855873419D-06 4849  6   5   532    6
 -7.11984-31 -7.1198E-31    5.618103777663D-06 4849  6   5   533    6
 -4.29876-31 -4.2988E-31   -9.305008886163D-06 4849  6   5   533    6
 -1.10358-30 -1.1036E-30   -1.812283658647D-05 4849  6   5   533    6
 -9.65802-31 -9.6580E-31    2.070817828149D-06 4849  6   5   534    6
 -3.74447-31 -3.7445E-31   -8.011814756057D-06 4849  6   5   534    6
 -8.85318-31 -8.8532E-31   -2.259075270199D-06 4849  6   5   535    6
 -3.85973-31 -3.8597E-31    7.772564402186D-06 4849  6   5   535    6
 -1.39203-32 -1.3920E-32    2.155125967116D-05 4849  6   5   536    6
 -1.47337-31 -1.4734E-31   -2.036148421649D-05 4849  6   5   536    6
 -6.74084-31 -6.7408E-31    5.933978554525D-06 4849  6   5   537    6
 -2.61347-31 -2.6135E-31   -1.147899153218D-05 4849  6   5   537    6
 -2.69391-31 -2.6939E-31    3.712076498587D-06 4849  6   5   537    6
 -4.55133-31 -4.5513E-31    6.591479853153D-06 4849  6   5   538    6
 -1.65682-32 -1.6568E-32    1.207131734277D-05 4849  6   5   538    6
 -9.59447-32 -9.5945E-32   -3.126801167647D-06 4849  6   5   538    6
 -6.87047-24 -6.8705E-24   -4.366513499022D-06 4849  6   5   541    6
 -5.29483-24 -5.2948E-24    5.665904287835D-06 4849  6   5   542    6
 -2.28281-24 -2.2828E-24    4.380566056798D-06 4849  6   5   542    6
 -2.70005-15 -2.7001E-15   -1.851817558937D-05 4849  6   5   543    6
 -6.79831-17 -6.7983E-17    1.470953810496D-06 4849  6   5   544    6
 -2.05067-15 -2.0507E-15   -1.462936503685D-05 4849  6   5   546    6
 -2.88369-31 -2.8837E-31   -3.467779130167D-06 4849  6   5   650    6
 -3.68771-32 -3.6877E-32    2.711709977249D-06 4849  6   5   650    6
 -2.36736-32 -2.3674E-32   -1.689645850229D-05 4849  6   5   650    6
