1-H-2   0 
11-Na-23   1
12-Mg-24   1 
12-Mg-25   1 
12-Mg-26   1 
13-Al-27   2
14-Si-27   1 
14-Si-28   1 
14-Si-29   1 
14-Si-30   1 
16-S-32   1 
16-S-33   1 
16-S-34   1 
16-S-36   1 
17-Cl-35   1 
17-Cl-37   1 
18-Ar-36   1 
18-Ar-38   1 
18-Ar-40   1 
19-K-39   1 
19-K-40   1 
19-K-41   1 
2-He-3   1 
20-Ca-40   1 
20-Ca-42   1 
20-Ca-43   1 
20-Ca-44   1 
20-Ca-46   1 
20-Ca-48   1 
21-Sc-45   1 
22-Ti-46   1 
22-Ti-47   1 
22-Ti-48   1 
22-Ti-49   1 
22-Ti-50   1 
23-V-50   1 
23-V-51   1 
24-Cr-50   3
24-Cr-52   1 
24-Cr-53   3 
24-Cr-54   3 
25-Mn-55   1 
26-Fe-54   1 
26-Fe-56   1 
26-Fe-57   1 
26-Fe-58   1 
27-Co-59   4
28-Ni-58   1 
28-Ni-60   1 
28-Ni-61   1 
28-Ni-62   1 
28-Ni-64   1 
29-Cu-63   1 
29-Cu-65   1 
3-Li-6   1 
3-Li-7   1 
30-Zn-64   5
30-Zn-66   1 
30-Zn-67   1 
30-Zn-68   1 
30-Zn-70   1 
32-Ge-70   1 
32-Ge-72   1 
32-Ge-73   1 
32-Ge-74   1 
32-Ge-76   1 
33-As-75   5 
34-Se-76   5 
34-Se-78   5 
34-Se-80   5 
34-Se-82   5 
38-Sr-84   1 
38-Sr-86   1 
38-Sr-87   1 
38-Sr-88   1 
38-Sr-90   1 
39-Y-89   6
4-Be-9   7
40-Zr-90   3 
40-Zr-91   5 
40-Zr-92   1 
40-Zr-93   1 
40-Zr-94   5 
40-Zr-96   1 
41-Nb-93   1 
41-Nb-94   1 
42-Mo-100   1 
42-Mo-92   1 
42-Mo-94   1 
42-Mo-95   1 
42-Mo-96   1 
42-Mo-97   1 
42-Mo-98   1 
44-Ru-98   1 
45-Rh-103   8
46-Pd-102   1 
46-Pd-104   1 
46-Pd-105   1 
46-Pd-106   1 
46-Pd-107   1 
46-Pd-108   1 
46-Pd-110   1 
47-Ag-107   1 
47-Ag-108   1 
47-Ag-109   1 
48-Cd-106   1 
48-Cd-108   1 
48-Cd-110   1 
48-Cd-111   1 
48-Cd-112   1 
48-Cd-113   1 
48-Cd-114   1 
48-Cd-116   1 
49-In-115   5 
50-Sn-112   1 
50-Sn-114   1 
50-Sn-115   1 
50-Sn-116   5 
50-Sn-117   1 
50-Sn-118   3 
50-Sn-119   1 
50-Sn-120   1 
50-Sn-122   1 
50-Sn-124   1 
51-Sb-121   1 
51-Sb-123   1 
52-Te-120   1 
52-Te-122   1 
52-Te-123   1 
52-Te-124   1 
52-Te-125   1 
52-Te-126   1 
52-Te-128   1 
52-Te-130   1 
53-I-127   1 
53-I-129   1 
54-Xe-132   1 
55-Cs-133   5 
55-Cs-135   1 
55-Cs-137   1 
56-Ba-138   5 
57-La-139   1 
58-Ce-140   5 
58-Ce-142   5 
59-Pr-141   1 
6-C-12   9
6-C-13   1 
6-C-14   5 
60-Nd-142   5 
60-Nd-143   5 
60-Nd-144   5 
60-Nd-145   5 
60-Nd-146   5 
60-Nd-148   5 
60-Nd-150   5 
62-Sm-144   1 
62-Sm-147   1 
62-Sm-148   1 
62-Sm-149   1 
62-Sm-150   1 
62-Sm-151   1 
62-Sm-152   1 
62-Sm-154   1 
63-Eu-153   5 
64-Gd-156   1 
64-Gd-157   1 
64-Gd-158   1 
64-Gd-160   1 
65-Tb-158   1 
65-Tb-159   10
66-Dy-162   1 
66-Dy-163   1 
67-Ho-165   11
68-Er-166   1 
68-Er-170   1 
69-Tm-169   12
7-N-14   13
7-N-15   1 
71-Lu-175   5 
72-Hf-174   1 
72-Hf-176   1 
72-Hf-177   1 
72-Hf-178   1 
72-Hf-179   1 
72-Hf-180   1 
73-Ta-181   14
74-W-180   15
74-W-182   15 
74-W-183   15 
74-W-184   15 
74-W-186   15 
75-Re-185   16
75-Re-187   16 
76-Os-186   5 
76-Os-188   5 
76-Os-189   5 
76-Os-190   5 
76-Os-192   5 
78-Pt-194   16 
79-Au-197   16 
8-O-16   17
8-O-17   1 
8-O-18   1 
82-Pb-206   16 
82-Pb-207   16 
82-Pb-208   16 
83-Bi-209   5 
88-Ra-226   16 
9-F-19   1 
90-Th-232   18
92-U-233   19
92-U-234   19 
92-U-235   19 
92-U-236   19 
92-U-238   19 
93-Np-237   19 
94-Pu-238   18 
94-Pu-239   19 
94-Pu-241   19 
