#    [ 4028 :  3 :   5 ]    40 -  91
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
  1.000000e+06  0.000000e+00
  1.500000e+06  4.288550e-08
  2.000000e+06  2.258660e-06
  2.500000e+06  1.582190e-05
  3.000000e+06  5.789580e-05
  3.500000e+06  1.521000e-04
  4.000000e+06  3.147570e-04
  4.500000e+06  5.495620e-04
  5.000000e+06  8.606141e-04
  5.500000e+06  1.258880e-03
  6.000000e+06  1.764070e-03
  6.500000e+06  2.405620e-03
  7.000000e+06  3.222130e-03
  7.500000e+06  5.144340e-03
  8.000000e+06  6.781690e-03
  8.500000e+06  8.370221e-03
  9.000000e+06  9.946191e-03
  9.500000e+06  1.148120e-02
  1.000000e+07  1.314050e-02
  1.050000e+07  1.519000e-02
  1.100000e+07  1.789540e-02
  1.150000e+07  2.149070e-02
  1.200000e+07  2.625730e-02
  1.250000e+07  3.257970e-02
  1.300000e+07  4.099930e-02
  1.350000e+07  5.226290e-02
  1.400000e+07  6.733640e-02
  1.450000e+07  8.727510e-02
  1.500000e+07  1.126720e-01
  1.550000e+07  1.422710e-01
  1.600000e+07  1.708990e-01
  1.650000e+07  1.892970e-01
  1.700000e+07  1.898070e-01
  1.750000e+07  1.736200e-01
  1.800000e+07  1.490100e-01
  1.850000e+07  1.237630e-01
  1.900000e+07  1.017690e-01
  1.950000e+07  8.395620e-02
  2.000000e+07  6.994741e-02
  2.100000e+07  5.029880e-02
  2.200000e+07  3.800910e-02
  2.300000e+07  2.999150e-02
  2.400000e+07  2.453510e-02
  2.500000e+07  2.068220e-02
  2.600000e+07  1.787650e-02
  2.700000e+07  1.578070e-02
  2.800000e+07  1.418200e-02
  2.900000e+07  1.294130e-02
  3.000000e+07  1.196450e-02
  3.200000e+07  1.056000e-02
  3.400000e+07  9.636911e-03
  3.600000e+07  9.014321e-03
  3.800000e+07  8.586880e-03
  4.000000e+07  8.289760e-03
  4.200000e+07  8.081380e-03
  4.400000e+07  7.934101e-03
  4.600000e+07  7.829080e-03
  4.800000e+07  7.753160e-03
  5.000000e+07  7.697000e-03
  5.200000e+07  7.653871e-03
  5.400000e+07  7.618870e-03
  5.600000e+07  7.588430e-03
  5.800000e+07  7.559890e-03
  6.000000e+07  7.531350e-03
  6.200000e+07  7.501401e-03
  6.400000e+07  7.469020e-03
  6.600000e+07  7.433500e-03
  6.800000e+07  7.394351e-03
  7.000000e+07  7.351290e-03
  7.200000e+07  7.304131e-03
  7.400000e+07  7.252811e-03
  7.600000e+07  7.197370e-03
  7.800000e+07  7.137880e-03
  8.000000e+07  7.074470e-03
  8.500000e+07  6.900101e-03
  9.000000e+07  6.705930e-03
  9.500000e+07  6.496070e-03
  1.000000e+08  6.274890e-03
  1.100000e+08  5.816461e-03
  1.200000e+08  5.365720e-03
  1.300000e+08  4.955900e-03
  1.400000e+08  4.617850e-03
  1.500000e+08  4.209970e-03
  1.600000e+08  3.858560e-03
  1.700000e+08  3.553290e-03
  1.800000e+08  3.286120e-03
  1.900000e+08  3.050730e-03
  2.000000e+08  2.842070e-03


