#    [ 1637 :  3 :   5 ]    16 -  36
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            69  lin-lin  interpolation
  9.008100e+06  2.277002e-05
  1.000000e+07  8.601100e-04
  1.100000e+07  1.458862e-03
  1.200000e+07  2.543163e-03
  1.300000e+07  4.611589e-03
  1.400000e+07  8.764497e-03
  1.500000e+07  1.721488e-02
  1.600000e+07  3.138632e-02
  1.650000e+07  3.803264e-02
  1.700000e+07  4.121077e-02
  1.750000e+07  4.038857e-02
  1.800000e+07  3.743998e-02
  1.850000e+07  3.456509e-02
  1.900000e+07  3.313945e-02
  1.950000e+07  3.397182e-02
  2.000000e+07  3.775697e-02
  2.050000e+07  4.507168e-02
  2.100000e+07  5.526338e-02
  2.150000e+07  6.423403e-02
  2.200000e+07  6.571723e-02
  2.250000e+07  5.892386e-02
  2.300000e+07  4.896646e-02
  2.400000e+07  3.269148e-02
  2.500000e+07  2.318249e-02
  2.600000e+07  1.731206e-02
  2.700000e+07  1.353686e-02
  2.800000e+07  1.102009e-02
  2.900000e+07  9.272532e-03
  3.000000e+07  8.014251e-03
  3.100000e+07  7.080188e-03
  3.200000e+07  6.369232e-03
  3.300000e+07  5.816823e-03
  3.400000e+07  5.380084e-03
  3.500000e+07  5.029727e-03
  3.600000e+07  4.745157e-03
  3.700000e+07  4.511681e-03
  3.800000e+07  4.318198e-03
  3.900000e+07  4.156712e-03
  4.000000e+07  4.020823e-03
  4.200000e+07  3.808039e-03
  4.400000e+07  3.652250e-03
  4.600000e+07  3.535758e-03
  4.800000e+07  3.446764e-03
  5.000000e+07  3.377369e-03
  5.200000e+07  3.321873e-03
  5.400000e+07  3.276276e-03
  5.600000e+07  3.237679e-03
  5.800000e+07  3.203881e-03
  6.000000e+07  3.173483e-03
  6.200000e+07  3.145084e-03
  6.400000e+07  3.117985e-03
  6.600000e+07  3.091387e-03
  6.800000e+07  3.064788e-03
  7.000000e+07  3.037989e-03
  7.200000e+07  3.010689e-03
  7.400000e+07  2.982590e-03
  7.600000e+07  2.953691e-03
  7.800000e+07  2.923792e-03
  8.000000e+07  2.892992e-03
  8.500000e+07  2.811793e-03
  9.000000e+07  2.725194e-03
  9.500000e+07  2.634095e-03
  1.000000e+08  2.539896e-03
  1.050000e+08  2.444097e-03
  1.100000e+08  2.348097e-03
  1.150000e+08  2.253597e-03
  1.200000e+08  2.161998e-03
  1.300000e+08  1.993998e-03
  1.400000e+08  1.855699e-03


