#    [ 5034 :  3 :   5 ]    50 - 115
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
# Energy        CrossSection
  1.000000e+06  1.456669e-05
  1.500000e+06  4.152345e-05
  2.000000e+06  9.028333e-05
  2.500000e+06  1.686301e-04
  3.000000e+06  2.858726e-04
  3.500000e+06  4.534332e-04
  4.000000e+06  6.856533e-04
  4.500000e+06  1.000915e-03
  5.000000e+06  1.423184e-03
  5.500000e+06  1.983970e-03
  6.000000e+06  2.724188e-03
  6.500000e+06  3.693865e-03
  7.000000e+06  4.944321e-03
  7.500000e+06  6.506517e-03
  8.000000e+06  8.372208e-03
  8.500000e+06  1.054370e-02
  9.000000e+06  1.315180e-02
  9.500000e+06  1.648135e-02
  1.000000e+07  2.089654e-02
  1.050000e+07  2.681978e-02
  1.100000e+07  3.477846e-02
  1.150000e+07  4.546272e-02
  1.200000e+07  5.976694e-02
  1.250000e+07  7.880150e-02
  1.300000e+07  1.038084e-01
  1.350000e+07  1.357097e-01
  1.400000e+07  1.738023e-01
  1.450000e+07  2.136216e-01
  1.500000e+07  2.459720e-01
  1.550000e+07  2.607914e-01
  1.600000e+07  2.546497e-01
  1.650000e+07  2.330126e-01
  1.700000e+07  2.046788e-01
  1.750000e+07  1.762485e-01
  1.800000e+07  1.509075e-01
  1.850000e+07  1.295391e-01
  1.900000e+07  1.119457e-01
  1.950000e+07  9.756599e-02
  2.000000e+07  8.579677e-02
  2.100000e+07  6.788229e-02
  2.200000e+07  5.530816e-02
  2.300000e+07  4.616605e-02
  2.400000e+07  3.930174e-02
  2.500000e+07  3.400252e-02
  2.600000e+07  2.981502e-02
  2.700000e+07  2.644167e-02
  2.800000e+07  2.368130e-02
  2.900000e+07  2.139404e-02
  3.000000e+07  1.948000e-02
  3.200000e+07  1.649740e-02
  3.400000e+07  1.433647e-02
  3.600000e+07  1.275533e-02
  3.800000e+07  1.159486e-02
  4.000000e+07  1.074426e-02
  4.200000e+07  1.012339e-02
  4.400000e+07  9.673019e-03
  4.600000e+07  9.348829e-03
  4.800000e+07  9.117507e-03
  5.000000e+07  8.953950e-03
  5.200000e+07  8.839238e-03
  5.400000e+07  8.759115e-03
  5.600000e+07  8.702852e-03
  5.800000e+07  8.662388e-03
  6.000000e+07  8.631684e-03
  6.200000e+07  8.606231e-03
  6.400000e+07  8.582687e-03
  6.600000e+07  8.558597e-03
  6.800000e+07  8.532183e-03
  7.000000e+07  8.502185e-03
  7.200000e+07  8.467738e-03
  7.400000e+07  8.428284e-03
  7.600000e+07  8.383496e-03
  7.800000e+07  8.333229e-03
  8.000000e+07  8.277473e-03
  8.500000e+07  8.114910e-03
  9.000000e+07  7.922245e-03
  9.500000e+07  7.704511e-03
  1.000000e+08  7.467508e-03
  1.100000e+08  6.960015e-03
  1.200000e+08  6.447764e-03
  1.300000e+08  5.975935e-03
  1.400000e+08  5.586018e-03
  1.500000e+08  5.101449e-03
  1.600000e+08  4.682929e-03
  1.700000e+08  4.318516e-03
  1.800000e+08  3.998910e-03
  1.900000e+08  3.716771e-03
  2.000000e+08  3.466237e-03


