#    [ 4843 :  3 :   5 ]    48 - 112
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
  1.000000e+06  1.521731e-05
  1.500000e+06  4.312919e-05
  2.000000e+06  9.351058e-05
  2.500000e+06  1.745160e-04
  3.000000e+06  2.960789e-04
  3.500000e+06  4.706452e-04
  4.000000e+06  7.142104e-04
  4.500000e+06  1.047820e-03
  5.000000e+06  1.499740e-03
  5.500000e+06  2.108488e-03
  6.000000e+06  2.926544e-03
  6.500000e+06  4.023273e-03
  7.000000e+06  5.482399e-03
  7.500000e+06  7.387624e-03
  8.000000e+06  9.811032e-03
  8.500000e+06  1.287434e-02
  9.000000e+06  1.687921e-02
  9.500000e+06  2.218347e-02
  1.000000e+07  2.852300e-02
  1.050000e+07  3.479241e-02
  1.100000e+07  4.107541e-02
  1.150000e+07  4.934307e-02
  1.200000e+07  6.151772e-02
  1.250000e+07  7.897852e-02
  1.300000e+07  1.027343e-01
  1.350000e+07  1.326757e-01
  1.400000e+07  1.657318e-01
  1.450000e+07  1.951067e-01
  1.500000e+07  2.142393e-01
  1.550000e+07  2.216547e-01
  1.600000e+07  2.191424e-01
  1.650000e+07  2.083228e-01
  1.700000e+07  1.911132e-01
  1.750000e+07  1.704850e-01
  1.800000e+07  1.494550e-01
  1.850000e+07  1.300298e-01
  1.900000e+07  1.130825e-01
  1.950000e+07  9.873608e-02
  2.000000e+07  8.675419e-02
  2.100000e+07  6.828827e-02
  2.200000e+07  5.528476e-02
  2.300000e+07  4.587279e-02
  2.400000e+07  3.885600e-02
  2.500000e+07  3.348062e-02
  2.600000e+07  2.926434e-02
  2.700000e+07  2.589082e-02
  2.800000e+07  2.314693e-02
  2.900000e+07  2.088515e-02
  3.000000e+07  1.900075e-02
  3.200000e+07  1.607873e-02
  3.400000e+07  1.397100e-02
  3.600000e+07  1.243187e-02
  3.800000e+07  1.130237e-02
  4.000000e+07  1.047344e-02
  4.200000e+07  9.866998e-03
  4.400000e+07  9.425726e-03
  4.600000e+07  9.106876e-03
  4.800000e+07  8.878324e-03
  5.000000e+07  8.715847e-03
  5.200000e+07  8.601148e-03
  5.400000e+07  8.520413e-03
  5.600000e+07  8.463217e-03
  5.800000e+07  8.421706e-03
  6.000000e+07  8.389983e-03
  6.200000e+07  8.363633e-03
  6.400000e+07  8.339375e-03
  6.600000e+07  8.314793e-03
  6.800000e+07  8.288130e-03
  7.000000e+07  8.258136e-03
  7.200000e+07  8.223951e-03
  7.400000e+07  8.185011e-03
  7.600000e+07  8.140985e-03
  7.800000e+07  8.091717e-03
  8.000000e+07  8.037187e-03
  8.500000e+07  7.878592e-03
  9.000000e+07  7.691015e-03
  9.500000e+07  7.479266e-03
  1.000000e+08  7.248926e-03
  1.100000e+08  6.755956e-03
  1.200000e+08  6.258536e-03
  1.300000e+08  5.800439e-03
  1.400000e+08  5.421896e-03
  1.500000e+08  4.951521e-03
  1.600000e+08  4.545271e-03
  1.700000e+08  4.191549e-03
  1.800000e+08  3.881324e-03
  1.900000e+08  3.607470e-03
  2.000000e+08  3.364294e-03


