#    [ 7425 :  3 :   5 ]    74 - 180
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP           102  lin-lin  interpolation
  1.000000e-05  0.000000e+00
  2.530000e-02  0.000000e+00
  1.999000e+06  0.000000e+00
  2.000000e+06  1.262920e-04
  2.450000e+06  2.400400e-04
  2.900000e+06  4.087690e-04
  3.350000e+06  6.409220e-04
  3.800000e+06  9.889710e-04
  4.250000e+06  1.447790e-03
  4.700000e+06  2.029560e-03
  5.150000e+06  2.802150e-03
  5.600000e+06  3.888510e-03
  6.050000e+06  5.170600e-03
  6.500000e+06  7.018870e-03
  6.950000e+06  9.271460e-03
  7.400000e+06  1.234110e-02
  7.850000e+06  1.645490e-02
  8.300000e+06  2.207140e-02
  8.750000e+06  2.980420e-02
  9.200000e+06  3.992500e-02
  9.650000e+06  5.487160e-02
  1.010000e+07  7.565810e-02
  1.055000e+07  1.070700e-01
  1.100000e+07  1.495030e-01
  1.145000e+07  2.093460e-01
  1.190000e+07  2.798120e-01
  1.235000e+07  3.419080e-01
  1.280000e+07  3.678770e-01
  1.325000e+07  3.685890e-01
  1.370000e+07  3.611890e-01
  1.415000e+07  3.624530e-01
  1.460000e+07  3.753530e-01
  1.505000e+07  3.890110e-01
  1.550000e+07  3.855580e-01
  1.595000e+07  3.607720e-01
  1.640000e+07  3.200500e-01
  1.685000e+07  2.758810e-01
  1.730000e+07  2.358930e-01
  1.775000e+07  2.012310e-01
  1.820000e+07  1.738050e-01
  1.865000e+07  1.513590e-01
  1.910000e+07  1.334120e-01
  1.955000e+07  1.191950e-01
  2.000000e+07  1.071270e-01
  2.045000e+07  9.737450e-02
  2.090000e+07  8.897560e-02
  2.135000e+07  8.201160e-02
  2.180000e+07  7.612160e-02
  2.225000e+07  7.097830e-02
  2.270000e+07  6.654210e-02
  2.315000e+07  6.273570e-02
  2.360000e+07  5.935640e-02
  2.405000e+07  5.634100e-02
  2.450000e+07  5.371810e-02
  2.495000e+07  5.135410e-02
  2.540000e+07  4.923280e-02
  2.585000e+07  4.733960e-02
  2.630000e+07  4.562710e-02
  2.675000e+07  4.409760e-02
  2.720000e+07  4.266310e-02
  2.765000e+07  4.137970e-02
  2.810000e+07  4.019470e-02
  2.855000e+07  3.912260e-02
  2.900000e+07  3.812560e-02
  2.945000e+07  3.721500e-02
  2.990000e+07  3.636900e-02
  3.035000e+07  3.561470e-02
  3.080000e+07  3.488960e-02
  3.125000e+07  3.420910e-02
  3.170000e+07  3.359210e-02
  3.215000e+07  3.299270e-02
  3.260000e+07  3.246320e-02
  3.305000e+07  3.193370e-02
  3.350000e+07  3.147530e-02
  3.395000e+07  3.101760e-02
  3.440000e+07  3.060600e-02
  3.485000e+07  3.020770e-02
  3.530000e+07  2.983720e-02
  3.575000e+07  2.948830e-02
  3.620000e+07  2.915400e-02
  3.665000e+07  2.884660e-02
  3.710000e+07  2.854400e-02
  3.755000e+07  2.827160e-02
  3.800000e+07  2.799920e-02
  3.845000e+07  2.775430e-02
  3.890000e+07  2.751160e-02
  3.935000e+07  2.728700e-02
  3.980000e+07  2.706970e-02
  4.025000e+07  2.686320e-02
  4.070000e+07  2.666750e-02
  4.115000e+07  2.647720e-02
  4.160000e+07  2.630010e-02
  4.205000e+07  2.612420e-02
  4.250000e+07  2.596320e-02
  4.500000e+07  2.515660e-02
  5.000000e+07  2.394980e-02
  7.000000e+07  2.095540e-02
  1.000000e+08  1.702160e-02
  1.300000e+08  1.342300e-02
  1.500000e+08  1.150090e-02
  1.800000e+08  9.184210e-03
  2.000000e+08  8.056080e-03


