#    [ 6243 :  3 :   5 ]    62 - 150
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
  1.000000e+06  3.271373e-05
  1.500000e+06  9.512438e-05
  2.000000e+06  2.100834e-04
  2.500000e+06  3.978936e-04
  3.000000e+06  6.837377e-04
  3.500000e+06  1.099766e-03
  4.000000e+06  1.688011e-03
  4.500000e+06  2.504408e-03
  5.000000e+06  3.623939e-03
  5.500000e+06  5.145661e-03
  6.000000e+06  7.192712e-03
  6.500000e+06  9.896839e-03
  7.000000e+06  1.336716e-02
  7.500000e+06  1.770948e-02
  8.000000e+06  2.319262e-02
  8.500000e+06  3.040286e-02
  9.000000e+06  4.011319e-02
  9.500000e+06  5.292310e-02
  1.000000e+07  6.878949e-02
  1.050000e+07  8.693897e-02
  1.100000e+07  1.070721e-01
  1.150000e+07  1.306993e-01
  1.200000e+07  1.602901e-01
  1.250000e+07  1.971544e-01
  1.300000e+07  2.393962e-01
  1.350000e+07  2.803462e-01
  1.400000e+07  3.096582e-01
  1.450000e+07  3.189180e-01
  1.500000e+07  3.075238e-01
  1.550000e+07  2.820760e-01
  1.600000e+07  2.508267e-01
  1.650000e+07  2.196623e-01
  1.700000e+07  1.915005e-01
  1.750000e+07  1.672563e-01
  1.800000e+07  1.468444e-01
  1.850000e+07  1.297954e-01
  1.900000e+07  1.155570e-01
  1.950000e+07  1.036168e-01
  2.000000e+07  9.354051e-02
  2.100000e+07  7.739730e-02
  2.200000e+07  6.535111e-02
  2.300000e+07  5.610275e-02
  2.400000e+07  4.882297e-02
  2.500000e+07  4.297024e-02
  2.600000e+07  3.818167e-02
  2.700000e+07  3.420768e-02
  2.800000e+07  3.087227e-02
  2.900000e+07  2.804820e-02
  3.000000e+07  2.564124e-02
  3.200000e+07  2.180877e-02
  3.400000e+07  1.896890e-02
  3.600000e+07  1.685702e-02
  3.800000e+07  1.528827e-02
  4.000000e+07  1.412743e-02
  4.200000e+07  1.327312e-02
  4.400000e+07  1.264844e-02
  4.600000e+07  1.219494e-02
  4.800000e+07  1.186814e-02
  5.000000e+07  1.163433e-02
  5.200000e+07  1.146795e-02
  5.400000e+07  1.134970e-02
  5.600000e+07  1.126501e-02
  5.800000e+07  1.120291e-02
  6.000000e+07  1.115518e-02
  6.200000e+07  1.111564e-02
  6.400000e+07  1.107971e-02
  6.600000e+07  1.104401e-02
  6.800000e+07  1.100608e-02
  7.000000e+07  1.096416e-02
  7.200000e+07  1.091703e-02
  7.400000e+07  1.086387e-02
  7.600000e+07  1.080419e-02
  7.800000e+07  1.073775e-02
  8.000000e+07  1.066450e-02
  8.500000e+07  1.045236e-02
  9.000000e+07  1.020234e-02
  9.500000e+07  9.920637e-03
  1.000000e+08  9.614530e-03
  1.100000e+08  8.959973e-03
  1.200000e+08  8.299886e-03
  1.300000e+08  7.692144e-03
  1.400000e+08  7.190009e-03
  1.500000e+08  6.566158e-03
  1.600000e+08  6.027381e-03
  1.700000e+08  5.558283e-03
  1.800000e+08  5.146881e-03
  1.900000e+08  4.783718e-03
  2.000000e+08  4.461243e-03


