#    [ 4525 :  3 :   5 ]    45 - 103
# Cross section
#           QM -2.834000e+06  mass difference Q-value
#           QI -2.834000e+06  reaction Q-value
#           NR             1  number of interpolation range
#           NP           194  lin-lin  interpolation
  5.000000e+06  0.000000e+00
  5.250000e+06  0.000000e+00
  5.500000e+06  0.000000e+00
  5.750000e+06  0.000000e+00
  6.000000e+06  0.000000e+00
  6.213030e+06  0.000000e+00
  6.250000e+06  0.000000e+00
  6.600000e+06  0.000000e+00
  6.688126e+06  2.015100e-19
  6.750000e+06  3.430000e-19
  7.000000e+06  4.560800e-18
  7.156720e+06  1.701700e-18
  7.250000e+06  0.000000e+00
  7.316077e+06  0.000000e+00
  7.319460e+06  0.000000e+00
  7.500000e+06  0.000000e+00
  7.734630e+06  0.000000e+00
  7.750000e+06  0.000000e+00
  7.793590e+06  0.000000e+00
  7.816400e+06  0.000000e+00
  8.000000e+06  0.000000e+00
  8.012110e+06  0.000000e+00
  8.050280e+06  0.000000e+00
  8.086280e+06  0.000000e+00
  8.181040e+06  0.000000e+00
  8.249760e+06  0.000000e+00
  8.250000e+06  0.000000e+00
  8.256423e+06  0.000000e+00
  8.365770e+06  0.000000e+00
  8.403030e+06  0.000000e+00
  8.432060e+06  0.000000e+00
  8.453810e+06  0.000000e+00
  8.474120e+06  0.000000e+00
  8.500000e+06  0.000000e+00
  8.515730e+06  0.000000e+00
  8.580330e+06  0.000000e+00
  8.586080e+06  0.000000e+00
  8.598730e+06  0.000000e+00
  8.633030e+06  0.000000e+00
  8.654830e+06  0.000000e+00
  8.673030e+06  0.000000e+00
  8.680389e+06  0.000000e+00
  8.680419e+06  0.000000e+00
  8.750000e+06  0.000000e+00
  9.000000e+06  0.000000e+00
  9.250000e+06  4.501400e-13
  9.318430e+06  3.349500e-13
  9.360370e+06  2.643500e-13
  9.394430e+06  2.070200e-13
  9.423646e+06  1.578400e-13
  9.442181e+06  1.266400e-13
  9.459160e+06  9.805700e-14
  9.472890e+06  7.494500e-14
  9.474924e+06  7.152100e-14
  9.497110e+06  3.417500e-14
  9.500000e+06  2.931000e-14
  9.525305e+06  2.674100e-14
  9.527170e+06  2.655200e-14
  9.560700e+06  2.314800e-14
  9.578000e+06  2.139100e-14
  9.582270e+06  2.095800e-14
  9.609970e+06  1.814600e-14
  9.615720e+06  1.756200e-14
  9.620650e+06  1.706200e-14
  9.624000e+06  1.672200e-14
  9.624320e+06  1.668900e-14
  9.664200e+06  1.264000e-14
  9.677530e+06  1.128700e-14
  9.678040e+06  1.123500e-14
  9.683230e+06  1.070800e-14
  9.697040e+06  9.306500e-15
  9.698430e+06  9.165400e-15
  9.717820e+06  7.196900e-15
  9.728340e+06  6.128900e-15
  9.745950e+06  4.341200e-15
  9.749910e+06  3.939100e-15
  9.750000e+06  3.930000e-15
  9.767790e+06  5.669200e-15
  9.769030e+06  5.790400e-15
  9.792770e+06  8.111200e-15
  9.795280e+06  8.356600e-15
  9.809430e+06  9.739900e-15
  9.843530e+06  1.307300e-14
  9.860570e+06  1.473900e-14
  9.861980e+06  1.487700e-14
  9.864320e+06  1.510600e-14
  9.888080e+06  1.742900e-14
  9.894360e+06  1.804300e-14
  9.916940e+06  2.025000e-14
  9.917370e+06  2.029200e-14
  1.000000e+07  2.837000e-14
  1.025000e+07  0.000000e+00
  1.050000e+07  0.000000e+00
  1.075000e+07  3.456000e-13
  1.100000e+07  0.000000e+00
  1.125000e+07  3.864000e-13
  1.150000e+07  4.164000e-12
  1.175000e+07  3.497000e-12
  1.200000e+07  0.000000e+00
  1.209000e+07  6.732000e-13
  1.225000e+07  1.870000e-12
  1.250000e+07  0.000000e+00
  1.275000e+07  0.000000e+00
  1.300000e+07  0.000000e+00
  1.320800e+07  0.000000e+00
  1.325000e+07  0.000000e+00
  1.350000e+07  5.820000e-12
  1.375000e+07  6.600000e-11
  1.375300e+07  6.564300e-11
  1.400000e+07  3.628000e-11
  1.425000e+07  3.875000e-11
  1.450000e+07  7.984900e-21
  1.475000e+07  7.395400e-20
  1.500000e+07  3.900200e-19
  1.525000e+07  1.833100e-18
  1.543200e+07  4.050300e-18
  1.550000e+07  4.878700e-18
  1.575000e+07  3.067800e-17
  1.600000e+07  1.418100e-16
  1.625000e+07  5.348300e-16
  1.626400e+07  6.292700e-16
  1.650000e+07  2.221200e-15
  1.675000e+07  6.996000e-15
  1.675600e+07  7.352900e-15
  1.693700e+07  1.811900e-14
  1.700000e+07  2.186700e-14
  1.725000e+07  6.891700e-14
  1.750000e+07  1.924300e-13
  1.775000e+07  5.353300e-13
  1.800000e+07  2.427400e-10
  1.825000e+07  4.458100e-10
  1.850000e+07  3.358200e-10
  1.875000e+07  4.737100e-11
  1.900000e+07  1.345400e-11
  1.925000e+07  2.427300e-11
  1.950000e+07  3.932600e-11
  1.975000e+07  6.484900e-11
  2.000000e+07  1.059300e-10
  2.001000e+07  2.469600e-10
  2.050000e+07  7.157640e-09
  2.100000e+07  2.790320e-09
  2.150000e+07  8.326100e-10
  2.200000e+07  1.536670e-09
  2.223400e+07  4.821700e-09
  2.243100e+07  7.587300e-09
  2.250000e+07  8.555960e-09
  2.293800e+07  7.894520e-09
  2.300000e+07  7.800900e-09
  2.342600e+07  7.395630e-09
  2.342637e+07  7.395280e-09
  2.350000e+07  7.325230e-09
  2.370100e+07  8.907810e-09
  2.400000e+07  1.126200e-08
  2.450000e+07  1.318050e-08
  2.465500e+07  1.633500e-08
  2.500000e+07  2.335650e-08
  2.550000e+07  3.090590e-08
  2.600000e+07  6.299410e-08
  2.650000e+07  9.837910e-08
  2.664600e+07  1.357350e-07
  2.700000e+07  2.263100e-07
  2.750000e+07  4.081920e-07
  2.800000e+07  7.741450e-07
  2.850000e+07  1.349640e-06
  2.900000e+07  2.450030e-06
  3.000000e+07  9.429510e-06
  3.100000e+07  4.497770e-05
  3.190700e+07  1.394330e-04
  3.200000e+07  1.491180e-04
  3.300000e+07  2.684660e-04
  3.400000e+07  5.345220e-04
  3.500000e+07  8.101490e-04
  3.600000e+07  9.632850e-04
  3.700000e+07  1.227936e-03
  3.800000e+07  1.502358e-03
  3.900000e+07  1.967179e-03
  4.000000e+07  2.460706e-03
  4.100000e+07  2.984977e-03
  4.200000e+07  3.451072e-03
  4.300000e+07  3.878961e-03
  4.400000e+07  4.237193e-03
  4.500000e+07  4.476607e-03
  5.000000e+07  5.157632e-03
  5.500000e+07  5.208174e-03
  6.000000e+07  5.133790e-03
  7.000000e+07  4.824076e-03
  8.000000e+07  4.479870e-03
  9.000000e+07  4.172804e-03
  1.000000e+08  3.857105e-03
  1.200000e+08  3.248330e-03
  1.400000e+08  2.830073e-03
  1.600000e+08  2.388031e-03
  1.800000e+08  2.099579e-03
  2.000000e+08  1.817757e-03


