#    [ 1925 :  3 :   5 ]    19 -  39
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
  1.000000e+06  1.938116e-06
  1.500000e+06  4.896119e-06
  2.000000e+06  9.714092e-06
  2.500000e+06  1.686342e-05
  3.000000e+06  2.689221e-05
  3.500000e+06  4.044772e-05
  4.000000e+06  5.830686e-05
  4.500000e+06  8.142087e-05
  5.000000e+06  1.109836e-04
  5.500000e+06  1.485306e-04
  6.000000e+06  1.960704e-04
  6.500000e+06  2.562532e-04
  7.000000e+06  3.325898e-04
  7.500000e+06  4.297566e-04
  8.000000e+06  5.540361e-04
  8.500000e+06  7.139472e-04
  9.000000e+06  9.210525e-04
  9.500000e+06  1.190631e-03
  1.000000e+07  1.540905e-03
  1.050000e+07  1.986993e-03
  1.100000e+07  2.522708e-03
  1.150000e+07  3.092440e-03
  1.200000e+07  3.599184e-03
  1.250000e+07  3.999953e-03
  1.300000e+07  4.377396e-03
  1.350000e+07  4.871823e-03
  1.400000e+07  5.604730e-03
  1.450000e+07  6.684696e-03
  1.500000e+07  8.252372e-03
  1.550000e+07  1.053930e-02
  1.600000e+07  1.396056e-02
  1.650000e+07  1.927760e-02
  1.700000e+07  2.774892e-02
  1.750000e+07  4.014253e-02
  1.800000e+07  5.153388e-02
  1.850000e+07  5.371925e-02
  1.900000e+07  5.256400e-02
  1.950000e+07  5.435747e-02
  2.000000e+07  5.797493e-02
  2.100000e+07  5.832302e-02
  2.200000e+07  4.598197e-02
  2.300000e+07  3.302195e-02
  2.400000e+07  2.436880e-02
  2.500000e+07  1.925920e-02
  2.600000e+07  1.642840e-02
  2.700000e+07  1.495111e-02
  2.800000e+07  1.404051e-02
  2.900000e+07  1.303147e-02
  3.000000e+07  1.168510e-02
  3.200000e+07  8.832841e-03
  3.400000e+07  6.788697e-03
  3.600000e+07  5.513066e-03
  3.800000e+07  4.708166e-03
  4.000000e+07  4.181841e-03
  4.200000e+07  3.826868e-03
  4.400000e+07  3.582075e-03
  4.600000e+07  3.410721e-03
  4.800000e+07  3.289596e-03
  5.000000e+07  3.203398e-03
  5.200000e+07  3.141692e-03
  5.400000e+07  3.097172e-03
  5.600000e+07  3.064624e-03
  5.800000e+07  3.040266e-03
  6.000000e+07  3.021335e-03
  6.200000e+07  3.005796e-03
  6.400000e+07  2.992146e-03
  6.600000e+07  2.979281e-03
  6.800000e+07  2.966391e-03
  7.000000e+07  2.952889e-03
  7.200000e+07  2.938362e-03
  7.400000e+07  2.922521e-03
  7.600000e+07  2.905182e-03
  7.800000e+07  2.886234e-03
  8.000000e+07  2.865627e-03
  8.500000e+07  2.806899e-03
  9.000000e+07  2.738586e-03
  9.500000e+07  2.662155e-03
  1.000000e+08  2.579436e-03
  1.100000e+08  2.403116e-03
  1.200000e+08  2.225672e-03
  1.300000e+08  2.062448e-03
  1.400000e+08  1.927632e-03
  1.500000e+08  1.760285e-03
  1.600000e+08  1.615779e-03
  1.700000e+08  1.489973e-03
  1.800000e+08  1.379650e-03
  1.900000e+08  1.282269e-03
  2.000000e+08  1.195802e-03


