#    [ 3449 :  3 :   5 ]    34 -  82
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
# Energy        CrossSection
  1.000000e+06  9.745880e-07
  1.500000e+06  1.427210e-05
  2.000000e+06  4.900530e-05
  2.500000e+06  1.129090e-04
  3.000000e+06  2.124490e-04
  3.500000e+06  3.520750e-04
  4.000000e+06  5.371570e-04
  4.500000e+06  7.768971e-04
  5.000000e+06  1.086430e-03
  5.500000e+06  1.485570e-03
  6.000000e+06  2.002030e-03
  6.500000e+06  2.675750e-03
  7.000000e+06  3.561810e-03
  7.500000e+06  4.729680e-03
  8.000000e+06  6.249720e-03
  8.500000e+06  8.146890e-03
  9.000000e+06  1.032150e-02
  9.500000e+06  1.543430e-02
  1.000000e+07  1.753610e-02
  1.050000e+07  1.986290e-02
  1.100000e+07  2.283450e-02
  1.150000e+07  2.678800e-02
  1.200000e+07  3.201730e-02
  1.250000e+07  3.884670e-02
  1.300000e+07  4.766740e-02
  1.350000e+07  5.891700e-02
  1.400000e+07  7.297251e-02
  1.450000e+07  8.988270e-02
  1.500000e+07  1.088770e-01
  1.550000e+07  1.277680e-01
  1.600000e+07  1.428510e-01
  1.650000e+07  1.501850e-01
  1.700000e+07  1.479660e-01
  1.750000e+07  1.377230e-01
  1.800000e+07  1.229930e-01
  1.850000e+07  1.071350e-01
  1.900000e+07  9.224750e-02
  1.950000e+07  7.923690e-02
  2.000000e+07  6.827800e-02
  2.100000e+07  5.160850e-02
  2.200000e+07  4.027370e-02
  2.300000e+07  3.243000e-02
  2.400000e+07  2.685690e-02
  2.500000e+07  2.279020e-02
  2.600000e+07  1.974970e-02
  2.700000e+07  1.742770e-02
  2.800000e+07  1.562170e-02
  2.900000e+07  1.419480e-02
  3.000000e+07  1.305220e-02
  3.200000e+07  1.136900e-02
  3.400000e+07  1.022380e-02
  3.600000e+07  9.421621e-03
  3.800000e+07  8.846660e-03
  4.000000e+07  8.426650e-03
  4.200000e+07  8.114670e-03
  4.400000e+07  7.879180e-03
  4.600000e+07  7.698430e-03
  4.800000e+07  7.557080e-03
  5.000000e+07  7.444110e-03
  5.200000e+07  7.351480e-03
  5.400000e+07  7.273250e-03
  5.600000e+07  7.205010e-03
  5.800000e+07  7.143421e-03
  6.000000e+07  7.086010e-03
  6.200000e+07  7.030890e-03
  6.400000e+07  6.976641e-03
  6.600000e+07  6.922220e-03
  6.800000e+07  6.866830e-03
  7.000000e+07  6.809930e-03
  7.200000e+07  6.751110e-03
  7.400000e+07  6.690120e-03
  7.600000e+07  6.626790e-03
  7.800000e+07  6.561040e-03
  8.000000e+07  6.492870e-03
  8.500000e+07  6.312260e-03
  9.000000e+07  6.118590e-03
  9.500000e+07  5.914480e-03
  1.000000e+08  5.703091e-03
  1.100000e+08  5.272260e-03
  1.200000e+08  4.854220e-03
  1.300000e+08  4.476620e-03
  1.400000e+08  4.165680e-03
  1.500000e+08  3.794880e-03
  1.600000e+08  3.475850e-03
  1.700000e+08  3.199000e-03
  1.800000e+08  2.956950e-03
  1.900000e+08  2.743860e-03
  2.000000e+08  2.555120e-03


