#    [ 7234 :  3 :   5 ]    72 - 177
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
  1.000000e+06  2.903042e-05
  1.500000e+06  8.301783e-05
  2.000000e+06  1.816790e-04
  2.500000e+06  3.425891e-04
  3.000000e+06  5.881334e-04
  3.500000e+06  9.476777e-04
  4.000000e+06  1.460634e-03
  4.500000e+06  2.180613e-03
  5.000000e+06  3.180270e-03
  5.500000e+06  4.554390e-03
  6.000000e+06  6.415322e-03
  6.500000e+06  8.880052e-03
  7.000000e+06  1.209336e-02
  7.500000e+06  1.638114e-02
  8.000000e+06  2.250372e-02
  8.500000e+06  3.190609e-02
  9.000000e+06  4.703217e-02
  9.500000e+06  7.028543e-02
  1.000000e+07  9.765161e-02
  1.050000e+07  1.277595e-01
  1.100000e+07  1.760831e-01
  1.150000e+07  2.506159e-01
  1.200000e+07  3.324888e-01
  1.250000e+07  3.691530e-01
  1.300000e+07  3.441785e-01
  1.350000e+07  3.040642e-01
  1.400000e+07  2.840345e-01
  1.450000e+07  2.910050e-01
  1.500000e+07  3.159479e-01
  1.550000e+07  3.360740e-01
  1.600000e+07  3.272567e-01
  1.650000e+07  2.891676e-01
  1.700000e+07  2.406812e-01
  1.750000e+07  1.963891e-01
  1.800000e+07  1.608531e-01
  1.850000e+07  1.335728e-01
  1.900000e+07  1.127667e-01
  1.950000e+07  9.675189e-02
  2.000000e+07  8.423774e-02
  2.100000e+07  6.598798e-02
  2.200000e+07  5.370444e-02
  2.300000e+07  4.499682e-02
  2.400000e+07  3.856568e-02
  2.500000e+07  3.366112e-02
  2.600000e+07  2.982619e-02
  2.700000e+07  2.676891e-02
  2.800000e+07  2.429483e-02
  2.900000e+07  2.226970e-02
  3.000000e+07  2.059779e-02
  3.200000e+07  1.804997e-02
  3.400000e+07  1.626820e-02
  3.600000e+07  1.501797e-02
  3.800000e+07  1.414557e-02
  4.000000e+07  1.354512e-02
  4.200000e+07  1.314121e-02
  4.400000e+07  1.287895e-02
  4.600000e+07  1.271789e-02
  4.800000e+07  1.262801e-02
  5.000000e+07  1.258695e-02
  5.200000e+07  1.257806e-02
  5.400000e+07  1.258895e-02
  5.600000e+07  1.261042e-02
  5.800000e+07  1.263572e-02
  6.000000e+07  1.265989e-02
  6.200000e+07  1.267935e-02
  6.400000e+07  1.269159e-02
  6.600000e+07  1.269486e-02
  6.800000e+07  1.268804e-02
  7.000000e+07  1.267045e-02
  7.200000e+07  1.264176e-02
  7.400000e+07  1.260191e-02
  7.600000e+07  1.255102e-02
  7.800000e+07  1.248940e-02
  8.000000e+07  1.241743e-02
  8.500000e+07  1.219554e-02
  9.000000e+07  1.192107e-02
  9.500000e+07  1.160396e-02
  1.000000e+08  1.125450e-02
  1.100000e+08  1.049887e-02
  1.200000e+08  9.731300e-03
  1.300000e+08  9.022259e-03
  1.400000e+08  8.435548e-03
  1.500000e+08  7.704909e-03
  1.600000e+08  7.073546e-03
  1.700000e+08  6.523601e-03
  1.800000e+08  6.041138e-03
  1.900000e+08  5.615136e-03
  2.000000e+08  5.236780e-03


