#    [ 9228 :  3 :   5 ]    92 - 235
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            90  lin-lin  interpolation
  1.000000e+06  7.320275e-05
  1.500000e+06  2.061977e-04
  2.000000e+06  4.484835e-04
  2.500000e+06  8.457424e-04
  3.000000e+06  1.459073e-03
  3.500000e+06  2.372398e-03
  4.000000e+06  3.702473e-03
  4.500000e+06  5.610026e-03
  5.000000e+06  8.300776e-03
  5.250000e+06  9.933470e-03
  5.500000e+06  1.144619e-02
  5.750000e+06  1.112747e-02
  6.000000e+06  9.010272e-03
  6.500000e+06  1.230675e-02
  7.000000e+06  1.788006e-02
  7.500000e+06  2.482619e-02
  8.000000e+06  3.293400e-02
  8.500000e+06  4.528568e-02
  9.000000e+06  6.754146e-02
  9.500000e+06  1.033017e-01
  1.000000e+07  1.589129e-01
  1.050000e+07  2.286650e-01
  1.100000e+07  2.722202e-01
  1.150000e+07  2.246092e-01
  1.200000e+07  1.560993e-01
  1.250000e+07  1.169875e-01
  1.300000e+07  1.071070e-01
  1.350000e+07  1.144467e-01
  1.400000e+07  1.217320e-01
  1.450000e+07  1.184172e-01
  1.500000e+07  1.055053e-01
  1.550000e+07  9.073010e-02
  1.600000e+07  7.486340e-02
  1.650000e+07  6.301520e-02
  1.700000e+07  5.374590e-02
  1.750000e+07  4.644440e-02
  1.800000e+07  4.037920e-02
  1.850000e+07  3.447388e-02
  1.900000e+07  2.868144e-02
  1.950000e+07  2.362190e-02
  2.000000e+07  1.941098e-02
  2.100000e+07  1.399156e-02
  2.200000e+07  1.116118e-02
  2.300000e+07  9.543820e-03
  2.400000e+07  8.124440e-03
  2.500000e+07  6.879860e-03
  2.600000e+07  5.794150e-03
  2.700000e+07  4.977140e-03
  2.800000e+07  4.428900e-03
  2.900000e+07  4.019440e-03
  3.000000e+07  3.698530e-03
  3.200000e+07  3.655680e-03
  3.400000e+07  3.387300e-03
  3.600000e+07  3.282590e-03
  3.800000e+07  3.247010e-03
  4.000000e+07  3.301020e-03
  4.200000e+07  3.378940e-03
  4.400000e+07  3.472570e-03
  4.600000e+07  3.583450e-03
  4.800000e+07  3.694000e-03
  5.000000e+07  3.800780e-03
  5.200000e+07  3.902930e-03
  5.400000e+07  4.050300e-03
  5.600000e+07  4.190240e-03
  5.800000e+07  4.376760e-03
  6.000000e+07  4.567320e-03
  6.200000e+07  4.764500e-03
  6.400000e+07  4.936570e-03
  6.600000e+07  5.096660e-03
  6.800000e+07  5.245520e-03
  7.000000e+07  5.438620e-03
  7.200000e+07  5.618440e-03
  7.400000e+07  5.754610e-03
  7.600000e+07  5.871720e-03
  7.800000e+07  6.018000e-03
  8.000000e+07  6.103210e-03
  8.500000e+07  6.286190e-03
  9.000000e+07  6.381180e-03
  9.500000e+07  6.428790e-03
  1.000000e+08  6.427600e-03
  1.100000e+08  6.273790e-03
  1.200000e+08  6.080860e-03
  1.300000e+08  5.989250e-03
  1.400000e+08  5.961800e-03
  1.500000e+08  6.003450e-03
  1.600000e+08  6.213870e-03
  1.700000e+08  6.586160e-03
  1.800000e+08  7.111290e-03
  1.900000e+08  7.815070e-03
  2.000000e+08  8.689440e-03


