#    [ 1831 :  3 :   5 ]    18 -  38
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
  1.000000e+06  4.101620e-06
  1.500000e+06  1.038804e-05
  2.000000e+06  2.066489e-05
  2.500000e+06  3.597598e-05
  3.000000e+06  5.755027e-05
  3.500000e+06  8.685795e-05
  4.000000e+06  1.256851e-04
  4.500000e+06  1.762370e-04
  5.000000e+06  2.412870e-04
  5.500000e+06  3.243846e-04
  6.000000e+06  4.301430e-04
  6.500000e+06  5.646276e-04
  7.000000e+06  7.358971e-04
  7.500000e+06  9.547763e-04
  8.000000e+06  1.235984e-03
  8.500000e+06  1.599749e-03
  9.000000e+06  2.073962e-03
  9.500000e+06  2.696345e-03
  1.000000e+07  3.514243e-03
  1.050000e+07  4.574396e-03
  1.100000e+07  5.886885e-03
  1.150000e+07  7.358167e-03
  1.200000e+07  8.777594e-03
  1.250000e+07  1.001162e-02
  1.300000e+07  1.123091e-02
  1.350000e+07  1.280051e-02
  1.400000e+07  1.504342e-02
  1.450000e+07  1.816195e-02
  1.500000e+07  2.220654e-02
  1.550000e+07  2.695277e-02
  1.600000e+07  3.172679e-02
  1.650000e+07  3.546005e-02
  1.700000e+07  3.726170e-02
  1.750000e+07  3.709968e-02
  1.800000e+07  3.574254e-02
  1.850000e+07  3.409639e-02
  1.900000e+07  3.274766e-02
  1.950000e+07  3.192211e-02
  2.000000e+07  3.160104e-02
  2.100000e+07  3.168986e-02
  2.200000e+07  3.128373e-02
  2.300000e+07  2.925534e-02
  2.400000e+07  2.591829e-02
  2.500000e+07  2.221250e-02
  2.600000e+07  1.880451e-02
  2.700000e+07  1.593836e-02
  2.800000e+07  1.361797e-02
  2.900000e+07  1.176210e-02
  3.000000e+07  1.027707e-02
  3.200000e+07  8.110616e-03
  3.400000e+07  6.658351e-03
  3.600000e+07  5.652891e-03
  3.800000e+07  4.938857e-03
  4.000000e+07  4.422398e-03
  4.200000e+07  4.044128e-03
  4.400000e+07  3.764767e-03
  4.600000e+07  3.557322e-03
  4.800000e+07  3.402680e-03
  5.000000e+07  3.286991e-03
  5.200000e+07  3.200059e-03
  5.400000e+07  3.134291e-03
  5.600000e+07  3.083990e-03
  5.800000e+07  3.044862e-03
  6.000000e+07  3.013662e-03
  6.200000e+07  2.987932e-03
  6.400000e+07  2.965817e-03
  6.600000e+07  2.945914e-03
  6.800000e+07  2.927173e-03
  7.000000e+07  2.908809e-03
  7.200000e+07  2.890246e-03
  7.400000e+07  2.871065e-03
  7.600000e+07  2.850973e-03
  7.800000e+07  2.829772e-03
  8.000000e+07  2.807337e-03
  8.500000e+07  2.745529e-03
  9.000000e+07  2.675732e-03
  9.500000e+07  2.598938e-03
  1.000000e+08  2.516650e-03
  1.100000e+08  2.342688e-03
  1.200000e+08  2.168586e-03
  1.300000e+08  2.008848e-03
  1.400000e+08  1.877053e-03
  1.500000e+08  1.713830e-03
  1.600000e+08  1.572948e-03
  1.700000e+08  1.450339e-03
  1.800000e+08  1.342846e-03
  1.900000e+08  1.247983e-03
  2.000000e+08  1.163766e-03


