#    [ 2034 :  3 :   5 ]    20 -  43
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            70  lin-lin  interpolation
  7.592500e+06  0.000000e+00
  9.000000e+06  5.132894e-04
  1.000000e+07  1.108394e-03
  1.100000e+07  1.672718e-03
  1.200000e+07  2.550481e-03
  1.300000e+07  3.958162e-03
  1.400000e+07  6.285883e-03
  1.500000e+07  1.027566e-02
  1.600000e+07  1.736752e-02
  1.650000e+07  2.285148e-02
  1.700000e+07  3.022691e-02
  1.750000e+07  3.997957e-02
  1.800000e+07  5.234129e-02
  1.850000e+07  6.671599e-02
  1.900000e+07  8.094908e-02
  1.950000e+07  9.140956e-02
  2.000000e+07  9.495570e-02
  2.050000e+07  9.134826e-02
  2.100000e+07  8.308198e-02
  2.150000e+07  7.313804e-02
  2.200000e+07  6.348763e-02
  2.250000e+07  5.499517e-02
  2.300000e+07  4.785534e-02
  2.400000e+07  3.713117e-02
  2.500000e+07  2.986717e-02
  2.600000e+07  2.481992e-02
  2.700000e+07  2.119395e-02
  2.800000e+07  1.850357e-02
  2.900000e+07  1.644897e-02
  3.000000e+07  1.483822e-02
  3.100000e+07  1.354840e-02
  3.200000e+07  1.249553e-02
  3.300000e+07  1.162062e-02
  3.400000e+07  1.088369e-02
  3.500000e+07  1.025474e-02
  3.600000e+07  9.710279e-03
  3.700000e+07  9.235209e-03
  3.800000e+07  8.816436e-03
  3.900000e+07  8.444057e-03
  4.000000e+07  8.110174e-03
  4.200000e+07  7.534901e-03
  4.400000e+07  7.054320e-03
  4.600000e+07  6.644135e-03
  4.800000e+07  6.287645e-03
  5.000000e+07  5.972953e-03
  5.200000e+07  5.692360e-03
  5.400000e+07  5.437166e-03
  5.600000e+07  5.204570e-03
  5.800000e+07  4.991474e-03
  6.000000e+07  4.794077e-03
  6.200000e+07  4.609580e-03
  6.400000e+07  4.437482e-03
  6.600000e+07  4.275384e-03
  6.800000e+07  4.122885e-03
  7.000000e+07  3.978487e-03
  7.200000e+07  3.841888e-03
  7.400000e+07  3.711889e-03
  7.600000e+07  3.588391e-03
  7.800000e+07  3.470591e-03
  8.000000e+07  3.358292e-03
  8.500000e+07  3.098794e-03
  9.000000e+07  2.866194e-03
  9.500000e+07  2.656996e-03
  1.000000e+08  2.467396e-03
  1.050000e+08  2.295897e-03
  1.100000e+08  2.140198e-03
  1.150000e+08  1.998498e-03
  1.200000e+08  1.869398e-03
  1.300000e+08  1.643399e-03
  1.400000e+08  1.453499e-03


