#    [ 2634 :  3 :   5 ]    26 -  57
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
  1.000000e+06  6.746141e-06
  1.500000e+06  1.791969e-05
  2.000000e+06  3.701012e-05
  2.500000e+06  6.641663e-05
  3.000000e+06  1.089489e-04
  3.500000e+06  1.679639e-04
  4.000000e+06  2.475499e-04
  4.500000e+06  3.527839e-04
  5.000000e+06  4.901014e-04
  5.500000e+06  6.678265e-04
  6.000000e+06  8.969231e-04
  6.500000e+06  1.192047e-03
  7.000000e+06  1.572994e-03
  7.500000e+06  2.066554e-03
  8.000000e+06  2.708293e-03
  8.500000e+06  3.542041e-03
  9.000000e+06  4.610295e-03
  9.500000e+06  5.922263e-03
  1.000000e+07  7.399379e-03
  1.050000e+07  8.877714e-03
  1.100000e+07  1.027981e-02
  1.150000e+07  1.177430e-02
  1.200000e+07  1.366430e-02
  1.250000e+07  1.622140e-02
  1.300000e+07  1.966208e-02
  1.350000e+07  2.417657e-02
  1.400000e+07  2.991447e-02
  1.450000e+07  3.689344e-02
  1.500000e+07  4.483819e-02
  1.550000e+07  5.305906e-02
  1.600000e+07  6.061073e-02
  1.650000e+07  6.680635e-02
  1.700000e+07  7.161163e-02
  1.750000e+07  7.541499e-02
  1.800000e+07  7.846683e-02
  1.850000e+07  8.059921e-02
  1.900000e+07  8.137526e-02
  1.950000e+07  8.043273e-02
  2.000000e+07  7.773870e-02
  2.100000e+07  6.847609e-02
  2.200000e+07  5.752308e-02
  2.300000e+07  4.754941e-02
  2.400000e+07  3.939347e-02
  2.500000e+07  3.297607e-02
  2.600000e+07  2.796252e-02
  2.700000e+07  2.402008e-02
  2.800000e+07  2.088295e-02
  2.900000e+07  1.835335e-02
  3.000000e+07  1.628724e-02
  3.200000e+07  1.315471e-02
  3.400000e+07  1.093677e-02
  3.600000e+07  9.323915e-03
  3.800000e+07  8.130226e-03
  4.000000e+07  7.236902e-03
  4.200000e+07  6.563805e-03
  4.400000e+07  6.054516e-03
  4.600000e+07  5.668075e-03
  4.800000e+07  5.374125e-03
  5.000000e+07  5.149880e-03
  5.200000e+07  4.978099e-03
  5.400000e+07  4.845678e-03
  5.600000e+07  4.742629e-03
  5.800000e+07  4.661326e-03
  6.000000e+07  4.595943e-03
  6.200000e+07  4.542027e-03
  6.400000e+07  4.496177e-03
  6.600000e+07  4.455800e-03
  6.800000e+07  4.418925e-03
  7.000000e+07  4.384061e-03
  7.200000e+07  4.350088e-03
  7.400000e+07  4.316175e-03
  7.600000e+07  4.281714e-03
  7.800000e+07  4.246271e-03
  8.000000e+07  4.209550e-03
  8.500000e+07  4.111112e-03
  9.000000e+07  4.002695e-03
  9.500000e+07  3.885129e-03
  1.000000e+08  3.760237e-03
  1.100000e+08  3.498063e-03
  1.200000e+08  3.236904e-03
  1.300000e+08  2.997812e-03
  1.400000e+08  2.800759e-03
  1.500000e+08  2.556981e-03
  1.600000e+08  2.346649e-03
  1.700000e+08  2.163646e-03
  1.800000e+08  2.003235e-03
  1.900000e+08  1.861691e-03
  2.000000e+08  1.736045e-03


