#    [ 4931 :  3 :   5 ]    49 - 115
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
  1.000000e+06  2.175570e-08
  1.500000e+06  7.397740e-06
  2.000000e+06  7.259100e-05
  2.500000e+06  2.676550e-04
  3.000000e+06  6.251780e-04
  3.500000e+06  1.155910e-03
  4.000000e+06  1.875820e-03
  4.500000e+06  2.809390e-03
  5.000000e+06  3.974490e-03
  5.500000e+06  5.390370e-03
  6.000000e+06  7.099020e-03
  6.500000e+06  9.168561e-03
  7.000000e+06  1.166440e-02
  7.500000e+06  1.458270e-02
  8.000000e+06  1.779080e-02
  8.500000e+06  2.113770e-02
  9.000000e+06  2.473010e-02
  9.500000e+06  2.897780e-02
  1.000000e+07  3.435570e-02
  1.050000e+07  4.129250e-02
  1.100000e+07  5.026280e-02
  1.150000e+07  6.182840e-02
  1.200000e+07  7.667730e-02
  1.250000e+07  9.559350e-02
  1.300000e+07  1.192920e-01
  1.350000e+07  1.479940e-01
  1.400000e+07  1.806110e-01
  1.450000e+07  2.136800e-01
  1.500000e+07  2.409890e-01
  1.550000e+07  2.555240e-01
  1.600000e+07  2.535730e-01
  1.650000e+07  2.372410e-01
  1.700000e+07  2.124970e-01
  1.750000e+07  1.853120e-01
  1.800000e+07  1.595390e-01
  1.850000e+07  1.369030e-01
  1.900000e+07  1.177890e-01
  1.950000e+07  1.019450e-01
  2.000000e+07  8.889911e-02
  2.100000e+07  6.909571e-02
  2.200000e+07  5.538790e-02
  2.300000e+07  4.564310e-02
  2.400000e+07  3.852510e-02
  2.500000e+07  3.319550e-02
  2.600000e+07  2.911750e-02
  2.700000e+07  2.593810e-02
  2.800000e+07  2.341900e-02
  2.900000e+07  2.139500e-02
  3.000000e+07  1.974930e-02
  3.200000e+07  1.727590e-02
  3.400000e+07  1.554970e-02
  3.600000e+07  1.431150e-02
  3.800000e+07  1.340350e-02
  4.000000e+07  1.272470e-02
  4.200000e+07  1.220860e-02
  4.400000e+07  1.180960e-02
  4.600000e+07  1.149590e-02
  4.800000e+07  1.124480e-02
  5.000000e+07  1.103970e-02
  5.200000e+07  1.086850e-02
  5.400000e+07  1.072210e-02
  5.600000e+07  1.059360e-02
  5.800000e+07  1.047780e-02
  6.000000e+07  1.037080e-02
  6.200000e+07  1.026960e-02
  6.400000e+07  1.017180e-02
  6.600000e+07  1.007570e-02
  6.800000e+07  9.979931e-03
  7.000000e+07  9.883550e-03
  7.200000e+07  9.785800e-03
  7.400000e+07  9.686170e-03
  7.600000e+07  9.584310e-03
  7.800000e+07  9.480011e-03
  8.000000e+07  9.373151e-03
  8.500000e+07  9.094830e-03
  9.000000e+07  8.801880e-03
  9.500000e+07  8.497200e-03
  1.000000e+08  8.184660e-03
  1.100000e+08  7.553720e-03
  1.200000e+08  6.946240e-03
  1.300000e+08  6.399671e-03
  1.400000e+08  5.950010e-03
  1.500000e+08  5.417780e-03
  1.600000e+08  4.960200e-03
  1.700000e+08  4.563420e-03
  1.800000e+08  4.216700e-03
  1.900000e+08  3.911630e-03
  2.000000e+08  3.641560e-03


