#    [ 7243 :  3 :   5 ]    72 - 180
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
# Energy        CrossSection
  1.000000e+06  2.975239e-05
  1.500000e+06  8.482166e-05
  2.000000e+06  1.853515e-04
  2.500000e+06  3.493732e-04
  3.000000e+06  6.000457e-04
  3.500000e+06  9.680254e-04
  4.000000e+06  1.494854e-03
  4.500000e+06  2.237622e-03
  5.000000e+06  3.274549e-03
  5.500000e+06  4.709075e-03
  6.000000e+06  6.667026e-03
  6.500000e+06  9.290359e-03
  7.000000e+06  1.278598e-02
  7.500000e+06  1.764080e-02
  8.000000e+06  2.497898e-02
  8.500000e+06  3.685489e-02
  9.000000e+06  5.497845e-02
  9.500000e+06  7.401350e-02
  1.000000e+07  9.056113e-02
  1.050000e+07  1.176612e-01
  1.100000e+07  1.654239e-01
  1.150000e+07  2.379106e-01
  1.200000e+07  3.211421e-01
  1.250000e+07  3.684275e-01
  1.300000e+07  3.529681e-01
  1.350000e+07  3.124387e-01
  1.400000e+07  2.872251e-01
  1.450000e+07  2.906597e-01
  1.500000e+07  3.179066e-01
  1.550000e+07  3.446154e-01
  1.600000e+07  3.371154e-01
  1.650000e+07  2.925181e-01
  1.700000e+07  2.370026e-01
  1.750000e+07  1.888977e-01
  1.800000e+07  1.521509e-01
  1.850000e+07  1.249848e-01
  1.900000e+07  1.048206e-01
  1.950000e+07  8.959381e-02
  2.000000e+07  7.785411e-02
  2.100000e+07  6.092162e-02
  2.200000e+07  4.963219e-02
  2.300000e+07  4.166707e-02
  2.400000e+07  3.579907e-02
  2.500000e+07  3.133098e-02
  2.600000e+07  2.784190e-02
  2.700000e+07  2.506433e-02
  2.800000e+07  2.282063e-02
  2.900000e+07  2.098828e-02
  3.000000e+07  1.947988e-02
  3.200000e+07  1.719379e-02
  3.400000e+07  1.561105e-02
  3.600000e+07  1.451563e-02
  3.800000e+07  1.376536e-02
  4.000000e+07  1.326211e-02
  4.200000e+07  1.293602e-02
  4.400000e+07  1.273635e-02
  4.600000e+07  1.262582e-02
  4.800000e+07  1.257687e-02
  5.000000e+07  1.256910e-02
  5.200000e+07  1.258737e-02
  5.400000e+07  1.262049e-02
  5.600000e+07  1.266023e-02
  5.800000e+07  1.270056e-02
  6.000000e+07  1.273712e-02
  6.200000e+07  1.276682e-02
  6.400000e+07  1.278751e-02
  6.600000e+07  1.279774e-02
  6.800000e+07  1.279665e-02
  7.000000e+07  1.278373e-02
  7.200000e+07  1.275883e-02
  7.400000e+07  1.272202e-02
  7.600000e+07  1.267353e-02
  7.800000e+07  1.261374e-02
  8.000000e+07  1.254313e-02
  8.500000e+07  1.232294e-02
  9.000000e+07  1.204829e-02
  9.500000e+07  1.172969e-02
  1.000000e+08  1.137778e-02
  1.100000e+08  1.061552e-02
  1.200000e+08  9.840345e-03
  1.300000e+08  9.123907e-03
  1.400000e+08  8.530943e-03
  1.500000e+08  7.792254e-03
  1.600000e+08  7.153886e-03
  1.700000e+08  6.597813e-03
  1.800000e+08  6.109957e-03
  1.900000e+08  5.679188e-03
  2.000000e+08  5.296597e-03


