#    [ 7531 :  3 :   5 ]    75 - 187
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
  1.000000e+06  3.021645e-05
  1.500000e+06  8.647556e-05
  2.000000e+06  1.892213e-04
  2.500000e+06  3.565128e-04
  3.000000e+06  6.111554e-04
  3.500000e+06  9.828253e-04
  4.000000e+06  1.511044e-03
  4.500000e+06  2.249099e-03
  5.000000e+06  3.268200e-03
  5.500000e+06  4.658860e-03
  6.000000e+06  6.523999e-03
  6.500000e+06  8.971479e-03
  7.000000e+06  1.217155e-02
  7.500000e+06  1.656435e-02
  8.000000e+06  2.308277e-02
  8.500000e+06  3.261195e-02
  9.000000e+06  4.322528e-02
  9.500000e+06  5.385597e-02
  1.000000e+07  7.016603e-02
  1.050000e+07  9.735374e-02
  1.100000e+07  1.413785e-01
  1.150000e+07  2.102781e-01
  1.200000e+07  3.030377e-01
  1.250000e+07  3.802970e-01
  1.300000e+07  3.931552e-01
  1.350000e+07  3.708366e-01
  1.400000e+07  3.599810e-01
  1.450000e+07  3.665989e-01
  1.500000e+07  3.738510e-01
  1.550000e+07  3.641094e-01
  1.600000e+07  3.336151e-01
  1.650000e+07  2.914840e-01
  1.700000e+07  2.483431e-01
  1.750000e+07  2.100630e-01
  1.800000e+07  1.782976e-01
  1.850000e+07  1.526492e-01
  1.900000e+07  1.320824e-01
  1.950000e+07  1.155353e-01
  2.000000e+07  1.021128e-01
  2.100000e+07  8.170481e-02
  2.200000e+07  6.736947e-02
  2.300000e+07  5.689798e-02
  2.400000e+07  4.898999e-02
  2.500000e+07  4.285120e-02
  2.600000e+07  3.797748e-02
  2.700000e+07  3.403718e-02
  2.800000e+07  3.080484e-02
  2.900000e+07  2.812260e-02
  3.000000e+07  2.587684e-02
  3.200000e+07  2.237975e-02
  3.400000e+07  1.985387e-02
  3.600000e+07  1.801575e-02
  3.800000e+07  1.667763e-02
  4.000000e+07  1.570814e-02
  4.200000e+07  1.501194e-02
  4.400000e+07  1.451824e-02
  4.600000e+07  1.417384e-02
  4.800000e+07  1.393849e-02
  5.000000e+07  1.378175e-02
  5.200000e+07  1.368052e-02
  5.400000e+07  1.361738e-02
  5.600000e+07  1.357917e-02
  5.800000e+07  1.355599e-02
  6.000000e+07  1.354048e-02
  6.200000e+07  1.352713e-02
  6.400000e+07  1.351196e-02
  6.600000e+07  1.349203e-02
  6.800000e+07  1.346529e-02
  7.000000e+07  1.343033e-02
  7.200000e+07  1.338626e-02
  7.400000e+07  1.333258e-02
  7.600000e+07  1.326903e-02
  7.800000e+07  1.319566e-02
  8.000000e+07  1.311262e-02
  8.500000e+07  1.286502e-02
  9.000000e+07  1.256633e-02
  9.500000e+07  1.222563e-02
  1.000000e+08  1.185281e-02
  1.100000e+08  1.105104e-02
  1.200000e+08  1.023937e-02
  1.300000e+08  9.490575e-03
  1.400000e+08  8.871065e-03
  1.500000e+08  8.100598e-03
  1.600000e+08  7.434691e-03
  1.700000e+08  6.854449e-03
  1.800000e+08  6.345134e-03
  1.900000e+08  5.894983e-03
  2.000000e+08  5.494881e-03


