#    [ 2834 :  3 :   5 ]    28 -  61
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
# Energy        CrossSection
  1.000000e+06  5.113083e-06
  1.500000e+06  1.358801e-05
  2.000000e+06  2.808057e-05
  2.500000e+06  5.043108e-05
  3.000000e+06  8.280678e-05
  3.500000e+06  1.278127e-04
  4.000000e+06  1.886416e-04
  4.500000e+06  2.692860e-04
  5.000000e+06  3.748448e-04
  5.500000e+06  5.119664e-04
  6.000000e+06  6.894708e-04
  6.500000e+06  9.192054e-04
  7.000000e+06  1.217181e-03
  7.500000e+06  1.604903e-03
  8.000000e+06  2.110217e-03
  8.500000e+06  2.765149e-03
  9.000000e+06  3.594221e-03
  9.500000e+06  4.585363e-03
  1.000000e+07  5.662035e-03
  1.050000e+07  6.735411e-03
  1.100000e+07  7.841512e-03
  1.150000e+07  9.164747e-03
  1.200000e+07  1.092526e-02
  1.250000e+07  1.332362e-02
  1.300000e+07  1.656774e-02
  1.350000e+07  2.091182e-02
  1.400000e+07  2.667629e-02
  1.450000e+07  3.423383e-02
  1.500000e+07  4.392661e-02
  1.550000e+07  5.584806e-02
  1.600000e+07  6.942057e-02
  1.650000e+07  8.287278e-02
  1.700000e+07  9.321655e-02
  1.750000e+07  9.754611e-02
  1.800000e+07  9.504337e-02
  1.850000e+07  8.744066e-02
  1.900000e+07  7.747024e-02
  1.950000e+07  6.728942e-02
  2.000000e+07  5.803867e-02
  2.100000e+07  4.338498e-02
  2.200000e+07  3.332411e-02
  2.300000e+07  2.641433e-02
  2.400000e+07  2.154570e-02
  2.500000e+07  1.800930e-02
  2.600000e+07  1.536589e-02
  2.700000e+07  1.333995e-02
  2.800000e+07  1.175421e-02
  2.900000e+07  1.049132e-02
  3.000000e+07  9.471319e-03
  3.200000e+07  7.951774e-03
  3.400000e+07  6.907744e-03
  3.600000e+07  6.177812e-03
  3.800000e+07  5.663731e-03
  4.000000e+07  5.301688e-03
  4.200000e+07  5.048208e-03
  4.400000e+07  4.872694e-03
  4.600000e+07  4.753157e-03
  4.800000e+07  4.673584e-03
  5.000000e+07  4.622229e-03
  5.200000e+07  4.590430e-03
  5.400000e+07  4.571788e-03
  5.600000e+07  4.561575e-03
  5.800000e+07  4.556299e-03
  6.000000e+07  4.553392e-03
  6.200000e+07  4.550977e-03
  6.400000e+07  4.547695e-03
  6.600000e+07  4.542575e-03
  6.800000e+07  4.534946e-03
  7.000000e+07  4.524355e-03
  7.200000e+07  4.510522e-03
  7.400000e+07  4.493295e-03
  7.600000e+07  4.472619e-03
  7.800000e+07  4.448514e-03
  8.000000e+07  4.421055e-03
  8.500000e+07  4.338589e-03
  9.000000e+07  4.238550e-03
  9.500000e+07  4.124113e-03
  1.000000e+08  3.998696e-03
  1.100000e+08  3.728689e-03
  1.200000e+08  3.455201e-03
  1.300000e+08  3.202893e-03
  1.400000e+08  2.994225e-03
  1.500000e+08  2.734676e-03
  1.600000e+08  2.510444e-03
  1.700000e+08  2.315163e-03
  1.800000e+08  2.143870e-03
  1.900000e+08  1.992642e-03
  2.000000e+08  1.858344e-03


