#    [ 5325 :  3 :   5 ]    53 - 127
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
# Energy        CrossSection
  1.000000e+06  1.560830e-05
  1.500000e+06  4.471398e-05
  2.000000e+06  9.759311e-05
  2.500000e+06  1.828895e-04
  3.000000e+06  3.110218e-04
  3.500000e+06  4.948833e-04
  4.000000e+06  7.508015e-04
  4.500000e+06  1.099865e-03
  5.000000e+06  1.569704e-03
  5.500000e+06  2.196571e-03
  6.000000e+06  3.026710e-03
  6.500000e+06  4.113706e-03
  7.000000e+06  5.505569e-03
  7.500000e+06  7.223006e-03
  8.000000e+06  9.270263e-03
  8.500000e+06  1.172776e-02
  9.000000e+06  1.483167e-02
  9.500000e+06  1.893583e-02
  1.000000e+07  2.446793e-02
  1.050000e+07  3.195979e-02
  1.100000e+07  4.210787e-02
  1.150000e+07  5.582201e-02
  1.200000e+07  7.424093e-02
  1.250000e+07  9.865544e-02
  1.300000e+07  1.300699e-01
  1.350000e+07  1.678448e-01
  1.400000e+07  2.073769e-01
  1.450000e+07  2.391013e-01
  1.500000e+07  2.529696e-01
  1.550000e+07  2.465587e-01
  1.600000e+07  2.266622e-01
  1.650000e+07  2.027642e-01
  1.700000e+07  1.812570e-01
  1.750000e+07  1.633967e-01
  1.800000e+07  1.458671e-01
  1.850000e+07  1.266087e-01
  1.900000e+07  1.081509e-01
  1.950000e+07  9.271569e-02
  2.000000e+07  8.045399e-02
  2.100000e+07  6.274295e-02
  2.200000e+07  5.092645e-02
  2.300000e+07  4.255820e-02
  2.400000e+07  3.635434e-02
  2.500000e+07  3.159316e-02
  2.600000e+07  2.784064e-02
  2.700000e+07  2.482129e-02
  2.800000e+07  2.235246e-02
  2.900000e+07  2.030853e-02
  3.000000e+07  1.860027e-02
  3.200000e+07  1.594618e-02
  3.400000e+07  1.403528e-02
  3.600000e+07  1.264980e-02
  3.800000e+07  1.164534e-02
  4.000000e+07  1.092067e-02
  4.200000e+07  1.040236e-02
  4.400000e+07  1.003605e-02
  4.600000e+07  9.781139e-03
  4.800000e+07  9.607175e-03
  5.000000e+07  9.491275e-03
  5.200000e+07  9.416263e-03
  5.400000e+07  9.369254e-03
  5.600000e+07  9.340604e-03
  5.800000e+07  9.323116e-03
  6.000000e+07  9.311440e-03
  6.200000e+07  9.301627e-03
  6.400000e+07  9.290788e-03
  6.600000e+07  9.276841e-03
  6.800000e+07  9.258317e-03
  7.000000e+07  9.234217e-03
  7.200000e+07  9.203896e-03
  7.400000e+07  9.166983e-03
  7.600000e+07  9.123316e-03
  7.800000e+07  9.072893e-03
  8.000000e+07  9.015831e-03
  8.500000e+07  8.845684e-03
  9.000000e+07  8.640417e-03
  9.500000e+07  8.406266e-03
  1.000000e+08  8.150042e-03
  1.100000e+08  7.599079e-03
  1.200000e+08  7.041421e-03
  1.300000e+08  6.527124e-03
  1.400000e+08  6.101873e-03
  1.500000e+08  5.572914e-03
  1.600000e+08  5.115959e-03
  1.700000e+08  4.718018e-03
  1.800000e+08  4.368966e-03
  1.900000e+08  4.060807e-03
  2.000000e+08  3.787147e-03


