#    [ 5037 :  3 :   5 ]    50 - 116
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
  1.000000e+06  0.000000e+00
  1.500000e+06  0.000000e+00
  2.000000e+06  9.439290e-06
  2.500000e+06  5.755830e-05
  3.000000e+06  1.908320e-04
  3.500000e+06  4.611090e-04
  4.000000e+06  9.912030e-04
  4.500000e+06  2.015870e-03
  5.000000e+06  3.485400e-03
  5.500000e+06  5.251860e-03
  6.000000e+06  7.286510e-03
  6.500000e+06  9.672301e-03
  7.000000e+06  1.250570e-02
  7.500000e+06  1.580170e-02
  8.000000e+06  1.943390e-02
  8.500000e+06  2.326940e-02
  9.000000e+06  2.747050e-02
  9.500000e+06  3.252430e-02
  1.000000e+07  3.905180e-02
  1.050000e+07  4.754560e-02
  1.100000e+07  5.868050e-02
  1.150000e+07  7.329390e-02
  1.200000e+07  9.240870e-02
  1.250000e+07  1.171870e-01
  1.300000e+07  1.486330e-01
  1.350000e+07  1.867230e-01
  1.400000e+07  2.288000e-01
  1.450000e+07  2.678820e-01
  1.500000e+07  2.934800e-01
  1.550000e+07  2.973390e-01
  1.600000e+07  2.798370e-01
  1.650000e+07  2.490840e-01
  1.700000e+07  2.143340e-01
  1.750000e+07  1.815850e-01
  1.800000e+07  1.533410e-01
  1.850000e+07  1.300010e-01
  1.900000e+07  1.110600e-01
  1.950000e+07  9.576361e-02
  2.000000e+07  8.338231e-02
  2.100000e+07  6.484310e-02
  2.200000e+07  5.213181e-02
  2.300000e+07  4.312380e-02
  2.400000e+07  3.654540e-02
  2.500000e+07  3.161470e-02
  2.600000e+07  2.783590e-02
  2.700000e+07  2.488500e-02
  2.800000e+07  2.254320e-02
  2.900000e+07  2.065920e-02
  3.000000e+07  1.912560e-02
  3.200000e+07  1.681800e-02
  3.400000e+07  1.520630e-02
  3.600000e+07  1.405050e-02
  3.800000e+07  1.320370e-02
  4.000000e+07  1.257180e-02
  4.200000e+07  1.209240e-02
  4.400000e+07  1.172280e-02
  4.600000e+07  1.143290e-02
  4.800000e+07  1.120140e-02
  5.000000e+07  1.101270e-02
  5.200000e+07  1.085530e-02
  5.400000e+07  1.072060e-02
  5.600000e+07  1.060210e-02
  5.800000e+07  1.049490e-02
  6.000000e+07  1.039540e-02
  6.200000e+07  1.030050e-02
  6.400000e+07  1.020830e-02
  6.600000e+07  1.011700e-02
  6.800000e+07  1.002540e-02
  7.000000e+07  9.932650e-03
  7.200000e+07  9.838020e-03
  7.400000e+07  9.741071e-03
  7.600000e+07  9.641520e-03
  7.800000e+07  9.539171e-03
  8.000000e+07  9.433951e-03
  8.500000e+07  9.158610e-03
  9.000000e+07  8.867300e-03
  9.500000e+07  8.563250e-03
  1.000000e+08  8.250561e-03
  1.100000e+08  7.617751e-03
  1.200000e+08  7.007250e-03
  1.300000e+08  6.457400e-03
  1.400000e+08  6.004910e-03
  1.500000e+08  5.468410e-03
  1.600000e+08  5.007060e-03
  1.700000e+08  4.606940e-03
  1.800000e+08  4.257240e-03
  1.900000e+08  3.949520e-03
  2.000000e+08  3.677060e-03


