#    [ 4125 :  3 :   5 ]    41 -  93
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
# Energy        CrossSection
  1.000000e+06  8.595654e-06
  1.500000e+06  2.389314e-05
  2.000000e+06  5.103234e-05
  2.500000e+06  9.402223e-05
  3.000000e+06  1.576131e-04
  3.500000e+06  2.475711e-04
  4.000000e+06  3.710535e-04
  4.500000e+06  5.371392e-04
  5.000000e+06  7.575867e-04
  5.500000e+06  1.047891e-03
  6.000000e+06  1.428626e-03
  6.500000e+06  1.926758e-03
  7.000000e+06  2.575588e-03
  7.500000e+06  3.409516e-03
  8.000000e+06  4.447470e-03
  8.500000e+06  5.670803e-03
  9.000000e+06  7.043692e-03
  9.500000e+06  8.608056e-03
  1.000000e+07  1.053470e-02
  1.050000e+07  1.306273e-02
  1.100000e+07  1.645612e-02
  1.150000e+07  2.103012e-02
  1.200000e+07  2.720365e-02
  1.250000e+07  3.555342e-02
  1.300000e+07  4.686929e-02
  1.350000e+07  6.220183e-02
  1.400000e+07  8.281886e-02
  1.450000e+07  1.097642e-01
  1.500000e+07  1.424568e-01
  1.550000e+07  1.762816e-01
  1.600000e+07  2.017919e-01
  1.650000e+07  2.102621e-01
  1.700000e+07  2.019979e-01
  1.750000e+07  1.852497e-01
  1.800000e+07  1.671812e-01
  1.850000e+07  1.490491e-01
  1.900000e+07  1.308468e-01
  1.950000e+07  1.152597e-01
  2.000000e+07  1.037731e-01
  2.100000e+07  8.623848e-02
  2.200000e+07  6.683105e-02
  2.300000e+07  5.054122e-02
  2.400000e+07  3.952766e-02
  2.500000e+07  3.213128e-02
  2.600000e+07  2.693512e-02
  2.700000e+07  2.311711e-02
  2.800000e+07  2.020891e-02
  2.900000e+07  1.793155e-02
  3.000000e+07  1.611008e-02
  3.200000e+07  1.341095e-02
  3.400000e+07  1.155164e-02
  3.600000e+07  1.023764e-02
  3.800000e+07  9.296426e-03
  4.000000e+07  8.618448e-03
  4.200000e+07  8.129910e-03
  4.400000e+07  7.779070e-03
  4.600000e+07  7.528673e-03
  4.800000e+07  7.351436e-03
  5.000000e+07  7.227166e-03
  5.200000e+07  7.140825e-03
  5.400000e+07  7.081171e-03
  5.600000e+07  7.039783e-03
  5.800000e+07  7.010358e-03
  6.000000e+07  6.988182e-03
  6.200000e+07  6.969743e-03
  6.400000e+07  6.952443e-03
  6.600000e+07  6.934376e-03
  6.800000e+07  6.914168e-03
  7.000000e+07  6.890846e-03
  7.200000e+07  6.863750e-03
  7.400000e+07  6.832457e-03
  7.600000e+07  6.796728e-03
  7.800000e+07  6.756463e-03
  8.000000e+07  6.711673e-03
  8.500000e+07  6.580646e-03
  9.000000e+07  6.424944e-03
  9.500000e+07  6.248737e-03
  1.000000e+08  6.056783e-03
  1.100000e+08  5.645491e-03
  1.200000e+08  5.230169e-03
  1.300000e+08  4.847545e-03
  1.400000e+08  4.531317e-03
  1.500000e+08  4.138278e-03
  1.600000e+08  3.798801e-03
  1.700000e+08  3.503205e-03
  1.800000e+08  3.243949e-03
  1.900000e+08  3.015083e-03
  2.000000e+08  2.811851e-03


