#    [ 6522 :  3 :   5 ]    65 - 158
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
  1.000000e+06  2.368385e-05
  1.500000e+06  6.828557e-05
  2.000000e+06  1.498994e-04
  2.500000e+06  2.825359e-04
  3.000000e+06  4.834650e-04
  3.500000e+06  7.745939e-04
  4.000000e+06  1.184379e-03
  4.500000e+06  1.750421e-03
  5.000000e+06  2.522633e-03
  5.500000e+06  3.565776e-03
  6.000000e+06  4.957429e-03
  6.500000e+06  6.774815e-03
  7.000000e+06  9.078028e-03
  7.500000e+06  1.194727e-02
  8.000000e+06  1.561677e-02
  8.500000e+06  2.057939e-02
  9.000000e+06  2.759636e-02
  9.500000e+06  3.777513e-02
  1.000000e+07  5.277967e-02
  1.050000e+07  7.500229e-02
  1.100000e+07  1.069745e-01
  1.150000e+07  1.478516e-01
  1.200000e+07  1.863680e-01
  1.250000e+07  2.061165e-01
  1.300000e+07  2.097562e-01
  1.350000e+07  2.143632e-01
  1.400000e+07  2.295322e-01
  1.450000e+07  2.545107e-01
  1.500000e+07  2.816892e-01
  1.550000e+07  2.999118e-01
  1.600000e+07  3.006335e-01
  1.650000e+07  2.836014e-01
  1.700000e+07  2.554886e-01
  1.750000e+07  2.239633e-01
  1.800000e+07  1.940175e-01
  1.850000e+07  1.677962e-01
  1.900000e+07  1.457147e-01
  1.950000e+07  1.274200e-01
  2.000000e+07  1.123228e-01
  2.100000e+07  8.918369e-02
  2.200000e+07  7.287566e-02
  2.300000e+07  6.100078e-02
  2.400000e+07  5.208010e-02
  2.500000e+07  4.519262e-02
  2.600000e+07  3.974994e-02
  2.700000e+07  3.536495e-02
  2.800000e+07  3.177545e-02
  2.900000e+07  2.879891e-02
  3.000000e+07  2.630496e-02
  3.200000e+07  2.240722e-02
  3.400000e+07  1.956607e-02
  3.600000e+07  1.746968e-02
  3.800000e+07  1.591510e-02
  4.000000e+07  1.476208e-02
  4.200000e+07  1.390940e-02
  4.400000e+07  1.328198e-02
  4.600000e+07  1.282321e-02
  4.800000e+07  1.249008e-02
  5.000000e+07  1.224978e-02
  5.200000e+07  1.207728e-02
  5.400000e+07  1.195352e-02
  5.600000e+07  1.186395e-02
  5.800000e+07  1.179756e-02
  6.000000e+07  1.174601e-02
  6.200000e+07  1.170298e-02
  6.400000e+07  1.166379e-02
  6.600000e+07  1.162493e-02
  6.800000e+07  1.158383e-02
  7.000000e+07  1.153866e-02
  7.200000e+07  1.148814e-02
  7.400000e+07  1.143139e-02
  7.600000e+07  1.136790e-02
  7.800000e+07  1.129739e-02
  8.000000e+07  1.121980e-02
  8.500000e+07  1.099562e-02
  9.000000e+07  1.073193e-02
  9.500000e+07  1.043515e-02
  1.000000e+08  1.011285e-02
  1.100000e+08  9.424012e-03
  1.200000e+08  8.729568e-03
  1.300000e+08  8.090285e-03
  1.400000e+08  7.562131e-03
  1.500000e+08  6.905969e-03
  1.600000e+08  6.339302e-03
  1.700000e+08  5.845927e-03
  1.800000e+08  5.413238e-03
  1.900000e+08  5.031286e-03
  2.000000e+08  4.692129e-03


