#    [ 7837 :  3 :   5 ]    78 - 194
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            90  lin-lin  interpolation
  1.000000e+06  4.339125e-05
  1.500000e+06  1.247958e-04
  2.000000e+06  2.742195e-04
  2.500000e+06  5.187207e-04
  3.000000e+06  8.928430e-04
  3.500000e+06  1.442033e-03
  4.000000e+06  2.227422e-03
  4.500000e+06  3.332048e-03
  5.000000e+06  4.867092e-03
  5.250000e+06  5.838959e-03
  5.500000e+06  6.972846e-03
  5.750000e+06  8.288749e-03
  6.000000e+06  9.806582e-03
  6.500000e+06  1.353725e-02
  7.000000e+06  1.845370e-02
  7.500000e+06  2.523965e-02
  8.000000e+06  3.498214e-02
  8.500000e+06  4.782107e-02
  9.000000e+06  6.106927e-02
  9.500000e+06  7.455177e-02
  1.000000e+07  9.351346e-02
  1.050000e+07  1.224928e-01
  1.100000e+07  1.652881e-01
  1.150000e+07  2.264150e-01
  1.200000e+07  3.088333e-01
  1.250000e+07  4.060030e-01
  1.300000e+07  4.922424e-01
  1.350000e+07  5.316214e-01
  1.400000e+07  5.127549e-01
  1.450000e+07  4.586069e-01
  1.500000e+07  3.959469e-01
  1.550000e+07  3.367943e-01
  1.600000e+07  2.840100e-01
  1.650000e+07  2.388568e-01
  1.700000e+07  2.018464e-01
  1.750000e+07  1.722699e-01
  1.800000e+07  1.487866e-01
  1.850000e+07  1.300434e-01
  1.900000e+07  1.149226e-01
  1.950000e+07  1.025692e-01
  2.000000e+07  9.234695e-02
  2.100000e+07  7.622523e-02
  2.200000e+07  6.439524e-02
  2.300000e+07  5.540306e-02
  2.400000e+07  4.837101e-02
  2.500000e+07  4.274560e-02
  2.600000e+07  3.816396e-02
  2.700000e+07  3.437983e-02
  2.800000e+07  3.122071e-02
  2.900000e+07  2.856220e-02
  3.000000e+07  2.631205e-02
  3.200000e+07  2.277136e-02
  3.400000e+07  2.019710e-02
  3.600000e+07  1.832544e-02
  3.800000e+07  1.697173e-02
  4.000000e+07  1.600157e-02
  4.200000e+07  1.531506e-02
  4.400000e+07  1.483727e-02
  4.600000e+07  1.451186e-02
  4.800000e+07  1.429642e-02
  5.000000e+07  1.415912e-02
  5.200000e+07  1.407608e-02
  5.400000e+07  1.402943e-02
  5.600000e+07  1.400587e-02
  5.800000e+07  1.399547e-02
  6.000000e+07  1.399091e-02
  6.200000e+07  1.398679e-02
  6.400000e+07  1.397925e-02
  6.600000e+07  1.396549e-02
  6.800000e+07  1.394357e-02
  7.000000e+07  1.391221e-02
  7.200000e+07  1.387063e-02
  7.400000e+07  1.381840e-02
  7.600000e+07  1.375540e-02
  7.800000e+07  1.368172e-02
  8.000000e+07  1.359760e-02
  8.500000e+07  1.334440e-02
  9.000000e+07  1.303666e-02
  9.500000e+07  1.268420e-02
  1.000000e+08  1.229757e-02
  1.100000e+08  1.146417e-02
  1.200000e+08  1.061850e-02
  1.300000e+08  9.836336e-03
  1.400000e+08  9.186491e-03
  1.500000e+08  8.378818e-03
  1.600000e+08  7.678115e-03
  1.700000e+08  7.064760e-03
  1.800000e+08  6.523513e-03
  1.900000e+08  6.041395e-03
  2.000000e+08  5.610393e-03


