#    [ 3237 :  3 :   5 ]    32 -  74
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
# Energy        CrossSection
  1.000000e+06  5.367626e-06
  1.500000e+06  1.654031e-05
  2.000000e+06  3.763169e-05
  2.500000e+06  7.226408e-05
  3.000000e+06  1.245747e-04
  3.500000e+06  1.993954e-04
  4.000000e+06  3.024800e-04
  4.500000e+06  4.408031e-04
  5.000000e+06  6.229675e-04
  5.500000e+06  8.597581e-04
  6.000000e+06  1.164889e-03
  6.500000e+06  1.556013e-03
  7.000000e+06  2.056136e-03
  7.500000e+06  2.695711e-03
  8.000000e+06  3.515964e-03
  8.500000e+06  4.574644e-03
  9.000000e+06  5.957184e-03
  9.500000e+06  7.802002e-03
  1.000000e+07  1.037023e-02
  1.050000e+07  1.427350e-02
  1.100000e+07  2.094479e-02
  1.150000e+07  2.788408e-02
  1.200000e+07  3.032811e-02
  1.250000e+07  3.629328e-02
  1.300000e+07  4.599165e-02
  1.350000e+07  5.883820e-02
  1.400000e+07  7.393558e-02
  1.450000e+07  8.902396e-02
  1.500000e+07  1.006449e-01
  1.550000e+07  1.062901e-01
  1.600000e+07  1.064329e-01
  1.650000e+07  1.035950e-01
  1.700000e+07  1.000044e-01
  1.750000e+07  9.658385e-02
  1.800000e+07  9.327111e-02
  1.850000e+07  8.965521e-02
  1.900000e+07  8.542271e-02
  1.950000e+07  8.052536e-02
  2.000000e+07  7.514049e-02
  2.100000e+07  6.389041e-02
  2.200000e+07  5.361008e-02
  2.300000e+07  4.503037e-02
  2.400000e+07  3.814036e-02
  2.500000e+07  3.266372e-02
  2.600000e+07  2.829559e-02
  2.700000e+07  2.477885e-02
  2.800000e+07  2.191526e-02
  2.900000e+07  1.955679e-02
  3.000000e+07  1.759376e-02
  3.200000e+07  1.454802e-02
  3.400000e+07  1.233702e-02
  3.600000e+07  1.069972e-02
  3.800000e+07  9.472236e-03
  4.000000e+07  8.545599e-03
  4.200000e+07  7.843707e-03
  4.400000e+07  7.311360e-03
  4.600000e+07  6.907469e-03
  4.800000e+07  6.600957e-03
  5.000000e+07  6.368108e-03
  5.200000e+07  6.190748e-03
  5.400000e+07  6.054925e-03
  5.600000e+07  5.949922e-03
  5.800000e+07  5.867517e-03
  6.000000e+07  5.801401e-03
  6.200000e+07  5.746748e-03
  6.400000e+07  5.699870e-03
  6.600000e+07  5.657961e-03
  6.800000e+07  5.618895e-03
  7.000000e+07  5.581074e-03
  7.200000e+07  5.543311e-03
  7.400000e+07  5.504734e-03
  7.600000e+07  5.464720e-03
  7.800000e+07  5.422840e-03
  8.000000e+07  5.378815e-03
  8.500000e+07  5.258525e-03
  9.000000e+07  5.123674e-03
  9.500000e+07  4.975900e-03
  1.000000e+08  4.817911e-03
  1.100000e+08  4.484475e-03
  1.200000e+08  4.151112e-03
  1.300000e+08  3.845398e-03
  1.400000e+08  3.593264e-03
  1.500000e+08  3.280850e-03
  1.600000e+08  3.011220e-03
  1.700000e+08  2.776574e-03
  1.800000e+08  2.570860e-03
  1.900000e+08  2.389317e-03
  2.000000e+08  2.228146e-03


