#    [ 5125 :  3 :   5 ]    51 - 121
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
# Energy        CrossSection
  1.000000e+06  1.690530e-05
  1.500000e+06  4.854666e-05
  2.000000e+06  1.060997e-04
  2.500000e+06  1.989598e-04
  3.000000e+06  3.384033e-04
  3.500000e+06  5.383231e-04
  4.000000e+06  8.162344e-04
  4.500000e+06  1.194670e-03
  5.000000e+06  1.703075e-03
  5.500000e+06  2.380112e-03
  6.000000e+06  3.275544e-03
  6.500000e+06  4.448627e-03
  7.000000e+06  5.956126e-03
  7.500000e+06  7.826115e-03
  8.000000e+06  1.005112e-02
  8.500000e+06  1.267351e-02
  9.000000e+06  1.590448e-02
  9.500000e+06  2.010841e-02
  1.000000e+07  2.572831e-02
  1.050000e+07  3.329261e-02
  1.100000e+07  4.347587e-02
  1.150000e+07  5.715336e-02
  1.200000e+07  7.541893e-02
  1.250000e+07  9.952234e-02
  1.300000e+07  1.305578e-01
  1.350000e+07  1.684806e-01
  1.400000e+07  2.101680e-01
  1.450000e+07  2.477580e-01
  1.500000e+07  2.707282e-01
  1.550000e+07  2.728856e-01
  1.600000e+07  2.571880e-01
  1.650000e+07  2.322740e-01
  1.700000e+07  2.060751e-01
  1.750000e+07  1.828208e-01
  1.800000e+07  1.629581e-01
  1.850000e+07  1.446255e-01
  1.900000e+07  1.267654e-01
  1.950000e+07  1.103112e-01
  2.000000e+07  9.624544e-02
  2.100000e+07  7.501151e-02
  2.200000e+07  6.059067e-02
  2.300000e+07  5.035899e-02
  2.400000e+07  4.278060e-02
  2.500000e+07  3.696988e-02
  2.600000e+07  3.239158e-02
  2.700000e+07  2.870615e-02
  2.800000e+07  2.568902e-02
  2.900000e+07  2.318626e-02
  3.000000e+07  2.108893e-02
  3.200000e+07  1.781323e-02
  3.400000e+07  1.543241e-02
  3.600000e+07  1.368484e-02
  3.800000e+07  1.239797e-02
  4.000000e+07  1.145121e-02
  4.200000e+07  1.075711e-02
  4.400000e+07  1.025088e-02
  4.600000e+07  9.884007e-03
  4.800000e+07  9.619981e-03
  5.000000e+07  9.431277e-03
  5.200000e+07  9.297131e-03
  5.400000e+07  9.201888e-03
  5.600000e+07  9.133754e-03
  5.800000e+07  9.083852e-03
  6.000000e+07  9.045523e-03
  6.200000e+07  9.013783e-03
  6.400000e+07  8.984927e-03
  6.600000e+07  8.956220e-03
  6.800000e+07  8.925671e-03
  7.000000e+07  8.891858e-03
  7.200000e+07  8.853792e-03
  7.400000e+07  8.810821e-03
  7.600000e+07  8.762548e-03
  7.800000e+07  8.708778e-03
  8.000000e+07  8.649463e-03
  8.500000e+07  8.477611e-03
  9.000000e+07  8.274978e-03
  9.500000e+07  8.046604e-03
  1.000000e+08  7.798408e-03
  1.100000e+08  7.267608e-03
  1.200000e+08  6.732268e-03
  1.300000e+08  6.239356e-03
  1.400000e+08  5.832087e-03
  1.500000e+08  5.326075e-03
  1.600000e+08  4.889064e-03
  1.700000e+08  4.508567e-03
  1.800000e+08  4.174867e-03
  1.900000e+08  3.880294e-03
  2.000000e+08  3.618723e-03


