#    [ 5449 :  3 :   5 ]    54 - 132
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
# Energy        CrossSection
  1.000000e+06  1.727206e-05
  1.500000e+06  4.974482e-05
  2.000000e+06  1.089574e-04
  2.500000e+06  2.046999e-04
  3.000000e+06  3.487706e-04
  3.500000e+06  5.557709e-04
  4.000000e+06  8.441942e-04
  4.500000e+06  1.237922e-03
  5.000000e+06  1.768197e-03
  5.500000e+06  2.475806e-03
  6.000000e+06  3.412070e-03
  6.500000e+06  4.634472e-03
  7.000000e+06  6.190379e-03
  7.500000e+06  8.096142e-03
  8.000000e+06  1.036514e-02
  8.500000e+06  1.311616e-02
  9.000000e+06  1.663231e-02
  9.500000e+06  2.130698e-02
  1.000000e+07  2.761604e-02
  1.050000e+07  3.616564e-02
  1.100000e+07  4.776524e-02
  1.150000e+07  6.349767e-02
  1.200000e+07  8.478534e-02
  1.250000e+07  1.133945e-01
  1.300000e+07  1.510192e-01
  1.350000e+07  1.976840e-01
  1.400000e+07  2.485992e-01
  1.450000e+07  2.917567e-01
  1.500000e+07  3.123958e-01
  1.550000e+07  3.046688e-01
  1.600000e+07  2.762135e-01
  1.650000e+07  2.395979e-01
  1.700000e+07  2.037625e-01
  1.750000e+07  1.725886e-01
  1.800000e+07  1.468498e-01
  1.850000e+07  1.260230e-01
  1.900000e+07  1.092381e-01
  1.950000e+07  9.565487e-02
  2.000000e+07  8.457421e-02
  2.100000e+07  6.764258e-02
  2.200000e+07  5.566323e-02
  2.300000e+07  4.686654e-02
  2.400000e+07  4.019632e-02
  2.500000e+07  3.500071e-02
  2.600000e+07  3.086302e-02
  2.700000e+07  2.750789e-02
  2.800000e+07  2.474767e-02
  2.900000e+07  2.245080e-02
  3.000000e+07  2.052256e-02
  3.200000e+07  1.750900e-02
  3.400000e+07  1.532254e-02
  3.600000e+07  1.372467e-02
  3.800000e+07  1.255604e-02
  4.000000e+07  1.170428e-02
  4.200000e+07  1.108748e-02
  4.400000e+07  1.064474e-02
  4.600000e+07  1.033041e-02
  4.800000e+07  1.011011e-02
  5.000000e+07  9.957965e-03
  5.200000e+07  9.854456e-03
  5.400000e+07  9.784911e-03
  5.600000e+07  9.738309e-03
  5.800000e+07  9.706387e-03
  6.000000e+07  9.682979e-03
  6.200000e+07  9.663501e-03
  6.400000e+07  9.644576e-03
  6.600000e+07  9.623743e-03
  6.800000e+07  9.599239e-03
  7.000000e+07  9.569836e-03
  7.200000e+07  9.534712e-03
  7.400000e+07  9.493360e-03
  7.600000e+07  9.445511e-03
  7.800000e+07  9.391082e-03
  8.000000e+07  9.330128e-03
  8.500000e+07  9.150465e-03
  9.000000e+07  8.935673e-03
  9.500000e+07  8.691813e-03
  1.000000e+08  8.425674e-03
  1.100000e+08  7.854594e-03
  1.200000e+08  7.277366e-03
  1.300000e+08  6.745353e-03
  1.400000e+08  6.305580e-03
  1.500000e+08  5.758786e-03
  1.600000e+08  5.286473e-03
  1.700000e+08  4.875189e-03
  1.800000e+08  4.514453e-03
  1.900000e+08  4.195993e-03
  2.000000e+08  3.913196e-03


