#    [ 6440 :  3 :   5 ]    64 - 157
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
  1.000000e+06  2.062277e-05
  1.500000e+06  5.841516e-05
  2.000000e+06  1.270155e-04
  2.500000e+06  2.384103e-04
  3.000000e+06  4.079015e-04
  3.500000e+06  6.556218e-04
  4.000000e+06  1.008732e-03
  4.500000e+06  1.504598e-03
  5.000000e+06  2.195151e-03
  5.500000e+06  3.151963e-03
  6.000000e+06  4.469730e-03
  6.500000e+06  6.265073e-03
  7.000000e+06  8.684502e-03
  7.500000e+06  1.199044e-02
  8.000000e+06  1.676061e-02
  8.500000e+06  2.370946e-02
  9.000000e+06  3.213650e-02
  9.500000e+06  4.203844e-02
  1.000000e+07  5.797575e-02
  1.050000e+07  8.523816e-02
  1.100000e+07  1.302027e-01
  1.150000e+07  1.967372e-01
  1.200000e+07  2.656982e-01
  1.250000e+07  2.875626e-01
  1.300000e+07  2.590907e-01
  1.350000e+07  2.284764e-01
  1.400000e+07  2.225195e-01
  1.450000e+07  2.437079e-01
  1.500000e+07  2.753130e-01
  1.550000e+07  2.807620e-01
  1.600000e+07  2.451790e-01
  1.650000e+07  1.945078e-01
  1.700000e+07  1.507492e-01
  1.750000e+07  1.184202e-01
  1.800000e+07  9.535131e-02
  1.850000e+07  7.874463e-02
  1.900000e+07  6.651732e-02
  1.950000e+07  5.728463e-02
  2.000000e+07  5.014418e-02
  2.100000e+07  3.970984e-02
  2.200000e+07  3.269312e-02
  2.300000e+07  2.771579e-02
  2.400000e+07  2.404157e-02
  2.500000e+07  2.124716e-02
  2.600000e+07  1.907393e-02
  2.700000e+07  1.735559e-02
  2.800000e+07  1.598051e-02
  2.900000e+07  1.487086e-02
  3.000000e+07  1.397060e-02
  3.200000e+07  1.264200e-02
  3.400000e+07  1.176536e-02
  3.600000e+07  1.119817e-02
  3.800000e+07  1.084631e-02
  4.000000e+07  1.064492e-02
  4.200000e+07  1.054808e-02
  4.400000e+07  1.052277e-02
  4.600000e+07  1.054500e-02
  4.800000e+07  1.059730e-02
  5.000000e+07  1.066691e-02
  5.200000e+07  1.074455e-02
  5.400000e+07  1.082351e-02
  5.600000e+07  1.089899e-02
  5.800000e+07  1.096758e-02
  6.000000e+07  1.102695e-02
  6.200000e+07  1.107553e-02
  6.400000e+07  1.111237e-02
  6.600000e+07  1.113692e-02
  6.800000e+07  1.114898e-02
  7.000000e+07  1.114860e-02
  7.200000e+07  1.113599e-02
  7.400000e+07  1.111152e-02
  7.600000e+07  1.107564e-02
  7.800000e+07  1.102887e-02
  8.000000e+07  1.097179e-02
  8.500000e+07  1.078802e-02
  9.000000e+07  1.055363e-02
  9.500000e+07  1.027876e-02
  1.000000e+08  9.973378e-03
  1.100000e+08  9.308870e-03
  1.200000e+08  8.631135e-03
  1.300000e+08  8.003933e-03
  1.400000e+08  7.484513e-03
  1.500000e+08  6.836874e-03
  1.600000e+08  6.277070e-03
  1.700000e+08  5.789355e-03
  1.800000e+08  5.361426e-03
  1.900000e+08  4.983539e-03
  2.000000e+08  4.647899e-03


