#    [ 1731 :  3 :   5 ]    17 -  37
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
  1.000000e+06  4.090103e-06
  1.500000e+06  1.037615e-05
  2.000000e+06  2.065873e-05
  2.500000e+06  3.596873e-05
  3.000000e+06  5.750364e-05
  3.500000e+06  8.667592e-05
  4.000000e+06  1.251772e-04
  4.500000e+06  1.750673e-04
  5.000000e+06  2.389022e-04
  5.500000e+06  3.199142e-04
  6.000000e+06  4.222580e-04
  6.500000e+06  5.513422e-04
  7.000000e+06  7.142878e-04
  7.500000e+06  9.205838e-04
  8.000000e+06  1.183047e-03
  8.500000e+06  1.519215e-03
  9.000000e+06  1.953232e-03
  9.500000e+06  2.517866e-03
  1.000000e+07  3.254771e-03
  1.050000e+07  4.206600e-03
  1.100000e+07  5.386202e-03
  1.150000e+07  6.710452e-03
  1.200000e+07  7.957364e-03
  1.250000e+07  8.913808e-03
  1.300000e+07  9.642004e-03
  1.350000e+07  1.044804e-02
  1.400000e+07  1.163488e-02
  1.450000e+07  1.341525e-02
  1.500000e+07  1.596396e-02
  1.550000e+07  1.946732e-02
  1.600000e+07  2.410913e-02
  1.650000e+07  2.994248e-02
  1.700000e+07  3.659150e-02
  1.750000e+07  4.294291e-02
  1.800000e+07  4.749073e-02
  1.850000e+07  4.956454e-02
  1.900000e+07  4.985293e-02
  1.950000e+07  4.941939e-02
  2.000000e+07  4.881345e-02
  2.100000e+07  4.690154e-02
  2.200000e+07  4.318356e-02
  2.300000e+07  3.791064e-02
  2.400000e+07  3.227849e-02
  2.500000e+07  2.716396e-02
  2.600000e+07  2.287932e-02
  2.700000e+07  1.941155e-02
  2.800000e+07  1.663358e-02
  2.900000e+07  1.440437e-02
  3.000000e+07  1.260261e-02
  3.200000e+07  9.922162e-03
  3.400000e+07  8.072817e-03
  3.600000e+07  6.757175e-03
  3.800000e+07  5.799921e-03
  4.000000e+07  5.092507e-03
  4.200000e+07  4.564204e-03
  4.400000e+07  4.166824e-03
  4.600000e+07  3.866352e-03
  4.800000e+07  3.638158e-03
  5.000000e+07  3.464090e-03
  5.200000e+07  3.330610e-03
  5.400000e+07  3.227545e-03
  5.600000e+07  3.147208e-03
  5.800000e+07  3.083770e-03
  6.000000e+07  3.032799e-03
  6.200000e+07  2.990920e-03
  6.400000e+07  2.955564e-03
  6.600000e+07  2.924769e-03
  6.800000e+07  2.897047e-03
  7.000000e+07  2.871266e-03
  7.200000e+07  2.846574e-03
  7.400000e+07  2.822333e-03
  7.600000e+07  2.798071e-03
  7.800000e+07  2.773446e-03
  8.000000e+07  2.748217e-03
  8.500000e+07  2.681586e-03
  9.000000e+07  2.609234e-03
  9.500000e+07  2.531441e-03
  1.000000e+08  2.449229e-03
  1.100000e+08  2.277407e-03
  1.200000e+08  2.106764e-03
  1.300000e+08  1.950756e-03
  1.400000e+08  1.822247e-03
  1.500000e+08  1.663489e-03
  1.600000e+08  1.526543e-03
  1.700000e+08  1.407413e-03
  1.800000e+08  1.303004e-03
  1.900000e+08  1.210886e-03
  2.000000e+08  1.129121e-03


