#    [ 7643 :  3 :   5 ]    76 - 190
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
# Energy        CrossSection
  1.000000e+06  7.936281e-05
  1.500000e+06  2.445460e-04
  2.000000e+06  5.434640e-04
  2.500000e+06  1.090260e-03
  3.000000e+06  1.958230e-03
  3.500000e+06  3.087790e-03
  4.000000e+06  4.468450e-03
  4.500000e+06  6.161150e-03
  5.000000e+06  8.257820e-03
  5.500000e+06  1.085860e-02
  6.000000e+06  1.403540e-02
  6.500000e+06  1.778000e-02
  7.000000e+06  2.204120e-02
  7.500000e+06  2.694800e-02
  8.000000e+06  3.302390e-02
  8.500000e+06  4.087320e-02
  9.000000e+06  5.143520e-02
  9.500000e+06  6.596090e-02
  1.000000e+07  8.637790e-02
  1.050000e+07  1.158550e-01
  1.100000e+07  1.596230e-01
  1.150000e+07  2.252580e-01
  1.200000e+07  3.169280e-01
  1.250000e+07  4.119810e-01
  1.300000e+07  4.629190e-01
  1.350000e+07  4.766831e-01
  1.400000e+07  4.805540e-01
  1.450000e+07  4.669450e-01
  1.500000e+07  4.264780e-01
  1.550000e+07  3.678460e-01
  1.600000e+07  3.064150e-01
  1.650000e+07  2.519430e-01
  1.700000e+07  2.074260e-01
  1.750000e+07  1.722940e-01
  1.800000e+07  1.448520e-01
  1.850000e+07  1.233730e-01
  1.900000e+07  1.064260e-01
  1.950000e+07  9.291350e-02
  2.000000e+07  8.201731e-02
  2.100000e+07  6.551220e-02
  2.200000e+07  5.404870e-02
  2.300000e+07  4.580460e-02
  2.400000e+07  3.970230e-02
  2.500000e+07  3.507700e-02
  2.600000e+07  3.150190e-02
  2.700000e+07  2.869350e-02
  2.800000e+07  2.645750e-02
  2.900000e+07  2.465700e-02
  3.000000e+07  2.319340e-02
  3.200000e+07  2.100500e-02
  3.400000e+07  1.950030e-02
  3.600000e+07  1.844670e-02
  3.800000e+07  1.769900e-02
  4.000000e+07  1.716290e-02
  4.200000e+07  1.677500e-02
  4.400000e+07  1.649170e-02
  4.600000e+07  1.628210e-02
  4.800000e+07  1.612420e-02
  5.000000e+07  1.600180e-02
  5.200000e+07  1.590330e-02
  5.400000e+07  1.581970e-02
  5.600000e+07  1.574470e-02
  5.800000e+07  1.567340e-02
  6.000000e+07  1.560220e-02
  6.200000e+07  1.552840e-02
  6.400000e+07  1.545020e-02
  6.600000e+07  1.536610e-02
  6.800000e+07  1.527520e-02
  7.000000e+07  1.517690e-02
  7.200000e+07  1.507080e-02
  7.400000e+07  1.495690e-02
  7.600000e+07  1.483510e-02
  7.800000e+07  1.470560e-02
  8.000000e+07  1.456850e-02
  8.500000e+07  1.419570e-02
  9.000000e+07  1.378510e-02
  9.500000e+07  1.334460e-02
  1.000000e+08  1.288280e-02
  1.100000e+08  1.193080e-02
  1.200000e+08  1.099880e-02
  1.300000e+08  1.015320e-02
  1.400000e+08  9.455890e-03
  1.500000e+08  8.618360e-03
  1.600000e+08  7.897080e-03
  1.700000e+08  7.270720e-03
  1.800000e+08  6.722711e-03
  1.900000e+08  6.240020e-03
  2.000000e+08  5.812271e-03


