#    [ 5231 :  3 :   5 ]    52 - 122
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
  1.000000e+06  1.569514e-05
  1.500000e+06  4.494004e-05
  2.000000e+06  9.802316e-05
  2.500000e+06  1.835468e-04
  3.000000e+06  3.118306e-04
  3.500000e+06  4.955820e-04
  4.000000e+06  7.508137e-04
  4.500000e+06  1.098116e-03
  5.000000e+06  1.564379e-03
  5.500000e+06  2.184887e-03
  6.000000e+06  3.004948e-03
  6.500000e+06  4.078227e-03
  7.000000e+06  5.455424e-03
  7.500000e+06  7.160576e-03
  8.000000e+06  9.187453e-03
  8.500000e+06  1.158031e-02
  9.000000e+06  1.453767e-02
  9.500000e+06  1.839307e-02
  1.000000e+07  2.355129e-02
  1.050000e+07  3.050065e-02
  1.100000e+07  3.987354e-02
  1.150000e+07  5.250725e-02
  1.200000e+07  6.949022e-02
  1.250000e+07  9.217594e-02
  1.300000e+07  1.220216e-01
  1.350000e+07  1.597902e-01
  1.400000e+07  2.035619e-01
  1.450000e+07  2.461711e-01
  1.500000e+07  2.756245e-01
  1.550000e+07  2.822326e-01
  1.600000e+07  2.666006e-01
  1.650000e+07  2.378478e-01
  1.700000e+07  2.055669e-01
  1.750000e+07  1.754549e-01
  1.800000e+07  1.496462e-01
  1.850000e+07  1.283451e-01
  1.900000e+07  1.110070e-01
  1.950000e+07  9.691657e-02
  2.000000e+07  8.541098e-02
  2.100000e+07  6.788296e-02
  2.200000e+07  5.554454e-02
  2.300000e+07  4.653745e-02
  2.400000e+07  3.974645e-02
  2.500000e+07  3.448376e-02
  2.600000e+07  3.031110e-02
  2.700000e+07  2.694011e-02
  2.800000e+07  2.417518e-02
  2.900000e+07  2.187983e-02
  3.000000e+07  1.995628e-02
  3.200000e+07  1.695483e-02
  3.400000e+07  1.477867e-02
  3.600000e+07  1.318704e-02
  3.800000e+07  1.202047e-02
  4.000000e+07  1.116735e-02
  4.200000e+07  1.054664e-02
  4.400000e+07  1.009829e-02
  4.600000e+07  9.777343e-03
  4.800000e+07  9.549973e-03
  5.000000e+07  9.390691e-03
  5.200000e+07  9.280290e-03
  5.400000e+07  9.204308e-03
  5.600000e+07  9.151868e-03
  5.800000e+07  9.114808e-03
  6.000000e+07  9.087018e-03
  6.200000e+07  9.063950e-03
  6.400000e+07  9.042238e-03
  6.600000e+07  9.019418e-03
  6.800000e+07  8.993715e-03
  7.000000e+07  8.963876e-03
  7.200000e+07  8.929055e-03
  7.400000e+07  8.888711e-03
  7.600000e+07  8.842541e-03
  7.800000e+07  8.790425e-03
  8.000000e+07  8.732380e-03
  8.500000e+07  8.562345e-03
  9.000000e+07  8.360062e-03
  9.500000e+07  8.131000e-03
  1.000000e+08  7.881382e-03
  1.100000e+08  7.346386e-03
  1.200000e+08  6.806049e-03
  1.300000e+08  6.308215e-03
  1.400000e+08  5.896758e-03
  1.500000e+08  5.385312e-03
  1.600000e+08  4.943559e-03
  1.700000e+08  4.558902e-03
  1.800000e+08  4.221534e-03
  1.900000e+08  3.923709e-03
  2.000000e+08  3.659242e-03


