#    [  631 :  3 :   5 ]     6 -  14
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            76  lin-lin  interpolation
  1.000000e+06  0.000000e+00
  7.500000e+06  0.000000e+00
  8.000000e+06  6.844401e-07
  8.500000e+06  3.760440e-04
  9.000000e+06  4.516960e-04
  9.500000e+06  5.435901e-04
  1.000000e+07  6.565180e-04
  1.050000e+07  7.973171e-04
  1.100000e+07  9.760361e-04
  1.150000e+07  1.207940e-03
  1.200000e+07  1.516820e-03
  1.250000e+07  1.940780e-03
  1.300000e+07  2.541350e-03
  1.350000e+07  3.414870e-03
  1.400000e+07  4.690190e-03
  1.450000e+07  6.438770e-03
  1.500000e+07  8.336500e-03
  1.550000e+07  9.345311e-03
  1.600000e+07  8.767480e-03
  1.650000e+07  7.368721e-03
  1.700000e+07  6.088600e-03
  1.750000e+07  5.215310e-03
  1.800000e+07  4.707970e-03
  1.850000e+07  4.472470e-03
  1.900000e+07  4.436320e-03
  1.950000e+07  4.553910e-03
  2.000000e+07  4.798740e-03
  2.100000e+07  5.596520e-03
  2.200000e+07  6.795160e-03
  2.300000e+07  8.311410e-03
  2.400000e+07  9.913560e-03
  2.500000e+07  1.116230e-02
  2.600000e+07  1.159170e-02
  2.700000e+07  1.107680e-02
  2.800000e+07  9.922631e-03
  2.900000e+07  8.557721e-03
  3.000000e+07  7.269500e-03
  3.200000e+07  5.284620e-03
  3.400000e+07  4.015611e-03
  3.600000e+07  3.211120e-03
  3.800000e+07  2.685820e-03
  4.000000e+07  2.330270e-03
  4.200000e+07  2.081360e-03
  4.400000e+07  1.901820e-03
  4.600000e+07  1.768860e-03
  4.800000e+07  1.668020e-03
  5.000000e+07  1.589850e-03
  5.200000e+07  1.527970e-03
  5.400000e+07  1.477980e-03
  5.600000e+07  1.436750e-03
  5.800000e+07  1.402050e-03
  6.000000e+07  1.372230e-03
  6.200000e+07  1.346080e-03
  6.400000e+07  1.322680e-03
  6.600000e+07  1.301340e-03
  6.800000e+07  1.281530e-03
  7.000000e+07  1.262860e-03
  7.200000e+07  1.245020e-03
  7.400000e+07  1.227760e-03
  7.600000e+07  1.210920e-03
  7.800000e+07  1.194340e-03
  8.000000e+07  1.177930e-03
  8.500000e+07  1.137200e-03
  9.000000e+07  1.096410e-03
  9.500000e+07  1.055410e-03
  1.000000e+08  1.014300e-03
  1.100000e+08  9.331130e-04
  1.200000e+08  8.562341e-04
  1.300000e+08  7.876510e-04
  1.400000e+08  7.314311e-04
  1.500000e+08  6.655080e-04
  1.600000e+08  6.089340e-04
  1.700000e+08  5.599450e-04
  1.800000e+08  5.171880e-04
  1.900000e+08  4.796040e-04
  2.000000e+08  4.463560e-04


