#    [ 7649 :  3 :   5 ]    76 - 192
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
  1.000000e+06  8.481780e-05
  1.500000e+06  2.666630e-04
  2.000000e+06  5.816520e-04
  2.500000e+06  1.083660e-03
  3.000000e+06  1.918000e-03
  3.500000e+06  3.135640e-03
  4.000000e+06  4.682490e-03
  4.500000e+06  6.562500e-03
  5.000000e+06  8.858590e-03
  5.500000e+06  1.167760e-02
  6.000000e+06  1.509410e-02
  6.500000e+06  1.909200e-02
  7.000000e+06  2.361290e-02
  7.500000e+06  2.879800e-02
  8.000000e+06  3.517290e-02
  8.500000e+06  4.341820e-02
  9.000000e+06  5.443040e-02
  9.500000e+06  6.947550e-02
  1.000000e+07  9.048540e-02
  1.050000e+07  1.206630e-01
  1.100000e+07  1.654190e-01
  1.150000e+07  2.329980e-01
  1.200000e+07  3.286560e-01
  1.250000e+07  4.263650e-01
  1.300000e+07  4.702790e-01
  1.350000e+07  4.743110e-01
  1.400000e+07  4.725740e-01
  1.450000e+07  4.586550e-01
  1.500000e+07  4.228910e-01
  1.550000e+07  3.706990e-01
  1.600000e+07  3.142620e-01
  1.650000e+07  2.624620e-01
  1.700000e+07  2.188220e-01
  1.750000e+07  1.835210e-01
  1.800000e+07  1.554080e-01
  1.850000e+07  1.330690e-01
  1.900000e+07  1.152340e-01
  1.950000e+07  1.008820e-01
  2.000000e+07  8.922160e-02
  2.100000e+07  7.143320e-02
  2.200000e+07  5.897670e-02
  2.300000e+07  4.996450e-02
  2.400000e+07  4.326190e-02
  2.500000e+07  3.816080e-02
  2.600000e+07  3.420320e-02
  2.700000e+07  3.108300e-02
  2.800000e+07  2.858970e-02
  2.900000e+07  2.657440e-02
  3.000000e+07  2.492960e-02
  3.200000e+07  2.245430e-02
  3.400000e+07  2.073480e-02
  3.600000e+07  1.951590e-02
  3.800000e+07  1.863810e-02
  4.000000e+07  1.799780e-02
  4.200000e+07  1.752490e-02
  4.400000e+07  1.717120e-02
  4.600000e+07  1.690270e-02
  4.800000e+07  1.669480e-02
  5.000000e+07  1.652970e-02
  5.200000e+07  1.639420e-02
  5.400000e+07  1.627860e-02
  5.600000e+07  1.617540e-02
  5.800000e+07  1.607910e-02
  6.000000e+07  1.598580e-02
  6.200000e+07  1.589220e-02
  6.400000e+07  1.579610e-02
  6.600000e+07  1.569590e-02
  6.800000e+07  1.559030e-02
  7.000000e+07  1.547860e-02
  7.200000e+07  1.536020e-02
  7.400000e+07  1.523490e-02
  7.600000e+07  1.510260e-02
  7.800000e+07  1.496330e-02
  8.000000e+07  1.481710e-02
  8.500000e+07  1.442390e-02
  9.000000e+07  1.399580e-02
  9.500000e+07  1.353990e-02
  1.000000e+08  1.306450e-02
  1.100000e+08  1.208940e-02
  1.200000e+08  1.113850e-02
  1.300000e+08  1.027740e-02
  1.400000e+08  9.567730e-03
  1.500000e+08  8.718320e-03
  1.600000e+08  7.987101e-03
  1.700000e+08  7.352320e-03
  1.800000e+08  6.797110e-03
  1.900000e+08  6.308190e-03
  2.000000e+08  5.875020e-03


