#    [ 4249 :  3 :   5 ]    42 - 100
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
# Energy        CrossSection
  1.000000e+06  1.613725e-05
  1.500000e+06  4.579138e-05
  2.000000e+06  9.928796e-05
  2.500000e+06  1.851391e-04
  3.000000e+06  3.135671e-04
  3.500000e+06  4.971626e-04
  4.000000e+06  7.517873e-04
  4.500000e+06  1.097837e-03
  5.000000e+06  1.562018e-03
  5.500000e+06  2.179771e-03
  6.000000e+06  2.998212e-03
  6.500000e+06  4.078513e-03
  7.000000e+06  5.493730e-03
  7.500000e+06  7.312561e-03
  8.000000e+06  9.561380e-03
  8.500000e+06  1.220433e-02
  9.000000e+06  1.524893e-02
  9.500000e+06  1.892344e-02
  1.000000e+07  2.366670e-02
  1.050000e+07  2.999199e-02
  1.100000e+07  3.844035e-02
  1.150000e+07  4.958164e-02
  1.200000e+07  6.393137e-02
  1.250000e+07  8.168175e-02
  1.300000e+07  1.022050e-01
  1.350000e+07  1.235324e-01
  1.400000e+07  1.424711e-01
  1.450000e+07  1.559948e-01
  1.500000e+07  1.631191e-01
  1.550000e+07  1.652109e-01
  1.600000e+07  1.643322e-01
  1.650000e+07  1.615222e-01
  1.700000e+07  1.565142e-01
  1.750000e+07  1.487069e-01
  1.800000e+07  1.382131e-01
  1.850000e+07  1.260180e-01
  1.900000e+07  1.133968e-01
  1.950000e+07  1.013529e-01
  2.000000e+07  9.043985e-02
  2.100000e+07  7.238560e-02
  2.200000e+07  5.898722e-02
  2.300000e+07  4.903774e-02
  2.400000e+07  4.151451e-02
  2.500000e+07  3.569810e-02
  2.600000e+07  3.110431e-02
  2.700000e+07  2.740750e-02
  2.800000e+07  2.438528e-02
  2.900000e+07  2.188254e-02
  3.000000e+07  1.978850e-02
  3.200000e+07  1.652300e-02
  3.400000e+07  1.415034e-02
  3.600000e+07  1.240490e-02
  3.800000e+07  1.111323e-02
  4.000000e+07  1.015550e-02
  4.200000e+07  9.445725e-03
  4.400000e+07  8.920716e-03
  4.600000e+07  8.533389e-03
  4.800000e+07  8.248408e-03
  5.000000e+07  8.039142e-03
  5.200000e+07  7.885485e-03
  5.400000e+07  7.772238e-03
  5.600000e+07  7.687912e-03
  5.800000e+07  7.623824e-03
  6.000000e+07  7.573419e-03
  6.200000e+07  7.531759e-03
  6.400000e+07  7.495137e-03
  6.600000e+07  7.460786e-03
  6.800000e+07  7.426658e-03
  7.000000e+07  7.391257e-03
  7.200000e+07  7.353511e-03
  7.400000e+07  7.312677e-03
  7.600000e+07  7.268260e-03
  7.800000e+07  7.219964e-03
  8.000000e+07  7.167643e-03
  8.500000e+07  7.019247e-03
  9.000000e+07  6.847355e-03
  9.500000e+07  6.655493e-03
  1.000000e+08  6.448144e-03
  1.100000e+08  6.006699e-03
  1.200000e+08  5.562806e-03
  1.300000e+08  5.154652e-03
  1.400000e+08  4.817618e-03
  1.500000e+08  4.399304e-03
  1.600000e+08  4.038116e-03
  1.700000e+08  3.723690e-03
  1.800000e+08  3.447970e-03
  1.900000e+08  3.204603e-03
  2.000000e+08  2.988518e-03


