#    [ 1837 :  3 :   5 ]    18 -  40
# Cross section
#           QM 0.0000000e+00  mass difference Q-value
#           QI 0.0000000e+00  reaction Q-value
#           NR             1  number of interpolation range
#           NP            88  lin-lin  interpolation
# Energy        CrossSection
  1.000000e+06  3.878018e-06
  1.500000e+06  9.873608e-06
  2.000000e+06  1.972654e-05
  2.500000e+06  3.446653e-05
  3.000000e+06  5.530515e-05
  3.500000e+06  8.369154e-05
  4.000000e+06  1.213870e-04
  4.500000e+06  1.705690e-04
  5.000000e+06  2.339805e-04
  5.500000e+06  3.151420e-04
  6.000000e+06  4.186431e-04
  6.500000e+06  5.505393e-04
  7.000000e+06  7.189040e-04
  7.500000e+06  9.346185e-04
  8.000000e+06  1.212515e-03
  8.500000e+06  1.572981e-03
  9.000000e+06  2.043936e-03
  9.500000e+06  2.662295e-03
  1.000000e+07  3.471389e-03
  1.050000e+07  4.504789e-03
  1.100000e+07  5.742161e-03
  1.150000e+07  7.054522e-03
  1.200000e+07  8.257712e-03
  1.250000e+07  9.337140e-03
  1.300000e+07  1.054104e-02
  1.350000e+07  1.219531e-02
  1.400000e+07  1.455538e-02
  1.450000e+07  1.778759e-02
  1.500000e+07  2.193252e-02
  1.550000e+07  2.676370e-02
  1.600000e+07  3.160181e-02
  1.650000e+07  3.537019e-02
  1.700000e+07  3.717797e-02
  1.750000e+07  3.700462e-02
  1.800000e+07  3.563064e-02
  1.850000e+07  3.396962e-02
  1.900000e+07  3.261504e-02
  1.950000e+07  3.179745e-02
  2.000000e+07  3.149694e-02
  2.100000e+07  3.163807e-02
  2.200000e+07  3.127318e-02
  2.300000e+07  2.926841e-02
  2.400000e+07  2.594715e-02
  2.500000e+07  2.225597e-02
  2.600000e+07  1.886218e-02
  2.700000e+07  1.600882e-02
  2.800000e+07  1.369921e-02
  2.900000e+07  1.185208e-02
  3.000000e+07  1.037399e-02
  3.200000e+07  8.217259e-03
  3.400000e+07  6.770938e-03
  3.600000e+07  5.769115e-03
  3.800000e+07  5.057319e-03
  4.000000e+07  4.542263e-03
  4.200000e+07  4.164912e-03
  4.400000e+07  3.886208e-03
  4.600000e+07  3.679293e-03
  4.800000e+07  3.525127e-03
  5.000000e+07  3.409898e-03
  5.200000e+07  3.323418e-03
  5.400000e+07  3.258088e-03
  5.600000e+07  3.208198e-03
  5.800000e+07  3.169438e-03
  6.000000e+07  3.138545e-03
  6.200000e+07  3.113049e-03
  6.400000e+07  3.091079e-03
  6.600000e+07  3.071226e-03
  6.800000e+07  3.052432e-03
  7.000000e+07  3.033908e-03
  7.200000e+07  3.015075e-03
  7.400000e+07  2.995516e-03
  7.600000e+07  2.974938e-03
  7.800000e+07  2.953146e-03
  8.000000e+07  2.930018e-03
  8.500000e+07  2.866065e-03
  9.000000e+07  2.793602e-03
  9.500000e+07  2.713717e-03
  1.000000e+08  2.628013e-03
  1.100000e+08  2.446640e-03
  1.200000e+08  2.264990e-03
  1.300000e+08  2.098270e-03
  1.400000e+08  1.960698e-03
  1.500000e+08  1.790249e-03
  1.600000e+08  1.643120e-03
  1.700000e+08  1.515069e-03
  1.800000e+08  1.402801e-03
  1.900000e+08  1.303721e-03
  2.000000e+08  1.215757e-03


