

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 EMPEND Processing file : co59-g.out                                 1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -4.155614-9 -4.15561E-9    9.625533073141D-07 2725  4  50    36    6
 -8.83861-10 -8.8386E-10    1.131399620538D-06 2725  4  50    38    6
 -6.513631-9 -6.51363E-9    1.535242017074D-07 2725  4  50    54    6
 -8.963435-9 -8.96344E-9   -5.578218619975D-07 2725  4  50    80    6
 -4.355027-9 -4.35503E-9   -6.888591046919D-07 2725  4  50    82    6
 -4.930312-9 -4.93031E-9    4.056538409355D-07 2725  4  50    98    6
 -6.460122-9 -6.46012E-9    3.095916764127D-07 2725  4  50   112    6
 -7.750733-9 -7.75073E-9    3.870601657033D-07 2725  4  50   118    6
 -6.41353-10 -6.4135E-10    4.677611237533D-06 2725  4  50   120    6
 -1.559553-9 -1.55955E-9    1.923628116468D-06 2725  4  50   134    6
 -5.743652-9 -5.74365E-9    3.482105113280D-07 2725  4  50   148    6
 -4.155614-9 -4.15561E-9    9.625533073141D-07 2725  4  51    34    6
 -8.83861-10 -8.8386E-10    1.131399620538D-06 2725  4  51    36    6
 -6.513631-9 -6.51363E-9    1.535242017074D-07 2725  4  51    52    6
 -8.963435-9 -8.96344E-9   -5.578218619975D-07 2725  4  51    78    6
 -4.355027-9 -4.35503E-9   -6.888591046919D-07 2725  4  51    80    6
 -4.930312-9 -4.93031E-9    4.056538409355D-07 2725  4  51    96    6
 -6.460122-9 -6.46012E-9    3.095916764127D-07 2725  4  51   110    6
 -7.750733-9 -7.75073E-9    3.870601657033D-07 2725  4  51   116    6
 -6.41353-10 -6.4135E-10    4.677611237533D-06 2725  4  51   118    6
 -1.559553-9 -1.55955E-9    1.923628116468D-06 2725  4  51   132    6
 -5.743652-9 -5.74365E-9    3.482105113280D-07 2725  4  51   146    6
 -2.683221-9 -2.68322E-9    3.726864091670D-07 2725  4  52     8    6
 -1.513279-9 -1.51328E-9   -6.608166769723D-07 2725  4  52    26    6
 -9.710649-9 -9.71065E-9   -1.029797287822D-07 2725  4  52    36    6
 -9.219274-9 -9.21927E-9    4.338736433716D-07 2725  4  52    42    6
 -7.645099-9 -7.64510E-9   -1.308027535443D-07 2725  4  52    60    6
 -4.810825-9 -4.81083E-9   -1.039322777266D-06 2725  4  52    62    6
 -5.085407-9 -5.08541E-9   -5.899232844351D-07 2725  4  52    76    6
 -8.167128-9 -8.16713E-9   -2.448841258074D-07 2725  4  52    78    6
 -7.817473-9 -7.81747E-9    3.837557225080D-07 2725  4  52    90    6
 -1.473474-8 -1.47347E-8    2.714672942958D-06 2725  4  52    94    6
 -7.935459-9 -7.93546E-9   -1.260166551574D-07 2725  4  52   102    6
 -9.75041-10 -9.7504E-10    1.025597897837D-06 2725  4  52   110    6
 -1.964103-8 -1.96410E-8    1.527414804602D-06 2725  4  52   112    6
 -2.636747-9 -2.63675E-9   -1.137765587722D-06 2725  4  52   120    6
 -7.226129-9 -7.22613E-9   -1.383866799425D-07 2725  4  52   130    6
 -1.154343-8 -1.15434E-8    2.598880921987D-06 2725  4  52   148    6
 -1.769152-8 -1.76915E-8    1.130485113758D-06 2725  4  52   150    6
 -2.748242-9 -2.74824E-9    7.277379502279D-07 2725  4  52   156    6
 -1.829231-9 -1.82923E-9    5.466778115532D-07 2725  4  53    10    6
 -8.848986-9 -8.84899E-9   -4.520291930934D-07 2725  4  53    30    6
 -7.74601-10 -7.7460E-10    1.290987230856D-06 2725  4  53    34    6
 -7.612044-9 -7.61204E-9    5.254830370950D-07 2725  4  53    38    6
 -1.091814-8 -1.09181E-8    3.663627687607D-06 2725  4  53    40    6
 -1.394411-9 -1.39441E-9    7.171486741751D-07 2725  4  53    44    6
 -1.050913-8 -1.05091E-8    2.854660661695D-06 2725  4  53    66    6
 -1.238665-8 -1.23867E-8   -4.036603924471D-06 2725  4  53    78    6
 -1.125102-8 -1.12510E-8    1.777616607184D-06 2725  4  53    90    6
 -9.244696-9 -9.24470E-9   -4.326805339272D-07 2725  4  53   114    6
 -3.267306-9 -3.26731E-9   -1.224250192677D-06 2725  4  53   132    6
 -2.307508-9 -2.30751E-9   -8.667358900701D-07 2725  4  53   140    6
 -8.78135-10 -8.7814E-10   -5.693885336586D-06 2725  4  53   142    6
