 7.800000+7 4.959337-3 8.000000+7 4.924595-3 8.500000+7 4.824908-33037 3  5   28
 9.000000+7 4.708306-3 9.500000+7 4.577461-3 1.000000+8 4.435617-33037 3  5   29
 1.100000+8 4.132882-3 1.200000+8 3.827969-3 1.300000+8 3.547393-33037 3  5   30
 1.400000+8 3.315620-3 1.500000+8 3.027829-3 1.600000+8 2.779307-33037 3  5   31
 1.700000+8 2.562940-3 1.800000+8 2.373194-3 1.900000+8 2.205704-33037 3  5   32
 2.000000+8 2.056985-3                                            3037 3  5   33
                                                                  3037 3  099999
                                                                  3037 0  0    0
 3.006800+4 6.734134+1          0          2        293          03037 6  5    1
 1.000000+0 1.000000+0          0          1          1         713037 6  5    2
         71          2                                            3037 6  5    3
 1.000000+6 0.000000+0 1.019810+7 0.000000+0 1.050000+7 9.931273-13037 6  5    4
 1.100000+7 9.967627-1 1.150000+7 9.972165-1 1.200000+7 9.961034-13037 6  5    5
 1.250000+7 9.930714-1 1.300000+7 9.882629-1 1.350000+7 9.838941-13037 6  5    6
 1.400000+7 9.816744-1 1.450000+7 9.813438-1 1.500000+7 9.819249-13037 6  5    7
 1.550000+7 9.827670-1 1.600000+7 9.836754-1 1.650000+7 9.844286-13037 6  5    8
 1.700000+7 9.851390-1 1.750000+7 1.023957+0 1.800000+7 1.162469+03037 6  5    9
 1.850000+7 1.319503+0 1.900000+7 1.444301+0 1.950000+7 1.560618+03037 6  5   10
 2.000000+7 1.630846+0 2.100000+7 1.717908+0 2.200000+7 1.760393+03037 6  5   11
 2.300000+7 1.777596+0 2.400000+7 1.780118+0 2.500000+7 1.775808+03037 6  5   12
 2.600000+7 1.768176+0 2.700000+7 1.758579+0 2.800000+7 1.748862+03037 6  5   13
 2.900000+7 1.740234+0 3.000000+7 1.758124+0 3.200000+7 1.881600+03037 6  5   14
 3.400000+7 2.009885+0 3.600000+7 2.087817+0 3.800000+7 2.130785+03037 6  5   15
 4.000000+7 2.158388+0 4.200000+7 2.205847+0 4.400000+7 2.267865+03037 6  5   16
 4.600000+7 2.332745+0 4.800000+7 2.394873+0 5.000000+7 2.450399+03037 6  5   17
 5.200000+7 2.489224+0 5.400000+7 2.529277+0 5.600000+7 2.567185+03037 6  5   18
 5.800000+7 2.567774+0 6.000000+7 2.612164+0 6.200000+7 2.654440+03037 6  5   19
 6.400000+7 2.696170+0 6.600000+7 2.727362+0 6.800000+7 2.765071+03037 6  5   20
 7.000000+7 2.808771+0 7.200000+7 2.844275+0 7.400000+7 2.876488+03037 6  5   21
 7.600000+7 2.917003+0 7.800000+7 2.958650+0 8.000000+7 2.996811+03037 6  5   22
 8.500000+7 3.092378+0 9.000000+7 3.190062+0 9.500000+7 3.278101+03037 6  5   23
 1.000000+8 3.369703+0 1.100000+8 3.554829+0 1.200000+8 3.742546+03037 6  5   24
 1.300000+8 3.917573+0 1.400000+8 4.084241+0 1.500000+8 4.498206+03037 6  5   25
 1.600000+8 4.660237+0 1.700000+8 4.823281+0 1.800000+8 4.981055+03037 6  5   26
 1.900000+8 5.134569+0 2.000000+8 5.275809+0                      3037 6  5   27
 0.000000+0 0.000000+0          1          2          1         303037 6  5   28
         30         22                                            3037 6  5   29
 0.000000+0 1.000000+6          0          3         15          33037 6  5   30
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 5.000000-13037 6  5   31
 2.000000+0 0.000000+0 0.000000+0 0.000000+0 1.000000+0 0.000000+03037 6  5   32
 0.000000+0 0.000000+0 0.000000+0                                 3037 6  5   33
 0.000000+0 1.019810+7          0          3         15          33037 6  5   34
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 5.000000-13037 6  5   35
 2.000000+0 0.000000+0 0.000000+0 0.000000+0 1.000000+0 0.000000+03037 6  5   36
 0.000000+0 0.000000+0 0.000000+0                                 3037 6  5   37
 0.000000+0 1.200000+7          0          3        100         203037 6  5   38
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 2.500000+43037 6  5   39
 3.098701-8-6.08415-25-1.52863-24-9.22942-25 1.000000+5 1.235906-73037 6  5   40
 2.09478-11 4.93549-13 7.48633-15 2.000000+5 2.327785-9 1.67422-113037 6  5   41
 3.97620-13 6.74450-15 3.000000+5 5.107984-7 1.56701-11 3.76429-133037 6  5   42
 5.80578-15 4.000000+5 1.063977-6 4.00631-12 9.95401-14 1.93236-153037 6  5   43
 5.000000+5 4.16853-11-1.00616-27 4.11277-28-1.13736-27 6.000000+53037 6  5   44
 3.15006-11 5.16098-28 9.32378-28 9.21080-28 7.000000+5 7.584700-73037 6  5   45
 8.95473-24-5.98660-23 5.65274-24 8.000000+5 1.187598-6-2.35598-223037 6  5   46
-1.52323-22 2.37996-23 9.000000+5 1.555282-6-2.73812-22 1.53448-233037 6  5   47
-9.96756-24 1.000000+6 2.333016-7-5.63124-24 2.30181-24-6.36551-243037 6  5   48
 1.100000+6 4.03397-12-2.09614-28 3.98001-29-8.60453-29 1.200000+63037 6  5   49
 2.341132-8-2.70932-24 6.92945-25 3.62698-25 1.300000+6 1.11711-123037 6  5   50
 1.25914-29-6.61303-29-2.56391-29 1.400000+6 1.416924-6 3.99530-233037 6  5   51
-5.59188-23-2.94423-23 1.500000+6 1.65637-13-8.60689-30 1.63422-303037 6  5   52
-3.53307-30 1.600000+6 1.520704-6-7.90193-23 1.50036-23-3.24369-233037 6  5   53
 1.700000+6 1.160060-6-1.89179-22-1.83127-22 8.47663-24 1.800000+63037 6  5   54
 8.868649-7-1.02634-22 2.62501-23 1.37397-23                      3037 6  5   55
 0.000000+0 1.400000+7          0          4        240         403037 6  5   56
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+03037 6  5   57
 2.500000+4 4.171919-8 6.83516-25 1.23483-24 1.21987-24 4.21902-243037 6  5   58
 1.000000+5 1.657305-7 9.75292-11 2.47835-12 4.50774-14 4.13325-163037 6  5   59
 2.000000+5 2.340531-7 1.48341-10 3.81161-12 7.03129-14 1.10271-153037 6  5   60
 3.000000+5 2.888374-7 1.96530-10 5.10877-12 9.16122-14 3.19817-153037 6  5   61
 4.000000+5 3.336677-7 2.42648-10 6.37148-12 1.16495-13 3.58795-163037 6  5   62
 5.000000+5 3.686645-7 2.85225-10 7.58055-12 1.41405-13-2.57684-153037 6  5   63
 6.000000+5 3.938599-7 3.22730-10 8.66885-12 1.67214-13 6.54967-163037 6  5   64
 7.000000+5 4.097624-7 3.54080-10 9.60788-12 1.85003-13 1.46552-153037 6  5   65
 8.000000+5 4.173355-7 3.78708-10 1.03871-11 2.02946-13 5.78051-153037 6  5   66
 9.000000+5 4.178108-7 3.96473-10 1.09916-11 2.15434-13 1.45366-153037 6  5   67
 1.000000+6 4.125109-7 4.07522-10 1.14113-11 2.25515-13 5.77178-153037 6  5   68
 1.100000+6 4.027067-7 4.12154-10 1.16560-11 2.36312-13 2.21528-153037 6  5   69
 1.200000+6 3.895434-7 4.10785-10 1.17425-11 2.36264-13 2.01802-153037 6  5   70
 1.300000+6 3.739934-7 4.03773-10 1.16582-11 2.39624-13 7.08711-153037 6  5   71
 1.400000+6 3.568638-7 3.91496-10 1.14188-11 2.37268-13 2.28761-153037 6  5   72
 1.500000+6 3.388008-7 3.74217-10 1.10226-11 2.31233-13 2.31401-153037 6  5   73
 1.600000+6 3.203068-7 3.52147-10 1.04762-11 2.21595-13 5.83706-153037 6  5   74
 1.700000+6 1.541601-7 3.25352-10 9.77410-12 2.09980-13 3.32323-153037 6  5   75
 1.800000+6 2.492186-8 2.26576-10 6.85594-12 1.47862-13 2.55404-153037 6  5   76
 1.900000+6 1.360747-7 2.24946-10 6.90677-12 1.51543-13 2.71592-153037 6  5   77
 2.000000+6 7.228121-7 2.22371-10 6.86960-12 1.50340-13 1.05728-153037 6  5   78
 2.100000+6 3.899028-7 1.77621-10 5.54337-12 1.23979-13 1.74983-153037 6  5   79
 2.200000+6 5.895023-8 9.48864-11 2.98461-12 6.68571-14 1.59022-153037 6  5   80
 2.300000+6 2.565716-7 6.90128-11 2.19639-12 5.05112-14-5.48204-153037 6  5   81
 2.400000+6 5.900321-7 1.57094-11 5.01091-13 1.14095-14 2.94644-153037 6  5   82
 2.500000+6 7.61741-12-6.09499-28 2.25466-28 1.07569-28-4.69720-283037 6  5   83
 2.600000+6 5.57037-12-8.31789-29-1.64876-28 2.92015-28 6.32023-283037 6  5   84
 2.700000+6 2.231479-7-4.38140-24-1.10082-23-6.64642-24-1.70626-233037 6  5   85
 2.800000+6 3.666179-7 1.58255-23-4.34057-23-1.36929-24-2.26071-233037 6  5   86
 2.900000+6 4.395361-7-8.63007-24-2.16828-23-1.30915-23-3.36084-233037 6  5   87
 3.000000+6 9.403166-8 1.54059-24 2.78322-24 2.74949-24 9.50932-243037 6  5   88
 3.100000+6 7.20808-13-5.59614-29-2.13350-29 1.01894-29 6.75608-293037 6  5   89
 3.200000+6 5.548455-8 6.55067-25-4.37939-24 4.13517-25-1.24539-233037 6  5   90
 3.300000+6 2.05952-13-1.59896-29-6.09593-30 2.91136-30 1.93038-293037 6  5   91
 3.400000+6 2.821883-7-3.57999-24-3.34096-23-2.62988-25 6.96034-253037 6  5   92
 3.500000+6 3.25445-14-7.85532-31 3.21092-31-8.87959-31 5.61911-313037 6  5   93
 3.600000+6 2.860869-7-5.17006-24-1.69356-23-1.20321-23-1.55243-233037 6  5   94
 3.700000+6 1.989143-7-1.54431-23-5.88761-24 2.81187-24 1.86441-233037 6  5   95
 3.800000+6 1.919239-7-1.49004-23-5.68070-24 2.71305-24 1.79889-233037 6  5   96
 0.000000+0 1.600000+7          0          4        336         563037 6  5   97
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+03037 6  5   98
 2.666667+4 4.227430-8-6.89396-24-6.67341-24 3.08901-25 3.33671-243037 6  5   99
 1.066667+5 1.674540-7 1.41611-10 3.84980-12 7.42737-14-1.00668-153037 6  5  100
 2.133333+5 2.376158-7 2.19864-10 6.04618-12 1.19567-13 6.09126-163037 6  5  101
 3.200000+5 2.939004-7 2.96987-10 8.26675-12 1.65051-13 2.82407-153037 6  5  102
 4.266667+5 3.392940-7 3.73331-10 1.05147-11 2.12371-13 2.14918-153037 6  5  103
 5.333333+5 3.737349-7 4.46501-10 1.27208-11 2.59252-13 3.84841-153037 6  5  104
 6.400000+5 3.973532-7 5.14198-10 1.48171-11 3.05706-13 6.36410-153037 6  5  105
 7.466667+5 4.109409-7 5.74903-10 1.67580-11 3.48075-13 5.58655-153037 6  5  106
 8.533333+5 4.157947-7 6.27926-10 1.85112-11 3.89732-13 6.40571-153037 6  5  107
 9.600000+5 4.134526-7 6.73233-10 2.00671-11 4.28492-13 7.44702-153037 6  5  108
 1.066667+6 4.054814-7 7.11233-10 2.14349-11 4.59507-13 7.66832-153037 6  5  109
 1.173333+6 3.933185-7 7.42570-10 2.26267-11 4.90835-13 9.64042-153037 6  5  110
 1.280000+6 3.781970-7 7.67992-10 2.36563-11 5.21308-13 9.30481-153037 6  5  111
 1.386667+6 3.611332-7 7.88266-10 2.45433-11 5.45234-13 6.98233-153037 6  5  112
 1.493333+6 3.429391-7 8.04111-10 2.53031-11 5.70560-13 1.01365-143037 6  5  113
 1.600000+6 3.242426-7 8.16150-10 2.59523-11 5.90130-13 1.03114-143037 6  5  114
 1.706667+6 3.055083-7 8.24909-10 2.65050-11 6.08971-13 1.21524-143037 6  5  115
 1.813333+6 2.870744-7 8.30805-10 2.69699-11 6.27693-13 9.53582-153037 6  5  116
 1.920000+6 2.691775-7 8.34154-10 2.73598-11 6.40338-13 1.01895-143037 6  5  117
 2.026667+6 2.519708-7 8.35178-10 2.76747-11 6.54555-13 1.49201-143037 6  5  118
 2.133333+6 2.355449-7 8.33988-10 2.79114-11 6.67753-13 1.48405-143037 6  5  119
 2.240000+6 2.199459-7 8.30616-10 2.80800-11 6.79469-13 1.10048-143037 6  5  120
 2.346667+6 2.051860-7 8.25015-10 2.81667-11 6.88054-13 1.29525-143037 6  5  121
 2.453333+6 1.912540-7 8.17081-10 2.81712-11 6.94491-13 1.28560-143037 6  5  122
 2.560000+6 1.781225-7 8.06649-10 2.80823-11 6.97340-13 1.23704-143037 6  5  123
 2.666667+6 1.657546-7 7.93499-10 2.78927-11 7.01650-13 1.27928-143037 6  5  124
 2.773333+6 1.541075-7 7.77402-10 2.75927-11 6.98822-13 1.36112-143037 6  5  125
 2.880000+6 1.431366-7 7.58093-10 2.71609-11 6.97424-13 1.40942-143037 6  5  126
 2.986667+6 1.327973-7 7.35307-10 2.65973-11 6.86363-13 1.39974-143037 6  5  127
 3.093333+6 1.230467-7 7.08760-10 2.58776-11 6.74881-13 1.17768-143037 6  5  128
 3.200000+6 1.138442-7 6.78195-10 2.49887-11 6.58238-13 1.33072-143037 6  5  129
 3.306667+6 1.051523-7 6.43348-10 2.39264-11 6.35783-13 1.31486-143037 6  5  130
 3.413333+6 9.693635-8 6.03996-10 2.26691-11 6.08030-13 1.27214-143037 6  5  131
 3.520000+6 8.916461-8 5.59917-10 2.12066-11 5.73941-13 1.21304-143037 6  5  132
 3.626667+6 8.180780-8 5.10913-10 1.95254-11 5.33082-13 1.15049-143037 6  5  133
 3.733333+6 6.431476-8 7.64930-10 2.95379-11 8.15138-13 1.72764-143037 6  5  134
 3.840000+6 6.56165-12-2.92057-28 5.17910-28-3.90308-29 2.75140-283037 6  5  135
 3.946667+6 1.004452-7 4.68049-10 1.83659-11 5.15068-13 1.15192-143037 6  5  136
 4.053333+6 8.519326-8 2.29910-10 9.09449-12 2.57115-13 5.83860-153037 6  5  137
 4.160000+6 1.013408-7 2.37633-10 9.48723-12 2.70757-13 6.33319-153037 6  5  138
 4.266667+6 3.994216-8 8.58883-11 3.46135-12 9.97713-14 2.29916-153037 6  5  139
 4.373333+6 6.163490-8 2.14936-11 8.73006-13 2.53179-14 4.85950-163037 6  5  140
 4.480000+6 2.403939-8 8.26903-12 3.37469-13 9.81216-15 1.83966-163037 6  5  141
 4.586667+6 8.51391-13-6.81232-29 2.52001-29 1.20229-29-5.25002-293037 6  5  142
 4.693333+6 3.813876-8-1.98178-24 3.76286-25-8.13507-25 2.53993-243037 6  5  143
 4.800000+6 6.441729-8-4.20582-24 6.35556-24-1.28720-24-4.60778-243037 6  5  144
 4.906667+6 6.041698-8-2.89863-24 5.96088-25 4.78642-25-6.10991-243037 6  5  145
 5.013333+6 1.698783-8 7.33300-25-2.01127-24-6.34484-26-1.04754-243037 6  5  146
 5.120000+6 8.66050-14 1.50853-30-4.27233-30-3.39310-30 1.00400-293037 6  5  147
 5.226667+6 1.595299-8-1.84619-24 4.72188-25 2.47151-25-2.36094-253037 6  5  148
 5.333333+6 2.03108-14-1.05540-30 2.00391-31-4.33234-31 1.35264-303037 6  5  149
 5.440000+6 3.580751-8 8.19025-25 3.53285-24-4.67997-25 7.06571-253037 6  5  150
 5.546667+6 1.91460-15-3.37071-31 1.88899-32-1.22704-32 2.12511-313037 6  5  151
 5.653333+6 3.597648-8 3.04399-25 3.19457-24-2.22801-25 2.83962-243037 6  5  152
 5.760000+6 5.158863-8-2.68067-24 5.08986-25-1.10040-24 3.43565-243037 6  5  153
 0.000000+0 1.800000+7          0          4        402         673037 6  5  154
 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+0 0.000000+03037 6  5  155
 3.000000+4 5.371016-7-4.16990-23-1.58975-23 7.59251-24 5.03421-233037 6  5  156
 1.200000+5 3.922802-7 1.59311-10 4.59969-12 9.31373-14 1.69135-153037 6  5  157
 2.400000+5 4.499638-7 2.51479-10 7.35968-12 1.53723-13 2.79168-153037 6  5  158
 3.600000+5 4.795123-7 3.43371-10 1.01805-11 2.16486-13 2.69846-153037 6  5  159
 4.800000+5 4.811661-7 4.33792-10 1.30306-11 2.79403-13 5.44986-153037 6  5  160
 6.000000+5 4.526349-7 5.19174-10 1.58027-11 3.44031-13 5.52153-153037 6  5  161
 7.200000+5 3.303861-7 5.96802-10 1.83979-11 4.05110-13 6.80789-153037 6  5  162
 8.400000+5 3.366573-7 6.65326-10 2.07726-11 4.60468-13 9.49261-153037 6  5  163
 9.600000+5 3.353548-7 7.24539-10 2.29065-11 5.17838-13 1.03544-143037 6  5  164
 1.080000+6 3.282686-7 7.75038-10 2.48122-11 5.66307-13 8.92421-153037 6  5  165
 1.200000+6 3.170368-7 8.17816-10 2.65015-11 6.11700-13 1.02631-143037 6  5  166
 1.320000+6 3.030361-7 8.54034-10 2.80121-11 6.56994-13 1.18897-143037 6  5  167
 1.440000+6 2.873667-7 8.84859-10 2.93746-11 6.97251-13 1.41618-143037 6  5  168
 1.560000+6 2.708689-7 9.11367-10 3.06159-11 7.34386-13 1.45030-143037 6  5  169
 1.680000+6 2.541613-7 9.34483-10 3.17634-11 7.70071-13 1.46280-143037 6  5  170
 1.800000+6 2.376803-7 9.54988-10 3.28440-11 8.07145-13 1.56125-143037 6  5  171
 1.920000+6 2.217193-7 9.73494-10 3.38648-11 8.39691-13 1.57889-143037 6  5  172
 2.040000+6 2.064639-7 9.90459-10 3.48503-11 8.76444-13 1.61465-143037 6  5  173
 2.160000+6 1.920182-7 1.006195-9 3.58055-11 9.11038-13 1.87256-143037 6  5  174
 2.280000+6 1.784290-7 1.020881-9 3.67380-11 9.44366-13 1.92408-143037 6  5  175
 2.400000+6 1.657028-7 1.034588-9 3.76462-11 9.78816-13 2.00202-143037 6  5  176
 2.520000+6 1.538192-7 1.047265-9 3.85291-11 1.01229-12 1.95252-143037 6  5  177
 2.640000+6 1.427414-7 1.058797-9 3.93762-11 1.04724-12 2.20160-143037 6  5  178
 2.760000+6 1.324231-7 1.068994-9 4.01883-11 1.08107-12 2.24322-143037 6  5  179
 2.880000+6 1.228142-7 1.077638-9 4.09494-11 1.11060-12 2.33579-143037 6  5  180
 3.000000+6 1.138645-7 1.084456-9 4.16474-11 1.14348-12 2.48721-143037 6  5  181
 3.120000+6 1.055259-7 1.089193-9 4.22713-11 1.17169-12 2.55190-143037 6  5  182
 3.240000+6 9.775301-8 1.091574-9 4.28077-11 1.20307-12 2.46780-143037 6  5  183
 3.360000+6 9.050503-8 1.091365-9 4.32433-11 1.22488-12 2.71712-143037 6  5  184
 3.480000+6 8.374451-8 1.088343-9 4.35670-11 1.24624-12 2.78040-143037 6  5  185
 3.600000+6 7.743777-8 1.082325-9 4.37687-11 1.26482-12 2.81582-143037 6  5  186
 3.720000+6 7.155430-8 1.073163-9 4.38375-11 1.27968-12 2.91826-143037 6  5  187
 3.840000+6 6.606615-8 1.060749-9 4.37658-11 1.29050-12 2.96923-143037 6  5  188
 3.960000+6 6.094754-8 1.045005-9 4.35463-11 1.29670-12 2.99039-143037 6  5  189
 4.080000+6 5.617429-8 1.025890-9 4.31726-11 1.29859-12 3.05563-143037 6  5  190
 4.200000+6 5.172359-8 1.003385-9 4.26401-11 1.29519-12 3.06274-143037 6  5  191
 4.320000+6 4.757365-8 9.77495-10 4.19446-11 1.28636-12 3.06868-143037 6  5  192
 4.440000+6 4.370349-8 9.48237-10 4.10827-11 1.27215-12 3.05915-143037 6  5  193
 4.560000+6 4.009292-8 9.15638-10 4.00512-11 1.25211-12 3.02991-143037 6  5  194
 4.680000+6 3.672238-8 8.79726-10 3.88470-11 1.22594-12 3.02312-143037 6  5  195
 4.800000+6 3.357299-8 8.40532-10 3.74675-11 1.19383-12 2.95667-143037 6  5  196
 4.920000+6 3.062654-8 7.98076-10 3.59090-11 1.15485-12 2.90460-143037 6  5  197
 5.040000+6 2.786550-8 7.52373-10 3.41688-11 1.10916-12 2.79885-143037 6  5  198
 5.160000+6 2.527306-8 7.03423-10 3.22417-11 1.05633-12 2.69722-143037 6  5  199
 5.280000+6 2.283314-8 6.51213-10 3.01235-11 9.96056-13 2.57456-143037 6  5  200
 5.400000+6 2.053046-8 5.95715-10 2.78081-11 9.27808-13 2.42516-143037 6  5  201
 5.520000+6 1.835050-8 5.31332-10 2.47681-11 8.25422-13 2.13841-143037 6  5  202
 5.640000+6 1.627949-8 4.64757-10 2.16274-11 7.19557-13 1.86569-143037 6  5  203
 5.760000+6 1.581743-8 6.40770-10 2.97694-11 9.88451-13 2.55543-143037 6  5  204
 5.880000+6 5.418478-9 2.28101-10 1.05779-11 3.50619-13 9.05342-153037 6  5  205
 6.000000+6 2.061543-8 2.19778-10 1.01852-11 3.37367-13 8.71241-153037 6  5  206
 6.120000+6 1.183579-8 2.03847-10 9.43660-12 3.12246-13 8.03366-153037 6  5  207
 6.240000+6 8.718777-9 1.12873-10 5.21978-12 1.72579-13 4.42008-153037 6  5  208
 6.360000+6 6.130784-9 1.69525-11 7.83259-13 2.58651-14 6.47148-163037 6  5  209
 6.480000+6 2.667418-9 8.53430-12 3.94141-13 1.30130-14 3.36561-163037 6  5  210
 6.600000+6 2.250577-9-3.96221-25 2.22047-26-1.44236-26 2.49803-253037 6  5  211
 6.720000+6 1.968535-9-1.52831-25-5.82661-26 2.78274-26 1.84509-253037 6  5  212
 6.840000+6 6.611876-9 1.86435-25-2.60937-25-1.37389-25 6.68652-253037 6  5  213
 6.960000+6 8.073846-9 9.53223-26-6.37268-25 6.01729-26-1.81223-243037 6  5  214
 7.080000+6 6.66174-15 1.09144-31 1.97179-31 1.94790-31 6.73695-313037 6  5  215
 7.200000+6 2.121972-9 7.74084-27 2.09359-26-7.44840-27 6.80416-263037 6  5  216
 7.320000+6 1.36948-15-2.71680-31-1.75651-31 2.74445-32 1.31738-313037 6  5  217
 7.440000+6 3.343167-9 9.42673-26-1.31938-25-6.94678-26 3.38091-253037 6  5  218
 7.560000+6 3.350710-9-6.05528-26-1.98353-25-1.40922-25-1.81824-253037 6  5  219
 7.680000+6 2.270746-9-1.67142-25-2.46441-25 1.25751-25 3.41657-253037 6  5  220
