

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 EMPEND Processing file : tm169-g.out                                1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -1.10312-16 -1.1031E-16    1.813039379213D-05 6925  6   5    98    6
 -1.95111-16 -1.9511E-16    5.125287656731D-06 6925  6   5   157    6
 -8.93863-16 -8.9386E-16    3.356219017961D-06 6925  6   5   395    6
 -6.49948-16 -6.4995E-16   -3.077169250364D-06 6925  6   5   539    6
 -3.23648-16 -3.2365E-16   -6.179553094826D-06 6925  6   5   576    6
 -1.11506-15 -1.1151E-15   -3.587250910273D-05 6925  6   5   613    6
 -1.73201-16 -1.7320E-16    5.773638720430D-06 6925  6   5   854    6
 -1.00629-16 -1.0063E-16   -9.937493167899D-06 6925  6   5  1133    6
 -1.39907-16 -1.3991E-16   -2.144281558465D-05 6925  6   5  1182    6
 -8.52493-18 -8.5249E-18    3.519090479425D-06 6925  6   5  1452    6
 -5.18205-17 -5.1821E-17   -9.648691155092D-06 6925  6   5  1949    6
 -1.53474-16 -1.5347E-16    2.606304650963D-05 6925  6   5  2098    6
 -3.56931-16 -3.5693E-16    2.801661945914D-06 6925  6   5  2463    6
 -2.37954-16 -2.3795E-16    1.680997167528D-05 6925  6   5  2464    6
 -1.87985-16 -1.8799E-16   -2.659786685114D-05 6925  6   5  2507    6
 -5.40246-19 -5.4025E-19   -7.404034458327D-06 6925  6   5  2552    6
 -6.56939-16 -6.5694E-16   -1.522211346894D-06 6925  6   5  2554    6
 -1.84952-22 -1.8495E-22    1.081361650587D-05 6925  6   5  2598    6
 -7.75745-17 -7.7575E-17   -6.445416986363D-06 6925  6   5  2601    6
 -9.18018-20 -9.1802E-20   -2.178606519657D-06 6925  6   5  2648    6
 -1.61571-17 -1.6157E-17    6.189229502849D-06 6925  6   5  2649    6
 -6.58035-16 -6.5804E-16   -7.598380025359D-06 6925  6   5  2653    6
 -4.42395-16 -4.4240E-16   -1.130211688646D-05 6925  6   5  2701    6
 -3.48142-18 -3.4814E-18    5.744782301547D-06 6925  6   5  2747    6
 -4.43993-16 -4.4399E-16    6.756863283886D-06 6925  6   5  2806    6
 -1.07053-19 -1.0705E-19    2.802350237725D-05 6925  6   5  2853    6
 -3.22418-18 -3.2242E-18   -6.203127616903D-06 6925  6   5  2853    6
 -6.44836-18 -6.4484E-18   -6.203127616903D-06 6925  6   5  2854    6
 -2.26982-15 -2.2698E-15    8.811271378325D-06 6925  6   5  2857    6
 -1.65078-15 -1.6508E-15   -1.211548480109D-05 6925  6   5  2857    6
 -3.38026-24 -3.3803E-24   -1.183340926430D-05 6925  6   5  2908    6
 -5.67114-17 -5.6711E-17    7.053255606491D-06 6925  6   5  2911    6
 -2.11208-19 -2.1121E-19   -9.469338282577D-06 6925  6   5  2965    6
 -4.80614-17 -4.8061E-17    8.322687229293D-06 6925  6   5  2967    6
 -2.16276-16 -2.1628E-16   -1.849488616395D-05 6925  6   5  2968    6
 -7.09484-24 -7.0948E-24    5.637900220509D-06 6925  6   5  3021    6
 -4.76126-16 -4.7613E-16   -8.401137513957D-06 6925  6   5  3026    6
 -4.77941-17 -4.7794E-17    2.092308464862D-06 6925  6   5  3083    6
 -6.78545-22 -6.7855E-22   -7.368708044502D-06 6925  6   5  3151    6
 -1.25932-23 -1.2593E-23    1.588158688812D-05 6925  6   5  3227    6
 -3.96783-21 -3.9678E-21    7.560807796791D-06 6925  6   5  3228    6
 -9.75135-17 -9.7514E-17   -5.127495167424D-06 6925  6   5  3233    6
 -3.29354-22 -3.2935E-22    1.214498685302D-05 6925  6   5  3304    6
 -2.53936-18 -2.5394E-18   -1.575200050396D-05 6925  6   5  3306    6
 -1.30326-15 -1.3033E-15   -3.069226401478D-05 6925  6   5  3389    6
 -2.39378-16 -2.3938E-16   -8.354986673734D-06 6925  6   5  3467    6
 -1.12279-18 -1.1228E-18   -8.906384987338D-06 6925  6   5  3551    6
 -2.11998-17 -2.1200E-17   -9.434051264680D-06 6925  6   5  3640    6
 -9.32791-16 -9.3279E-16    1.072051509949D-06 6925  6   5  3643    6
 -7.77167-18 -7.7717E-18   -3.860174196694D-06 6925  6   5  3719    6
 -7.23472-16 -7.2347E-16    2.764446999933D-06 6925  6   5  3723    6
 -1.08521-15 -1.0852E-15    9.214806350821D-06 6925  6   5  3724    6
 -4.46101-24 -4.4610E-24    2.241644829337D-06 6925  6   5  3888    6
 -5.31558-20 -5.3156E-20   -3.762524503370D-06 6925  6   5  3891    6
