

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 EMPEND Processing file : y89-g.out                                  1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -1.311754-8 -1.31175E-8    3.049352241439D-06 3925  4  50    10    6
 -3.670916-9 -3.67092E-9   -1.089646289927D-06 3925  4  50    12    6
 -7.22155-10 -7.2216E-10   -6.923721361817D-06 3925  4  50    28    6
 -1.590838-8 -1.59084E-8   -1.257199035965D-06 3925  4  50    50    6
 -8.961041-9 -8.96104E-9    1.115941775424D-07 3925  4  50    72    6
 -7.349211-9 -7.34921E-9    1.360690282932D-07 3925  4  50    92    6
 -4.77454-10 -4.7745E-10    8.377770424029D-06 3925  4  50    96    6
 -3.666769-9 -3.66677E-9   -2.727196614564D-07 3925  4  50   118    6
 -2.067439-9 -2.06744E-9   -4.836902081845D-07 3925  4  50   120    6
 -5.377022-9 -5.37702E-9    3.719530996545D-07 3925  4  50   124    6
 -1.496188-9 -1.49619E-9   -1.336730410896D-06 3925  4  50   126    6
 -5.775428-9 -5.77543E-9   -3.462946816474D-07 3925  4  50   130    6
 -9.181179-9 -9.18118E-9   -1.089184733593D-07 3925  4  50   142    6
 -1.584744-8 -1.58474E-8    2.524066978611D-06 3925  4  50   144    6
 -9.873123-9 -9.87312E-9    3.038552238539D-07 3925  4  50   148    6
 -1.311754-8 -1.31175E-8    3.049352241439D-06 3925  4  51     8    6
 -3.670916-9 -3.67092E-9   -1.089646289927D-06 3925  4  51    10    6
 -7.22155-10 -7.2216E-10   -6.923721361817D-06 3925  4  51    26    6
 -1.590838-8 -1.59084E-8   -1.257199035965D-06 3925  4  51    48    6
 -8.961041-9 -8.96104E-9    1.115941775424D-07 3925  4  51    70    6
 -7.349211-9 -7.34921E-9    1.360690282932D-07 3925  4  51    90    6
 -4.77454-10 -4.7745E-10    8.377770424029D-06 3925  4  51    94    6
 -3.666769-9 -3.66677E-9   -2.727196614564D-07 3925  4  51   116    6
 -2.067439-9 -2.06744E-9   -4.836902081845D-07 3925  4  51   118    6
 -5.377022-9 -5.37702E-9    3.719530996545D-07 3925  4  51   122    6
 -1.496188-9 -1.49619E-9   -1.336730410896D-06 3925  4  51   124    6
 -5.775428-9 -5.77543E-9   -3.462946816474D-07 3925  4  51   128    6
 -9.181179-9 -9.18118E-9   -1.089184733593D-07 3925  4  51   140    6
 -1.584744-8 -1.58474E-8    2.524066978611D-06 3925  4  51   142    6
 -9.873123-9 -9.87312E-9    3.038552238539D-07 3925  4  51   146    6
 -9.983552-9 -9.98355E-9    2.003295020287D-07 3925  4  52     8    6
 -5.689548-9 -5.68955E-9   -3.515217728738D-07 3925  4  52    12    6
 -4.362215-9 -4.36222E-9   -1.146206686458D-06 3925  4  52    16    6
 -9.770428-9 -9.77043E-9   -2.046993233702D-07 3925  4  52    24    6
 -5.678865-9 -5.67887E-9   -8.804576266454D-07 3925  4  52    28    6
 -2.415433-9 -2.41543E-9    1.242013336793D-06 3925  4  52    30    6
 -1.154876-8 -1.15488E-8   -3.463575310208D-06 3925  4  52    34    6
 -1.169617-8 -1.16962E-8   -2.564942198997D-06 3925  4  52    46    6
 -7.163021-9 -7.16302E-9    1.396059008471D-07 3925  4  52    60    6
 -8.600095-9 -8.60010E-9   -5.813889265106D-07 3925  4  52    68    6
 -3.902754-9 -3.90275E-9    1.024917276267D-06 3925  4  52    72    6
 -3.263694-9 -3.26369E-9    1.225605096567D-06 3925  4  52    78    6
 -1.090588-8 -1.09059E-8   -1.833873103295D-06 3925  4  52    90    6
 -3.324373-9 -3.32437E-9    9.024258107365D-07 3925  4  52    98    6
 -9.95311-10 -9.9531E-10    1.004711090207D-06 3925  4  52   100    6
 -1.324296-8 -1.32430E-8   -3.020472764485D-06 3925  4  52   104    6
 -2.685909-9 -2.68591E-9   -3.723134327727D-07 3925  4  52   114    6
 -7.116131-9 -7.11613E-9    1.405257996925D-07 3925  4  52   116    6
 -2.683221-9 -2.68322E-9    3.726864091670D-07 3925  4  52   118    6
 -9.223618-9 -9.22362E-9   -2.168346521547D-07 3925  4  52   122    6
 -3.094142-9 -3.09414E-9    6.463827450055D-07 3925  4  52   140    6
 -8.916126-9 -8.91613E-9   -4.486253336118D-07 3925  4  52   142    6
 -1.411167-8 -1.41117E-8   -2.125900053026D-06 3925  4  52   144    6
 -1.297975-8 -1.29798E-8   -3.852154317255D-06 3925  4  52   146    6
 -4.873578-9 -4.87358E-9   -4.103761137732D-07 3925  4  53    22    6
 -6.059808-9 -6.05981E-9   -3.300434602280D-07 3925  4  53    24    6
 -1.687394-9 -1.68739E-9    2.370519273997D-06 3925  4  53    28    6
 -7.097396-9 -7.09740E-9   -5.635869832327D-07 3925  4  53    44    6
 -4.103508-9 -4.10351E-9   -4.873878643925D-07 3925  4  53    46    6
 -1.730313-9 -1.73031E-9    1.733790360427D-06 3925  4  53    48    6
 -2.593476-9 -2.59348E-9   -1.542331604393D-06 3925  4  53    50    6
 -4.842409-9 -4.84241E-9   -2.065087852593D-07 3925  4  53    78    6
 -7.148549-9 -7.14855E-9   -1.398885285875D-07 3925  4  53    96    6
 -4.138761-9 -4.13876E-9    2.416182041724D-07 3925  4  53   102    6
 -7.526475-9 -7.52648E-9   -6.643216115903D-07 3925  4  53   122    6
 -5.342771-9 -5.34277E-9    1.871687930274D-07 3925  4  53   138    6
 -3.800279-9 -3.80028E-9   -2.631385749096D-07 3925  4  53   142    6
 -7.815849-9 -7.81585E-9   -1.279451535359D-07 3925  4  54    26    6
 -4.839678-9 -4.83968E-9   -4.132506335773D-07 3925  4  54    30    6
 -1.556619-9 -1.55662E-9   -6.424179584805D-07 3925  4  54    32    6
 -1.191426-8 -1.19143E-8   -3.357321394658D-06 3925  4  54    40    6
 -7.464068-9 -7.46407E-9   -2.679503992511D-07 3925  4  54    42    6
 -1.291078-8 -1.29108E-8   -1.549093083436D-06 3925  4  54    44    6
 -8.014335-9 -8.01434E-9   -6.238820812880D-07 3925  4  54    48    6
 -3.666503-9 -3.66650E-9    8.182183403956D-07 3925  4  54    50    6
 -9.348845-9 -9.34885E-9   -5.348254251294D-07 3925  4  54    60    6
 -2.946019-9 -2.94602E-9   -3.394411238756D-07 3925  4  54    74    6
 -4.634833-9 -4.63483E-9    6.472725121492D-07 3925  4  54    78    6
 -6.347903-9 -6.34790E-9    4.725970134235D-07 3925  4  54   102    6
 -1.184043-8 -1.18404E-8    2.533691766231D-06 3925  4  54   116    6
 -2.911348-9 -2.91135E-9   -6.869669995562D-07 3925  4  54   120    6
 -8.41975-10 -8.4198E-10   -5.938418599178D-06 3925  4  54   126    6
 -4.427261-9 -4.42726E-9    2.258732881327D-07 3925  4  54   142    6
 -4.153456-9 -4.15346E-9   -9.630534185557D-07 3925  4  55    12    6
 -1.130398-8 -1.13040E-8   -1.769288339130D-06 3925  4  55    18    6
 -1.403302-8 -1.40330E-8    1.425209969041D-06 3925  4  55    34    6
 -3.486237-9 -3.48624E-9   -8.605266940054D-07 3925  4  55    46    6
 -6.46628-10 -6.4663E-10   -3.092968445562D-06 3925  4  55    48    6
 -1.094319-8 -1.09432E-8   -9.138103240352D-07 3925  4  55    62    6
 -5.795727-9 -5.79573E-9   -5.176227246308D-07 3925  4  55    88    6
 -6.812871-9 -6.81287E-9    1.467809972465D-07 3925  4  55    90    6
 -4.338739-9 -4.33874E-9   -2.304817137695D-07 3925  4  55    92    6
 -1.068137-8 -1.06814E-8   -2.808628481144D-06 3925  4  55   104    6
 -8.185412-9 -8.18541E-9    2.443371205974D-07 3925  4  55   106    6
 -5.08745-10 -5.0875E-10   -9.828106418821D-06 3925  4  55   114    6
 -1.287727-9 -1.28773E-9   -2.329686338897D-06 3925  4  55   124    6
 -1.660783-9 -1.66078E-9    1.806376871461D-06 3925  4  55   130    6
 -2.824224-9 -2.82422E-9    1.416318252242D-06 3925  4  55   146    6
 -9.360132-9 -9.36013E-9    2.136722004174D-07 3925  4  56     8    6
 -9.466439-9 -9.46644E-9   -1.056363433302D-07 3925  4  56    14    6
 -8.966164-9 -8.96616E-9    4.461216633966D-07 3925  4  56    24    6
 -2.297607-8 -2.29761E-8   -1.305706328351D-06 3925  4  56    46    6
 -2.264325-9 -2.26433E-9   -2.208163580731D-06 3925  4  56    50    6
 -1.160988-8 -1.16099E-8   -1.722670690805D-06 3925  4  56    56    6
 -1.925011-8 -1.92501E-8    5.194775510311D-07 3925  4  56    70    6
 -1.261484-8 -1.26148E-8    3.170868596127D-06 3925  4  56    86    6
 -7.62252-10 -7.6225E-10    2.623804201122D-06 3925  4  56    92    6
 -1.086548-8 -1.08655E-8   -1.840691805586D-06 3925  4  56   106    6
 -6.770033-9 -6.77003E-9    4.431293022208D-07 3925  4  56   122    6
 -5.002836-9 -5.00284E-9   -7.995464973163D-07 3925  4  56   124    6
 -1.649257-8 -1.64926E-8   -1.819000919786D-06 3925  4  56   128    6
 -4.340632-9 -4.34063E-9    4.607623956565D-07 3925  4  56   130    6
 -1.169084-9 -1.16908E-9    3.421482117476D-06 3925  4  56   134    6
 -9.455829-9 -9.45583E-9   -1.057548735620D-07 3925  4  56   138    6
 -1.321837-8 -1.32184E-8   -2.269568789468D-06 3925  4  56   140    6
 -1.216794-8 -1.21679E-8    3.287327189415D-06 3925  4  56   142    6
 -8.809225-9 -8.80923E-9   -5.675868196798D-07 3925  4  57    18    6
 -8.919746-9 -8.91975E-9   -4.484432629892D-07 3925  4  57    22    6
 -1.619952-8 -1.61995E-8    1.234604482093D-06 3925  4  57    24    6
 -1.077054-8 -1.07705E-8    3.713834218109D-06 3925  4  57    30    6
 -2.750039-8 -2.75004E-8   -3.636312066803D-07 3925  4  57    32    6
 -9.578152-9 -9.57815E-9    2.088085466782D-07 3925  4  57    38    6
 -1.893677-8 -1.89368E-8   -1.584219484085D-06 3925  4  57    72    6
 -1.075375-9 -1.07538E-9   -4.649540857976D-06 3925  4  57    74    6
 -1.335957-8 -1.33596E-8   -2.245581257453D-06 3925  4  57    90    6
 -1.376408-8 -1.37641E-8   -1.453057523624D-06 3925  4  57    98    6
 -1.159235-8 -1.15924E-8   -4.313189301656D-06 3925  4  57   106    6
 -5.08745-10 -5.0875E-10   -9.828106418821D-06 3925  4  57   118    6
 -1.335597-8 -1.33560E-8   -2.246186536780D-06 3925  4  57   120    6
 -1.672035-8 -1.67204E-8   -2.990368024557D-06 3925  4  57   128    6
 -8.56648-10 -8.5665E-10   -2.334681222767D-06 3925  4  57   130    6
 -6.938881-9 -6.93888E-9    1.441154560068D-07 3925  4  57   134    6
 -8.437277-9 -8.43728E-9   -3.555649531189D-07 3925  4  57   142    6
 -3.227576-8 -3.22758E-8   -1.239320158519D-06 3925  4  58    10    6
 -1.580497-8 -1.58050E-8   -1.898137104951D-06 3925  4  58    18    6
 -2.063785-8 -2.06379E-8   -2.422732988145D-06 3925  4  58    22    6
 -3.150663-9 -3.15066E-9    9.521805409577D-07 3925  4  58    28    6
 -6.970063-9 -6.97006E-9    4.304121783837D-07 3925  4  58    32    6
 -6.385185-9 -6.38519E-9   -7.830626677128D-07 3925  4  58    36    6
 -1.769621-9 -1.76962E-9    5.650927513283D-07 3925  4  58    38    6
 -2.632792-9 -2.63279E-9    7.596498317415D-07 3925  4  58    50    6
 -3.462952-9 -3.46295E-9    5.775419351457D-07 3925  4  58    54    6
 -8.399057-9 -8.39906E-9   -3.571829550986D-07 3925  4  58    96    6
 -1.282047-9 -1.28205E-9   -2.340007815727D-06 3925  4  58   110    6
 -1.187013-8 -1.18701E-8    2.527352269911D-06 3925  4  58   136    6
 -6.337479-9 -6.33748E-9   -1.577914499312D-07 3925  4  59    34    6
 -6.548508-9 -6.54851E-9   -3.054130804509D-07 3925  4  59    40    6
 -1.570282-8 -1.57028E-8    1.273656579077D-06 3925  4  59    60    6
 -5.319677-9 -5.31968E-9   -5.639440140738D-07 3925  4  59    74    6
 -1.332118-9 -1.33212E-9   -1.501368497398D-06 3925  4  59    86    6
 -5.24431-10 -5.2443E-10    1.906828543517D-06 3925  4  59    88    6
 -1.507012-9 -1.50701E-9    1.327129445563D-06 3925  4  59    94    6
 -1.392078-8 -1.39208E-8   -1.436701104375D-06 3925  4  59   130    6
 -9.55919-10 -9.5592E-10   -1.046113739880D-06 3925  4  59   146    6
 -1.155414-8 -1.15541E-8    3.461962551909D-06 3925  4  60    28    6
 -2.301683-9 -2.30168E-9    1.303394081511D-06 3925  4  60    32    6
 -2.318324-8 -2.31832E-8    1.725384372483D-06 3925  4  60    34    6
 -5.010185-9 -5.01019E-9   -9.979671410869D-07 3925  4  60    40    6
 -8.904111-9 -8.90411E-9    1.123076743612D-07 3925  4  60    48    6
 -4.737701-9 -4.73770E-9    2.110728388076D-07 3925  4  60    64    6
 -1.696462-8 -1.69646E-8    1.178924137396D-06 3925  4  60    74    6
 -3.015108-9 -3.01511E-9   -6.633261562186D-07 3925  4  60    84    6
 -4.339332-9 -4.33933E-9    4.609004332886D-07 3925  4  60    88    6
 -1.181366-8 -1.18137E-8   -3.385910886170D-06 3925  4  60   104    6
 -1.002143-8 -1.00214E-8    2.993584748014D-06 3925  4  60   112    6
 -3.160555-9 -3.16056E-9   -1.582000629748D-06 3925  4  60   120    6
 -6.183822-9 -6.18382E-9    3.234245746094D-07 3925  4  60   132    6
 -4.437394-9 -4.43739E-9    9.014299833688D-07 3925  4  60   134    6
 -1.691185-8 -1.69119E-8   -2.956506828212D-06 3925  4  61     8    6
 -5.209353-9 -5.20935E-9    5.758872551215D-07 3925  4  61    12    6
 -7.865626-9 -7.86563E-9   -5.085418504865D-07 3925  4  61    16    6
 -1.049657-8 -1.04966E-8   -2.858076495430D-06 3925  4  61    26    6
 -2.182041-8 -2.18204E-8    4.582865308158D-07 3925  4  61    30    6
