

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 JENDL/PD-2016.1  Ag-108                                             1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -1.73967-23 -1.7397E-23   -1.724464984751D-05 4728  6   5    42    6
 -1.12476-23 -1.1248E-23   -3.556314235929D-05 4728  6   5    42    6
 -2.15169-23 -2.1517E-23   -4.647509632087D-06 4728  6   5    58    6
 -3.17255-23 -3.1726E-23   -1.576019290472D-05 4728  6   5    58    6
 -3.51827-24 -3.5183E-24   -8.526918059053D-06 4728  6   5    58    6
 -1.92881-27 -1.9288E-27    5.184543837880D-06 4728  6   5    59    6
 -7.47811-28 -7.4781E-28    1.337236280378D-06 4728  6   5    60    6
 -2.90543-28 -2.9054E-28    1.032549398890D-05 4728  6   5    60    6
 -9.51733-28 -9.5173E-28    3.152144561760D-06 4728  6   5    60    6
 -6.76168-28 -6.7617E-28   -2.957844795897D-06 4728  6   5    60    6
 -1.73935-23 -1.7394E-23   -2.874637077078D-05 4728  6   5    62    6
 -1.97002-29 -1.9700E-29    1.015218119609D-05 4728  6   5    63    6
 -5.84604-30 -5.8460E-30    6.842238506721D-06 4728  6   5    63    6
 -3.15911-23 -3.1591E-23    3.165448496562D-06 4728  6   5    63    6
 -1.20439-23 -1.2044E-23   -8.302958344035D-06 4728  6   5    64    6
 -1.60055-23 -1.6006E-23   -3.123926150377D-05 4728  6   5    64    6
 -6.20544-24 -6.2054E-24    6.445957095668D-06 4728  6   5    65    6
 -2.83785-24 -2.8379E-24   -1.761897210925D-05 4728  6   5    68    6
 -8.42132-25 -8.4213E-25    2.374924596042D-06 4728  6   5    68    6
 -1.84888-24 -1.8489E-24   -1.081735969878D-05 4728  6   5   100    6
 -7.58952-25 -7.5895E-25    2.635212767086D-06 4728  6   5   101    6
 -3.38918-25 -3.3892E-25   -5.901132427194D-06 4728  6   5   101    6
 -1.03726-25 -1.0373E-25   -3.856313749675D-05 4728  6   5   101    6
 -1.15049-28 -1.1505E-28   -8.691948647955D-06 4728  6   5   102    6
 -9.13724-29 -9.1372E-29    4.377689542933D-06 4728  6   5   102    6
 -1.31183-28 -1.3118E-28    2.286881684379D-05 4728  6   5   103    6
 -2.85879-24 -2.8588E-24   -3.497983412604D-06 4728  6   5   104    6
 -4.21513-24 -4.2151E-24    7.117218211623D-06 4728  6   5   104    6
 -3.07697-24 -3.0770E-24   -9.749851314764D-06 4728  6   5   104    6
 -2.68537-30 -2.6854E-30   -1.117164487571D-05 4728  6   5   105    6
 -1.14254-24 -1.1425E-24    3.500971519606D-05 4728  6   5   107    6
 -1.96335-26 -1.9634E-26   -2.546667685326D-05 4728  6   5   169    6
 -4.90029-26 -4.9003E-26   -2.040695550630D-06 4728  6   5   170    6
 -1.86821-26 -1.8682E-26    5.352717306986D-06 4728  6   5   170    6
 -2.38481-29 -2.3848E-29    4.193206167291D-06 4728  6   5   171    6
 -1.54187-29 -1.5419E-29   -1.945689325301D-05 4728  6   5   171    6
 -1.03578-30 -1.0358E-30   -1.930911969715D-05 4728  6   5   172    6
 -3.39292-30 -3.3929E-30    5.894627636348D-06 4728  6   5   172    6
 -2.41053-30 -2.4105E-30    1.244539582591D-05 4728  6   5   172    6
 -3.11017-30 -3.1102E-30   -9.645774989751D-06 4728  6   5   172    6
 -1.40798-26 -1.4080E-26   -1.420474722644D-05 4728  6   5   173    6
 -2.32458-25 -2.3246E-25   -8.603704755291D-06 4728  6   5   173    6
 -2.41163-25 -2.4116E-25    1.243971919411D-05 4728  6   5   174    6
 -3.55582-25 -3.5558E-25    5.624581671754D-06 4728  6   5   174    6
 -1.05676-31 -1.0568E-31   -3.785154623559D-05 4728  6   5   175    6
 -1.55814-31 -1.5581E-31    2.567163412796D-05 4728  6   5   175    6
 -5.95306-25 -5.9531E-25   -6.719233469864D-06 4728  6   5   176    6
 -5.76262-25 -5.7626E-25    3.470643561605D-06 4728  6   5   176    6
 -1.55803-25 -1.5580E-25    1.925508494707D-05 4728  6   5   177    6
 -5.93989-26 -5.9399E-26   -1.683532860002D-06 4728  6   5   177    6
 -7.24391-24 -7.2439E-24    1.380469939695D-06 4728  6   5   180    6
