  Linearize ENDF/B Cross Sections (LINEAR 2019-1)
  ------------------------------------------------------------------------------
  Retrieval Criteria-----------        MAT
  Monitor Mode-----------------        Off
  Minimum Cross Section-------- 1.0000E-10
  Keep Evaluated Data Points---        Yes
  ------------------------------------------------------------------------------
  ENDF/B Input and Output Data Filenames
  LINEAR.IN                                                               
  LINEAR.OUT                                                              
  ------------------------------------------------------------------------------
  Requested Ranges
  ------------------------------------------------------------------------------
       Minimum       Maximum   
     MAT MF  MT    MAT MF  MT
  ------------------------------------------------------------------------------
       0  0   0 999999 99 999
  ------------------------------------------------------------------------------
  Allowable Uncertainty
  ------------------------------------------------------------------------------
      Energy Uncertainty   per-cent
  ------------------------------------------------------------------------------
  0.0         1.0000E-10     0.0000
  ------------------------------------------------------------------------------
  ENDF/B Tape Label
  ------------------------------------------------------------------------------
   EMPEND Processing file : ta181-g.out                                1
  ------------------------------------------------------------------------------
    Material  MAT  MF  MT  ENDF/B      Kelvin     Q-Value   Points   Points
                           Format                      eV       In      Out
  ------------------------------------------------------------------------------
   73-Ta-181 7328   3   1   VI     0.0         0.0             101      101
   73-Ta-181 7328   3   4   VI     0.0        -7577430.00       99       99
   73-Ta-181 7328   3   5   VI     0.0         3091210.00      101      101
   73-Ta-181 7328   3  11   VI     0.0        -18572370.0       50       50
   73-Ta-181 7328   3  16   VI     0.0        -14221000.0       84       84
   73-Ta-181 7328   3  17   VI     0.0        -22121000.0       54       54
   73-Ta-181 7328   3  22   VI     0.0        -5546000.00       97       97
   73-Ta-181 7328   3  28   VI     0.0        -13328000.0       80       80
   73-Ta-181 7328   3  32   VI     0.0        -17203000.0       61       61
   73-Ta-181 7328   3  33   VI     0.0        -18572000.0       57       57
   73-Ta-181 7328   3  34   VI     0.0        -19051000.0       54       54
   73-Ta-181 7328   3  41   VI     0.0        -19427000.0       56       56
   73-Ta-181 7328   3  42   VI     0.0        -27053000.0       44       44
   73-Ta-181 7328   3  44   VI     0.0        -20744000.0       52       52
   73-Ta-181 7328   3  50   VI     0.0        -7577430.00       99       99
   73-Ta-181 7328   3  51   VI     0.0        -7617100.00       99       99
   73-Ta-181 7328   3  52   VI     0.0        -7654530.00       99       99
   73-Ta-181 7328   3  53   VI     0.0        -7685280.00       99       99
   73-Ta-181 7328   3  54   VI     0.0        -7688300.00       99       99
   73-Ta-181 7328   3  55   VI     0.0        -7707980.00       99       99
   73-Ta-181 7328   3  56   VI     0.0        -7748710.00       99       99
   73-Ta-181 7328   3  57   VI     0.0        -7755080.00       99       99
   73-Ta-181 7328   3  58   VI     0.0        -7762460.00       99       99
   73-Ta-181 7328   3  59   VI     0.0        -7811910.00       99       99
   73-Ta-181 7328   3  60   VI     0.0        -7835430.00       99       99
   73-Ta-181 7328   3  61   VI     0.0        -7857460.00       99       99
   73-Ta-181 7328   3  62   VI     0.0        -7888400.00       99       99
   73-Ta-181 7328   3  63   VI     0.0        -7895780.00       99       99
   73-Ta-181 7328   3  64   VI     0.0        -7897890.00       99       99
   73-Ta-181 7328   3  65   VI     0.0        -7934110.00       99       99
   73-Ta-181 7328   3  66   VI     0.0        -7948410.00       99       99
   73-Ta-181 7328   3  67   VI     0.0        -7951150.00       99       99
   73-Ta-181 7328   3  68   VI     0.0        -7993830.00       98       98
   73-Ta-181 7328   3  69   VI     0.0        -7997430.00       98       98
   73-Ta-181 7328   3  70   VI     0.0        -8001040.00       98       98
   73-Ta-181 7328   3  71   VI     0.0        -8003230.00       98       98
   73-Ta-181 7328   3  72   VI     0.0        -8025430.00       98       98
   73-Ta-181 7328   3  73   VI     0.0        -8040670.00       98       98
   73-Ta-181 7328   3  74   VI     0.0        -8055670.00       98       98
   73-Ta-181 7328   3  75   VI     0.0        -8082640.00       98       98
   73-Ta-181 7328   3  76   VI     0.0        -8092990.00       98       98
   73-Ta-181 7328   3  77   VI     0.0        -8097570.00       98       98
   73-Ta-181 7328   3  78   VI     0.0        -8121790.00       98       98
   73-Ta-181 7328   3  79   VI     0.0        -8125220.00       98       98
   73-Ta-181 7328   3  80   VI     0.0        -8125440.00       98       98
   73-Ta-181 7328   3  81   VI     0.0        -8126910.00       98       98
   73-Ta-181 7328   3  82   VI     0.0        -8137060.00       98       98
   73-Ta-181 7328   3  83   VI     0.0        -8149630.00       98       98
   73-Ta-181 7328   3  84   VI     0.0        -8151940.00       98       98
   73-Ta-181 7328   3  85   VI     0.0        -8153000.00       98       98
   73-Ta-181 7328   3  86   VI     0.0        -8171860.00       98       98
   73-Ta-181 7328   3  87   VI     0.0        -8172420.00       98       98
   73-Ta-181 7328   3  88   VI     0.0        -8177840.00       98       98
   73-Ta-181 7328   3  89   VI     0.0        -8201700.00       98       98
   73-Ta-181 7328   3  91   VI     0.0        -8201270.00       98       98
   73-Ta-181 7328   3 102   VI     0.0         0.0             101      101
   73-Ta-181 7328   3 104   VI     0.0        -11104000.0       90       90
   73-Ta-181 7328   3 105   VI     0.0        -10946000.0       90       90
   73-Ta-181 7328   3 106   VI     0.0        -13026000.0       71       71
   73-Ta-181 7328   3 111   VI     0.0        -13952000.0       60       60
   73-Ta-181 7328   3 112   VI     0.0        -4658000.00       96       96
   73-Ta-181 7328   3 115   VI     0.0        -18520000.0       53       53
   73-Ta-181 7328   3 116   VI     0.0        -18288000.0       53       53
   73-Ta-181 7328   3 600   VI     0.0        -5940030.00       98       98
   73-Ta-181 7328   3 601   VI     0.0        -6033354.00       99       99
   73-Ta-181 7328   3 602   VI     0.0        -6248609.00       99       99
   73-Ta-181 7328   3 603   VI     0.0        -6580888.00       98       98
   73-Ta-181 7328   3 604   VI     0.0        -7023970.00       97       97
   73-Ta-181 7328   3 605   VI     0.0        -7041930.00       97       97
   73-Ta-181 7328   3 606   VI     0.0        -7047270.00       97       97
   73-Ta-181 7328   3 607   VI     0.0        -7081530.00       97       97
   73-Ta-181 7328   3 608   VI     0.0        -7103890.00       98       98
   73-Ta-181 7328   3 609   VI     0.0        -7123350.00       98       98
   73-Ta-181 7328   3 610   VI     0.0        -7132640.00       98       98
   73-Ta-181 7328   3 611   VI     0.0        -7139690.00       98       98
   73-Ta-181 7328   3 612   VI     0.0        -7200490.00       98       98
   73-Ta-181 7328   3 613   VI     0.0        -7231070.00       98       98
   73-Ta-181 7328   3 614   VI     0.0        -7240180.00       98       98
   73-Ta-181 7328   3 615   VI     0.0        -7255730.00       97       97
   73-Ta-181 7328   3 616   VI     0.0        -7294130.00       97       97
   73-Ta-181 7328   3 617   VI     0.0        -7309510.00       97       97
   73-Ta-181 7328   3 618   VI     0.0        -7314180.00       97       97
   73-Ta-181 7328   3 619   VI     0.0        -7321340.00       97       97
   73-Ta-181 7328   3 620   VI     0.0        -7325230.00       97       97
   73-Ta-181 7328   3 621   VI     0.0        -7349230.00       97       97
   73-Ta-181 7328   3 622   VI     0.0        -7349280.00       97       97
   73-Ta-181 7328   3 623   VI     0.0        -7360630.00       97       97
   73-Ta-181 7328   3 624   VI     0.0        -7369620.00       97       97
   73-Ta-181 7328   3 625   VI     0.0        -7384030.00       97       97
   73-Ta-181 7328   3 626   VI     0.0        -7412300.00       97       97
   73-Ta-181 7328   3 627   VI     0.0        -7422440.00       97       97
   73-Ta-181 7328   3 628   VI     0.0        -7424300.00       97       97
   73-Ta-181 7328   3 629   VI     0.0        -7448030.00       97       97
   73-Ta-181 7328   3 630   VI     0.0        -7465030.00       97       97
   73-Ta-181 7328   3 631   VI     0.0        -7479070.00       97       97
   73-Ta-181 7328   3 632   VI     0.0        -7496840.00       97       97
   73-Ta-181 7328   3 633   VI     0.0        -7499050.00       97       97
   73-Ta-181 7328   3 634   VI     0.0        -7537450.00       97       97
   73-Ta-181 7328   3 635   VI     0.0        -7547580.00       97       97
   73-Ta-181 7328   3 636   VI     0.0        -7549160.00       97       97
   73-Ta-181 7328   3 637   VI     0.0        -7552330.00       97       97
   73-Ta-181 7328   3 638   VI     0.0        -7552850.00       97       97
   73-Ta-181 7328   3 639   VI     0.0        -7570430.00       97       97
   73-Ta-181 7328   3 800   VI     0.0         1526070.00      101      101
   73-Ta-181 7328   3 801   VI     0.0         1404449.00      101      101
   73-Ta-181 7328   3 802   VI     0.0         1375673.00      101      101
   73-Ta-181 7328   3 803   VI     0.0         1257285.00      101      101
   73-Ta-181 7328   3 804   VI     0.0         1237059.00      101      101
   73-Ta-181 7328   3 805   VI     0.0         1085428.00      101      101
   73-Ta-181 7328   3 806   VI     0.0         1074558.00      101      101
   73-Ta-181 7328   3 807   VI     0.0         1068089.00      101      101
   73-Ta-181 7328   3 808   VI     0.0         973972.000      101      101
   73-Ta-181 7328   3 809   VI     0.0         956363.000      101      101
   73-Ta-181 7328   3 810   VI     0.0         952428.000      101      101
   73-Ta-181 7328   3 811   VI     0.0         889867.000      101      101
   73-Ta-181 7328   3 812   VI     0.0         888960.000      101      101
   73-Ta-181 7328   3 813   VI     0.0         854121.000      101      101
   73-Ta-181 7328   3 814   VI     0.0         816617.000      101      101
   73-Ta-181 7328   3 815   VI     0.0         805250.000      101      101
   73-Ta-181 7328   3 816   VI     0.0         765260.000      101      101
   73-Ta-181 7328   3 817   VI     0.0         764370.000      101      101
   73-Ta-181 7328   3 818   VI     0.0         730830.000      101      101
   73-Ta-181 7328   3 819   VI     0.0         714618.000      101      101
   73-Ta-181 7328   3 820   VI     0.0         709366.000      101      101
   73-Ta-181 7328   3 821   VI     0.0         704120.000      101      101
   73-Ta-181 7328   3 822   VI     0.0         694070.000      101      101
   73-Ta-181 7328   3 823   VI     0.0         681162.000      101      101
   73-Ta-181 7328   3 824   VI     0.0         671763.000      101      101
   73-Ta-181 7328   3 825   VI     0.0         619330.000      101      101
   73-Ta-181 7328   3 826   VI     0.0         569540.000      101      101
   73-Ta-181 7328   3 827   VI     0.0         569376.000      101      101
   73-Ta-181 7328   3 828   VI     0.0         568744.000      101      101
   73-Ta-181 7328   3 829   VI     0.0         555895.000      101      101
   73-Ta-181 7328   3 830   VI     0.0         545860.000      101      101
   73-Ta-181 7328   3 831   VI     0.0         540760.000      101      101
   73-Ta-181 7328   3 832   VI     0.0         506197.000      101      101
   73-Ta-181 7328   3 833   VI     0.0         476870.000      101      101
   73-Ta-181 7328   3 834   VI     0.0         476613.000      101      101
