

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 JENDL/PD-2016.1  Ge- 73                                             1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -1.15549-23 -1.1555E-23   -8.654337121152D-06 3234  6   5    44    6
 -1.88724-23 -1.8872E-23    2.119497255245D-05 3234  6   5    44    6
 -9.52403-23 -9.5240E-23    3.149927079179D-06 3234  6   5    49    6
 -2.60144-23 -2.6014E-23    1.537609939106D-05 3234  6   5    50    6
 -1.84822-23 -1.8482E-23    1.082122258170D-05 3234  6   5    50    6
 -6.49713-23 -6.4971E-23    4.617423385390D-06 3234  6   5    50    6
 -2.18107-26 -2.1811E-26   -1.375471672159D-05 3234  6   5    51    6
 -1.14837-26 -1.1484E-26   -2.612398442995D-05 3234  6   5    52    6
 -2.27942-26 -2.2794E-26    8.774161848264D-06 3234  6   5    52    6
 -1.60354-24 -1.6035E-24    2.494480960881D-05 3234  6   5    53    6
 -2.61904-24 -2.6190E-24    1.527277170265D-05 3234  6   5    53    6
 -1.48981-22 -1.4898E-22    6.712265322405D-06 3234  6   5    54    6
 -4.55959-23 -4.5596E-23   -2.193179649919D-06 3234  6   5    54    6
 -1.79496-26 -1.7950E-26   -2.228461915573D-05 3234  6   5    55    6
 -6.53418-28 -6.5342E-28   -3.060827831422D-06 3234  6   5    55    6
 -5.83608-27 -5.8361E-27   -3.426957820983D-06 3234  6   5    55    6
 -2.22497-27 -2.2250E-27   -1.348332786502D-05 3234  6   5    56    6
 -3.86932-23 -3.8693E-23    5.168866880988D-06 3234  6   5    56    6
 -9.72158-23 -9.7216E-23   -2.057278755094D-06 3234  6   5    56    6
 -5.86962-23 -5.8696E-23    3.407375605226D-06 3234  6   5    57    6
 -4.01366-29 -4.0137E-29   -9.965966225438D-06 3234  6   5    57    6
 -3.77638-27 -3.7764E-27   -5.296077195590D-06 3234  6   5    58    6
 -1.19131-28 -1.1913E-28    8.394120757810D-06 3234  6   5    58    6
 -3.28975-23 -3.2898E-23   -1.519872330720D-05 3234  6   5    59    6
 -2.15569-27 -2.1557E-27   -4.638885925129D-06 3234  6   5    60    6
 -2.08672-27 -2.0867E-27    9.584419567667D-06 3234  6   5    60    6
 -7.32968-28 -7.3297E-28   -2.728632082100D-06 3234  6   5    60    6
 -5.83559-29 -5.8356E-29   -1.713622786991D-06 3234  6   5    61    6
 -4.97513-28 -4.9751E-28    6.029993186144D-06 3234  6   5    62    6
 -1.05807-28 -1.0581E-28   -2.835351158237D-05 3234  6   5    63    6
