 Process ENDF/B Double Differential Data - MF=6 (SIXPAK 2019-1)
 ==============================================================================
 ENDF/B Input Data Filename
 SIXPAK.IN                                                               
 ------------------------------------------------------------------------------
 Requested Ranges
 ------------------------------------------------------------------------------
    Minimum    Maximum   
    MAT  MT    MAT  MT
 ------------------------------------------------------------------------------
      1   1   9999 999
 ==============================================================================
 Terminology
 ------------------------------------------------------------------------------
 LCT  = Reference System (Lab or Center-of-Mass)
 LIP  = Product Modifier, e.g., for Isomeric States
 LAW  = Representation of Data - see, List at End of Output
 LANG = 1     = Legendre     (LAW 1)
      = 2     = Kalbach-Mann (LAW 1)
      = 11-15 = Tabulated    (LAW 1)
      = 0     = Legendre     (LAW 2)
      = 11-15 = Tabulated    (LAW 2)
 LTP  = 1-2   = Legendre     (LAW 5)
      = 11-15 = Tabulated    (LAW 5)
 LEP  = Secondary Energy Interpolation Type(1 to 5)
 ==============================================================================
 Tape Label
 ------------------------------------------------------------------------------
  JENDL/PD-2016.1  Ge- 73                                             1
 ------------------------------------------------------------------------------
 WARNING: MT=5 is ALLOWED in MF=6, but NOT in MF=4 or 5.
          see ENDF-102 - Strictly for diagnostic purposes
          this code will Translate MF=6 Data - but be
          WARNED - the results should not be used in ANY          APPLICATIONS.
 ------------------------------------------------------------------------------
 ==============================================================================
 Projectile   Target    Emitted    MAT  MT LCT LIP LAW LANG  LEP  ENDF/B
                                                        LTP       Output
 ==============================================================================
  Photon     32-Ge-73   Neutron   3234   5 cm    0   1    1    2      
  Photon     32-Ge-73    1-H -1   3234   5 cm    0   1    1    2      
  Photon     32-Ge-73    1-H -2   3234   5 cm    0   1    1    2      
  Photon     32-Ge-73    1-H -3   3234   5 cm    0   1    1    2      
  Photon     32-Ge-73    2-He-3   3234   5 cm    0   1    1    2      
  Photon     32-Ge-73    2-He-4   3234   5 cm    0   1    1    2      
  Photon     32-Ge-73   12-Mg-35  3234   5 cm    0   0                
  Photon     32-Ge-73   13-Al-36  3234   5 cm    0   0                
  Photon     32-Ge-73   13-Al-37  3234   5 cm    0   0                
  Photon     32-Ge-73   14-Si-37  3234   5 cm    0   0                
  Photon     32-Ge-73   14-Si-38  3234   5 cm    0   0                
  Photon     32-Ge-73   14-Si-39  3234   5 cm    0   0                
  Photon     32-Ge-73   14-Si-40  3234   5 cm    0   0                
  Photon     32-Ge-73   15-P -38  3234   5 cm    0   0                
  Photon     32-Ge-73   15-P -39  3234   5 cm    0   0                
  Photon     32-Ge-73   15-P -40  3234   5 cm    0   0                
  Photon     32-Ge-73   15-P -41  3234   5 cm    0   0                
  Photon     32-Ge-73   15-P -42  3234   5 cm    0   0                
  Photon     32-Ge-73   15-P -43  3234   5 cm    0   0                
  Photon     32-Ge-73   16-S -39  3234   5 cm    0   0                
  Photon     32-Ge-73   16-S -40  3234   5 cm    0   0                
  Photon     32-Ge-73   16-S -41  3234   5 cm    0   0                
  Photon     32-Ge-73   16-S -42  3234   5 cm    0   0                
  Photon     32-Ge-73   16-S -43  3234   5 cm    0   0                
  Photon     32-Ge-73   16-S -44  3234   5 cm    0   0                
  Photon     32-Ge-73   16-S -45  3234   5 cm    0   0                
  Photon     32-Ge-73   16-S -46  3234   5 cm    0   0                
  Photon     32-Ge-73   17-Cl-40  3234   5 cm    0   0                
  Photon     32-Ge-73   17-Cl-41  3234   5 cm    0   0                
  Photon     32-Ge-73   17-Cl-42  3234   5 cm    0   0                
  Photon     32-Ge-73   17-Cl-43  3234   5 cm    0   0                
  Photon     32-Ge-73   17-Cl-44  3234   5 cm    0   0                
  Photon     32-Ge-73   17-Cl-45  3234   5 cm    0   0                
  Photon     32-Ge-73   17-Cl-46  3234   5 cm    0   0                
  Photon     32-Ge-73   17-Cl-47  3234   5 cm    0   0                
  Photon     32-Ge-73   17-Cl-48  3234   5 cm    0   0                
  Photon     32-Ge-73   17-Cl-49  3234   5 cm    0   0                
  Photon     32-Ge-73   18-Ar-41  3234   5 cm    0   0                
  Photon     32-Ge-73   18-Ar-42  3234   5 cm    0   0                
  Photon     32-Ge-73   18-Ar-43  3234   5 cm    0   0                
  Photon     32-Ge-73   18-Ar-44  3234   5 cm    0   0                
  Photon     32-Ge-73   18-Ar-45  3234   5 cm    0   0                
  Photon     32-Ge-73   18-Ar-46  3234   5 cm    0   0                
  Photon     32-Ge-73   18-Ar-47  3234   5 cm    0   0                
  Photon     32-Ge-73   18-Ar-48  3234   5 cm    0   0                
  Photon     32-Ge-73   18-Ar-49  3234   5 cm    0   0                
  Photon     32-Ge-73   18-Ar-50  3234   5 cm    0   0                
  Photon     32-Ge-73   18-Ar-51  3234   5 cm    0   0                
  Photon     32-Ge-73   18-Ar-52  3234   5 cm    0   0                
  Photon     32-Ge-73   19-K -42  3234   5 cm    0   0                
  Photon     32-Ge-73   19-K -43  3234   5 cm    0   0                
  Photon     32-Ge-73   19-K -44  3234   5 cm    0   0                
  Photon     32-Ge-73   19-K -45  3234   5 cm    0   0                
  Photon     32-Ge-73   19-K -46  3234   5 cm    0   0                
  Photon     32-Ge-73   19-K -47  3234   5 cm    0   0                
  Photon     32-Ge-73   19-K -48  3234   5 cm    0   0                
  Photon     32-Ge-73   19-K -49  3234   5 cm    0   0                
  Photon     32-Ge-73   19-K -50  3234   5 cm    0   0                
  Photon     32-Ge-73   19-K -51  3234   5 cm    0   0                
  Photon     32-Ge-73   19-K -52  3234   5 cm    0   0                
  Photon     32-Ge-73   19-K -53  3234   5 cm    0   0                
  Photon     32-Ge-73   19-K -54  3234   5 cm    0   0                
  Photon     32-Ge-73   20-Ca-43  3234   5 cm    0   0                
  Photon     32-Ge-73   20-Ca-44  3234   5 cm    0   0                
  Photon     32-Ge-73   20-Ca-45  3234   5 cm    0   0                
  Photon     32-Ge-73   20-Ca-46  3234   5 cm    0   0                
  Photon     32-Ge-73   20-Ca-47  3234   5 cm    0   0                
  Photon     32-Ge-73   20-Ca-48  3234   5 cm    0   0                
  Photon     32-Ge-73   20-Ca-49  3234   5 cm    0   0                
  Photon     32-Ge-73   20-Ca-50  3234   5 cm    0   0                
  Photon     32-Ge-73   20-Ca-51  3234   5 cm    0   0                
  Photon     32-Ge-73   20-Ca-52  3234   5 cm    0   0                
  Photon     32-Ge-73   20-Ca-53  3234   5 cm    0   0                
  Photon     32-Ge-73   20-Ca-54  3234   5 cm    0   0                
  Photon     32-Ge-73   20-Ca-55  3234   5 cm    0   0                
