

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 JENDL/PD-2016.1  Te-120                                             1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -3.09628-23 -3.0963E-23   -6.459364140176D-06 5225  6   5    44    6
 -9.18822-24 -9.1882E-24    2.176700166108D-06 5225  6   5    44    6
 -1.42767-22 -1.4277E-22   -2.101325936660D-05 5225  6   5    44    6
 -1.54768-22 -1.5477E-22   -1.292256797267D-05 5225  6   5    45    6
 -1.49817-22 -1.4982E-22   -2.002442980431D-05 5225  6   5    45    6
 -1.75494-23 -1.7549E-23    2.279280203322D-05 5225  6   5    46    6
 -3.32769-23 -3.3277E-23   -3.005087613321D-06 5225  6   5    47    6
 -1.26866-23 -1.2687E-23   -3.152933015929D-05 5225  6   5    47    6
 -6.78619-23 -6.7862E-23   -1.473580904745D-06 5225  6   5    48    6
 -3.99675-23 -3.9968E-23   -1.251016450878D-05 5225  6   5    49    6
 -5.89298-23 -5.8930E-23   -3.393868636911D-06 5225  6   5    49    6
 -5.71895-24 -5.7190E-24   -8.742863637532D-06 5225  6   5    55    6
 -8.43228-24 -8.4323E-24   -2.371837747352D-06 5225  6   5    55    6
 -3.14798-24 -3.1480E-24   -6.353280516354D-06 5225  6   5    79    6
 -9.34163-25 -9.3416E-25    3.211430981687D-06 5225  6   5    79    6
 -1.02615-23 -1.0262E-23   -4.872581981207D-05 5225  6   5    80    6
 -2.22998-23 -2.2300E-23   -8.968690302130D-06 5225  6   5    81    6
 -1.44177-23 -1.4418E-23   -2.080775713201D-05 5225  6   5    81    6
 -1.22722-24 -1.2272E-24    1.629699646360D-05 5225  6   5    81    6
 -3.08335-24 -3.0834E-24   -1.621612856142D-05 5225  6   5    82    6
 -1.86164-24 -1.8616E-24    2.148643131868D-05 5225  6   5    82    6
 -2.33208-25 -2.3321E-25   -8.576035127463D-06 5225  6   5    82    6
 -7.63922-25 -7.6392E-25    2.618068336827D-06 5225  6   5    82    6
 -5.42735-25 -5.4274E-25   -9.212599150539D-06 5225  6   5    83    6
 -8.73257-25 -8.7326E-25   -3.435414774760D-06 5225  6   5    83    6
 -2.86054-24 -2.8605E-24    1.398337376863D-05 5225  6   5    83    6
 -2.97561-25 -2.9756E-25    3.360655462251D-06 5225  6   5    84    6
 -4.90008-31 -4.9001E-31   -4.081566015196D-06 5225  6   5    85    6
 -7.72724-25 -7.7272E-25    5.176492512218D-06 5225  6   5    86    6
 -8.73481-25 -8.7348E-25    1.144844593126D-06 5225  6   5    86    6
 -8.98624-24 -8.9862E-24    4.451249910865D-06 5225  6   5    92    6
