

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 JENDL/PD-2016.1  Pu-238                                             1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -6.49841-24 -6.4984E-24    1.538837961920D-06 9434  6   5    55    6
 -2.47748-24 -2.4775E-24   -8.072719053180D-06 9434  6   5    55    6
 -5.16738-23 -5.1674E-23   -3.870433372414D-06 9434  6   5    57    6
 -7.22364-24 -7.2236E-24    5.537374509316D-06 9434  6   5    57    6
 -2.36626-23 -2.3663E-23   -1.690431313557D-05 9434  6   5    57    6
 -6.78795-24 -6.7880E-24   -7.365994151380D-06 9434  6   5    58    6
 -1.93887-23 -1.9389E-23   -1.547293010873D-05 9434  6   5    59    6
 -4.87137-23 -4.8714E-23   -6.158431816905D-06 9434  6   5    59    6
 -1.22467-22 -1.2247E-22   -2.449639494733D-05 9434  6   5    60    6
 -5.15657-23 -5.1566E-23   -5.817820760683D-06 9434  6   5    61    6
 -1.99201-24 -1.9920E-24    5.020055120081D-06 9434  6   5    61    6
 -2.90143-24 -2.9014E-24    1.033972903029D-05 9434  6   5   102    6
 -8.60999-25 -8.6100E-25   -1.161441534619D-06 9434  6   5   102    6
 -2.13878-24 -2.1388E-24   -9.351125408054D-06 9434  6   5   121    6
 -1.12611-24 -1.1261E-24    8.880127163527D-06 9434  6   5   121    6
 -7.28475-25 -7.2848E-25   -6.863653522726D-06 9434  6   5   122    6
 -2.16175-25 -2.1618E-25   -2.312940904366D-05 9434  6   5   122    6
 -8.83576-25 -8.8358E-25   -4.527058227035D-06 9434  6   5   123    6
 -1.75141-24 -1.7514E-24    5.709685339309D-06 9434  6   5   123    6
 -6.63702-25 -6.6370E-25    3.013400592443D-06 9434  6   5   124    6
 -6.47646-24 -6.4765E-24   -6.176213548833D-06 9434  6   5   124    6
 -8.26343-24 -8.2634E-24    3.630453697753D-06 9434  6   5   125    6
 -2.60681-25 -2.6068E-25    3.836106198775D-06 9434  6   5   125    6
 -2.16759-25 -2.1676E-25   -4.613418589322D-06 9434  6   5   126    6
 -2.02286-24 -2.0229E-24   -1.977398336995D-05 9434  6   5   126    6
 -1.59232-26 -1.5923E-26    1.256028938917D-05 9434  6   5   126    6
 -1.35317-24 -1.3532E-24   -2.217016339410D-05 9434  6   5   127    6
 -4.92593-26 -4.9259E-26    6.090220526995D-06 9434  6   5   127    6
 -1.95196-24 -1.9520E-24   -2.049222320116D-05 9434  6   5   177    6
 -2.20648-24 -2.2065E-24   -9.064210869743D-06 9434  6   5   177    6
 -4.20458-17 -4.2046E-17   -4.756717674559D-06 9434  6   5   178    6
 -2.65581-15 -2.6558E-15    3.765329598043D-06 9434  6   5   181    6
 -1.73872-26 -1.7387E-26    1.150271464075D-05 9434  6   5   220    6
 -1.96543-26 -1.9654E-26    1.526383539493D-05 9434  6   5   220    6
 -5.77612-26 -5.7761E-26    3.462531941787D-06 9434  6   5   221    6
 -3.73447-26 -3.7345E-26   -8.033268442367D-06 9434  6   5   221    6
 -9.58817-27 -9.5882E-27   -3.128855662816D-06 9434  6   5   222    6
 -1.20735-25 -1.2074E-25   -4.141301196828D-05 9434  6   5   223    6
 -1.54397-26 -1.5440E-26   -1.943042934770D-05 9434  6   5   223    6
 -2.00652-27 -2.0065E-27    9.967505930608D-06 9434  6   5   224    6
 -5.45084-26 -5.4508E-26    7.338318497762D-06 9434  6   5   225    6
 -4.20077-26 -4.2008E-26   -7.141547859075D-06 9434  6   5   225    6
