

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 JENDL/PD-2016.1  Fe- 56                                             1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -4.11631-27 -4.1163E-27    2.429360276544D-06 2631  6   5    40    6
 -1.45012-27 -1.4501E-27    1.379196204444D-05 2631  6   5    41    6
 -4.43812-28 -4.4381E-28    4.506412625058D-06 2631  6   5    41    6
 -1.58872-27 -1.5887E-27    1.258875069242D-05 2631  6   5    41    6
 -1.52124-27 -1.5212E-27    2.629433882881D-05 2631  6   5    44    6
 -4.32604-27 -4.3260E-27    9.246331518082D-06 2631  6   5    44    6
 -1.09666-27 -1.0967E-27   -3.647438586248D-05 2631  6   5    50    6
 -1.06158-27 -1.0616E-27   -1.883984249881D-05 2631  6   5    50    6
 -8.83856-28 -8.8386E-28   -4.525624083453D-06 2631  6   5    51    6
 -5.05777-28 -5.0578E-28   -5.931467820657D-06 2631  6   5    52    6
 -6.46796-29 -6.4680E-29   -6.184330144341D-06 2631  6   5    52    6
 -2.24194-29 -2.2419E-29    1.784169067853D-05 2631  6   5    53    6
 -9.75927-24 -9.7593E-24   -3.074000411877D-06 2631  6   5    54    6
 -2.45199-23 -2.4520E-23   -4.078320058390D-06 2631  6   5    54    6
 -1.48044-23 -1.4804E-23    2.701899435296D-05 2631  6   5    54    6
 -3.80059-23 -3.8006E-23   -2.631170423532D-06 2631  6   5    54    6
 -6.27157-23 -6.2716E-23   -4.783491215105D-06 2631  6   5    55    6
 -1.97845-24 -1.9785E-24   -2.527230913082D-05 2631  6   5    55    6
 -3.26644-23 -3.2664E-23    1.224574766409D-05 2631  6   5    55    6
 -1.26242-28 -1.2624E-28    1.584258804516D-05 2631  6   5    56    6
 -9.33876-29 -9.3388E-29   -4.283223897005D-06 2631  6   5    57    6
 -2.65571-28 -2.6557E-28    3.765471380445D-06 2631  6   5    57    6
 -1.69879-28 -1.6988E-28   -5.886542774555D-06 2631  6   5    58    6
 -1.09833-28 -1.0983E-28    2.731419518741D-05 2631  6   5    58    6
 -9.95997-23 -9.9600E-23   -3.012057265224D-06 2631  6   5    59    6
 -3.79718-23 -3.7972E-23   -5.267066612577D-06 2631  6   5    59    6
 -4.91859-30 -4.9186E-30   -2.033102982757D-06 2631  6   5    61    6
 -1.23578-29 -1.2358E-29   -1.618411044042D-05 2631  6   5    61    6
 -7.46132-30 -7.4613E-30    2.680490851474D-06 2631  6   5    61    6
 -1.91547-29 -1.9155E-29   -1.566195241900D-05 2631  6   5    61    6
 -1.74251-30 -1.7425E-30    5.738847983632D-06 2631  6   5    62    6
 -5.36455-30 -5.3646E-30   -9.320446262928D-06 2631  6   5    62    6
 -1.88513-30 -1.8851E-30    1.591402184477D-05 2631  6   5    63    6
 -2.13094-30 -2.1309E-30    1.877105878166D-05 2631  6   5    63    6
 -3.06158-23 -3.0616E-23   -6.532574683642D-06 2631  6   5    64    6
 -7.69213-23 -7.6921E-23    3.900090092070D-06 2631  6   5    64    6
 -1.19228-22 -1.1923E-22   -1.677458315176D-05 2631  6   5    64    6
 -2.99453-31 -2.9945E-31    1.001826663952D-05 2631  6   5    65    6
 -7.52368-31 -7.5237E-31   -2.658273610752D-06 2631  6   5    65    6
 -4.54259-31 -4.5426E-31   -2.201387314353D-06 2631  6   5    65    6
 -1.16617-30 -1.1662E-30   -2.572523731521D-05 2631  6   5    65    6
 -6.71468-31 -6.7147E-31   -2.978548493710D-06 2631  6   5    66    6
 -3.69875-32 -3.6988E-32   -1.351808043255D-05 2631  6   5    67    6
 -1.21372-22 -1.2137E-22    1.647826516820D-05 2631  6   5    68    6
 -4.98225-23 -4.9823E-23   -1.003562647395D-05 2631  6   5    68    6
 -3.84615-24 -3.8462E-24   -1.300001299998D-05 2631  6   5    71    6
 -1.21332-25 -1.2133E-25    1.648369762291D-05 2631  6   5    71    6
 -2.00321-24 -2.0032E-24    4.991987859362D-06 2631  6   5    71    6
 -8.07932-29 -8.0793E-29    2.475455855220D-06 2631  6   5    86    6
 -1.19378-27 -1.1938E-27   -1.675350567096D-05 2631  6   5    91    6
 -1.02498-28 -1.0250E-28   -1.951257585511D-05 2631  6   5    99    6
 -2.16051-28 -2.1605E-28    4.628536780765D-06 2631  6   5    99    6
 -1.00074-28 -1.0007E-28    3.997042188786D-05 2631  6   5   100    6
 -3.87994-29 -3.8799E-29    1.030943777477D-05 2631  6   5   100    6
 -9.17348-29 -9.1735E-29   -2.180197700349D-06 2631  6   5   100    6
 -2.33091-28 -2.3309E-28    4.290169933721D-06 2631  6   5   101    6
 -8.48521-30 -8.4852E-30    1.178521215062D-06 2631  6   5   101    6
 -1.50943-29 -1.5094E-29    1.987505217184D-05 2631  6   5   102    6
 -2.99196-29 -2.9920E-29   -1.336916268928D-05 2631  6   5   102    6
 -2.24826-23 -2.2483E-23   -1.779153656601D-05 2631  6   5   104    6
 -6.60121-29 -6.6012E-29    1.514873788220D-06 2631  6   5   105    6
 -6.39003-29 -6.3900E-29    4.694813639506D-06 2631  6   5   105    6
 -3.32296-29 -3.3230E-29   -1.203746057727D-05 2631  6   5   106    6
 -4.24945-30 -4.2495E-30   -1.176622857071D-05 2631  6   5   106    6
 -8.24756-23 -8.2476E-23   -4.849919248974D-06 2631  6   5   107    6
 -5.33235-23 -5.3324E-23   -9.376728834573D-06 2631  6   5   107    6
 -2.65824-30 -2.6582E-30    1.504755025889D-05 2631  6   5   108    6
 -6.15405-30 -6.1541E-30   -8.124730868256D-06 2631  6   5   109    6
 -1.57301-30 -1.5730E-30    6.357238669785D-06 2631  6   5   109    6
 -9.26589-30 -9.2659E-30   -1.079227143778D-06 2631  6   5   110    6
 -5.99074-30 -5.9907E-30    6.676971459375D-06 2631  6   5   110    6
 -1.96032-30 -1.9603E-30    1.020241593223D-05 2631  6   5   111    6
 -3.15318-23 -3.1532E-23   -6.342803138401D-06 2631  6   5   112    6
 -8.05969-24 -8.0597E-24   -1.240742510054D-06 2631  6   5   112    6
 -2.15652-31 -2.1565E-31    9.274201027665D-06 2631  6   5   113    6
 -2.88199-32 -2.8820E-32   -3.469824669639D-06 2631  6   5   113    6
 -2.59109-32 -2.5911E-32   -3.859379643182D-06 2631  6   5   115    6
 -6.24562-25 -6.2456E-25    3.202244132697D-06 2631  6   5   119    6
 -2.04588-24 -2.0459E-24   -9.775744422875D-06 2631  6   5   119    6
 -1.45352-24 -1.4535E-24    1.375970058895D-05 2631  6   5   119    6
 -1.87539-24 -1.8754E-24   -5.332224230757D-06 2631  6   5   119    6
 -4.96001-28 -4.9600E-28    2.016124967623D-06 2631  6   5   149    6
 -7.31325-28 -7.3133E-28   -6.836905616478D-06 2631  6   5   149    6
 -1.97079-29 -1.9708E-29   -5.074107337717D-06 2631  6   5   153    6
 -1.09175-28 -1.0918E-28   -4.579803068441D-05 2631  6   5   156    6
 -3.34131-29 -3.3413E-29    2.992838138364D-06 2631  6   5   156    6
 -1.19609-28 -1.1961E-28   -8.360574872929D-06 2631  6   5   156    6
 -5.60167-29 -5.6017E-29   -5.355545757043D-06 2631  6   5   161    6
 -1.76712-30 -1.7671E-30    1.131785051398D-05 2631  6   5   161    6
 -2.91753-29 -2.9175E-29    1.028267061512D-05 2631  6   5   161    6
 -1.17831-29 -1.1783E-29    8.486730996052D-06 2631  6   5   162    6
 -3.49663-30 -3.4966E-30    8.579689586995D-06 2631  6   5   162    6
 -1.22382-29 -1.2238E-29    1.634227255635D-05 2631  6   5   162    6
 -3.02629-29 -3.0263E-29   -3.304375985150D-06 2631  6   5   163    6
 -3.87006-30 -3.8701E-30   -1.033575706832D-05 2631  6   5   163    6
 -5.57042-24 -5.5704E-24    3.590393543079D-06 2631  6   5   165    6
 -1.42383-24 -1.4238E-24    2.106993110145D-05 2631  6   5   165    6
 -1.12466-30 -1.1247E-30   -3.556630448314D-05 2631  6   5   166    6
 -3.46242-30 -3.4624E-30    5.776306745172D-06 2631  6   5   166    6
 -1.02925-29 -1.0293E-29   -4.857906242403D-05 2631  6   5   167    6
 -9.96326-30 -9.9633E-30   -4.014750192189D-06 2631  6   5   167    6
 -8.65026-24 -8.6503E-24   -4.624138465088D-06 2631  6   5   168    6
 -6.66645-24 -6.6665E-24   -7.500243757901D-06 2631  6   5   168    6
 -4.49459-30 -4.4946E-30   -2.224897042880D-06 2631  6   5   169    6
 -1.63616-31 -1.6362E-31   -2.444748679831D-05 2631  6   5   169    6
 -1.79577-31 -1.7958E-31   -1.670592559171D-05 2631  6   5   170    6
 -5.52852-31 -5.5285E-31    3.617604711522D-06 2631  6   5   170    6
 -1.31852-30 -1.3185E-30    1.516852228263D-05 2631  6   5   171    6
 -1.27633-30 -1.2763E-30    2.350489293525D-05 2631  6   5   171    6
 -6.96222-32 -6.9622E-32    2.872646943130D-06 2631  6   5   173    6
 -9.30437-33 -9.3044E-33   -3.224291381367D-06 2631  6   5   173    6
 -3.39252-32 -3.3925E-32    5.895322650965D-06 2631  6   5   174    6
 -8.67144-33 -8.6714E-33    4.612844002744D-06 2631  6   5   174    6
 -1.16952-32 -1.1695E-32    1.710103290238D-05 2631  6   5   175    6
 -1.52443-23 -1.5244E-23    1.967948675893D-05 2631  6   5   176    6
 -6.63162-25 -6.6316E-25    3.015854346307D-06 2631  6   5   179    6
 -1.66618-24 -1.6662E-24   -1.200350502339D-05 2631  6   5   179    6
 -1.00599-24 -1.0060E-24   -9.940456664698D-06 2631  6   5   179    6
 -2.58258-24 -2.5826E-24   -7.744193790656D-06 2631  6   5   180    6
 -2.85779-15 -2.8578E-15   -3.499207429577D-06 2631  6   5   190    6
 -1.92398-15 -1.9240E-15   -1.039511845235D-05 2631  6   5   197    6
 -2.74042-28 -2.7404E-28    7.298151378246D-06 2631  6   5   228    6
 -1.77178-28 -1.7718E-28   -1.128808317045D-05 2631  6   5   228    6
 -9.43033-30 -9.4303E-30    3.181224835247D-06 2631  6   5   229    6
 -3.43273-29 -3.4327E-29    8.739399836205D-06 2631  6   5   233    6
 -1.33089-29 -1.3309E-29   -7.513768981733D-06 2631  6   5   233    6
 -3.14667-29 -3.1467E-29   -9.533888205721D-06 2631  6   5   233    6
 -1.37185-29 -1.3719E-29   -3.644713343311D-05 2631  6   5   233    6
 -2.23357-30 -2.2336E-30   -1.343141249205D-05 2631  6   5   235    6
 -1.65346-30 -1.6535E-30   -2.419169499101D-05 2631  6   5   241    6
 -5.41625-30 -5.4163E-30   -9.231479344526D-06 2631  6   5   241    6
 -3.84802-30 -3.8480E-30    5.197478183564D-06 2631  6   5   241    6
 -4.96489-30 -4.9649E-30   -2.014143314345D-06 2631  6   5   241    6
 -3.18769-30 -3.1877E-30   -3.137067908096D-06 2631  6   5   242    6
 -6.71921-30 -6.7192E-30    1.488270198321D-06 2631  6   5   243    6
 -7.78059-25 -7.7806E-25   -1.285249576133D-06 2631  6   5   243    6
 -4.09663-25 -4.0966E-25    7.323092395477D-06 2631  6   5   244    6
 -7.38415-25 -7.3842E-25   -6.771260063742D-06 2631  6   5   245    6
 -2.55589-30 -2.5559E-30   -3.912531446818D-06 2631  6   5   246    6
 -3.26852-31 -3.2685E-31    6.118977396552D-06 2631  6   5   246    6
