

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 EMPEND Processing file : ho165-g.out                                1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -7.22268-16 -7.2227E-16   -2.769055253776D-06 6725  6   5   110    6
 -4.86033-15 -4.8603E-15    6.172420391233D-06 6725  6   5   608    6
 -1.36683-16 -1.3668E-16    2.194859638728D-05 6725  6   5   927    6
 -1.07921-16 -1.0792E-16    9.266037193918D-06 6725  6   5  1075    6
 -1.01704-16 -1.0170E-16    3.932981986949D-05 6725  6   5  1126    6
 -1.28591-16 -1.2859E-16    7.776594007299D-06 6725  6   5  1746    6
 -1.38523-16 -1.3852E-16    2.165705334134D-05 6725  6   5  2005    6
 -1.98747-21 -1.9875E-21   -1.509456746515D-05 6725  6   5  2280    6
 -2.80197-17 -2.8020E-17   -1.070675274901D-05 6725  6   5  2326    6
 -1.28181-16 -1.2818E-16    7.801468236264D-06 6725  6   5  2372    6
 -1.60866-16 -1.6087E-16   -2.486541593621D-05 6725  6   5  2418    6
 -1.42992-15 -1.4299E-15    1.398679646410D-05 6725  6   5  2421    6
 -4.28975-16 -4.2898E-16   -1.165569089105D-05 6725  6   5  2422    6
 -1.14364-18 -1.1436E-18    3.497604141174D-05 6725  6   5  2461    6
 -1.48315-16 -1.4832E-16   -3.371203182407D-05 6725  6   5  2511    6
 -2.52136-15 -2.5214E-15   -1.586445410409D-05 6725  6   5  2514    6
 -2.45288-15 -2.4529E-15   -8.153680571389D-06 6725  6   5  2558    6
 -2.89677-17 -2.8968E-17   -1.035636243131D-05 6725  6   5  2604    6
 -1.60436-16 -1.6044E-16   -2.493206013625D-05 6725  6   5  2605    6
 -3.51632-20 -3.5163E-20    5.687764481113D-06 6725  6   5  2654    6
 -2.88057-16 -2.8806E-16   -1.041460544268D-05 6725  6   5  2657    6
 -2.99579-15 -2.9958E-15   -3.338017684875D-06 6725  6   5  2658    6
 -3.80111-20 -3.8011E-20    2.630810473892D-06 6725  6   5  2705    6
 -9.12266-19 -9.1227E-19   -4.384686045488D-06 6725  6   5  2706    6
 -5.39737-15 -5.3974E-15   -5.558262635343D-06 6725  6   5  2710    6
 -2.86012-17 -2.8601E-17    6.992713592255D-06 6725  6   5  2759    6
 -1.48726-15 -1.4873E-15   -2.689509567923D-05 6725  6   5  2760    6
 -1.02795-19 -1.0280E-19   -4.864049807861D-05 6725  6   5  2811    6
 -2.18368-20 -2.1837E-20   -9.158851113682D-06 6725  6   5  2863    6
 -1.46943-16 -1.4694E-16    2.041607970439D-05 6725  6   5  2868    6
