 Process ENDF/B Double Differential Data - MF=6 (SIXPAK 2019-1)
 ==============================================================================
 ENDF/B Input Data Filename
 SIXPAK.IN                                                               
 ------------------------------------------------------------------------------
 Requested Ranges
 ------------------------------------------------------------------------------
    Minimum    Maximum   
    MAT  MT    MAT  MT
 ------------------------------------------------------------------------------
      1   1   9999 999
 ==============================================================================
 Terminology
 ------------------------------------------------------------------------------
 LCT  = Reference System (Lab or Center-of-Mass)
 LIP  = Product Modifier, e.g., for Isomeric States
 LAW  = Representation of Data - see, List at End of Output
 LANG = 1     = Legendre     (LAW 1)
      = 2     = Kalbach-Mann (LAW 1)
      = 11-15 = Tabulated    (LAW 1)
      = 0     = Legendre     (LAW 2)
      = 11-15 = Tabulated    (LAW 2)
 LTP  = 1-2   = Legendre     (LAW 5)
      = 11-15 = Tabulated    (LAW 5)
 LEP  = Secondary Energy Interpolation Type(1 to 5)
 ==============================================================================
 Tape Label
 ------------------------------------------------------------------------------
  JENDL/PD-2016.1  Ge- 72                                             1
 ------------------------------------------------------------------------------
 WARNING: MT=5 is ALLOWED in MF=6, but NOT in MF=4 or 5.
          see ENDF-102 - Strictly for diagnostic purposes
          this code will Translate MF=6 Data - but be
          WARNED - the results should not be used in ANY          APPLICATIONS.
 ------------------------------------------------------------------------------
 ==============================================================================
 Projectile   Target    Emitted    MAT  MT LCT LIP LAW LANG  LEP  ENDF/B
                                                        LTP       Output
 ==============================================================================
  Photon     32-Ge-72   Neutron   3231   5 cm    0   1    1    2      
  Photon     32-Ge-72    1-H -1   3231   5 cm    0   1    1    2      
  Photon     32-Ge-72    1-H -2   3231   5 cm    0   1    1    2      
  Photon     32-Ge-72    1-H -3   3231   5 cm    0   1    1    2      
  Photon     32-Ge-72    2-He-3   3231   5 cm    0   1    1    2      
  Photon     32-Ge-72    2-He-4   3231   5 cm    0   1    1    2      
  Photon     32-Ge-72   13-Al-35  3231   5 cm    0   0                
  Photon     32-Ge-72   14-Si-36  3231   5 cm    0   0                
  Photon     32-Ge-72   14-Si-37  3231   5 cm    0   0                
  Photon     32-Ge-72   14-Si-38  3231   5 cm    0   0                
  Photon     32-Ge-72   15-P -37  3231   5 cm    0   0                
  Photon     32-Ge-72   15-P -38  3231   5 cm    0   0                
  Photon     32-Ge-72   15-P -39  3231   5 cm    0   0                
  Photon     32-Ge-72   15-P -40  3231   5 cm    0   0                
  Photon     32-Ge-72   15-P -41  3231   5 cm    0   0                
  Photon     32-Ge-72   16-S -38  3231   5 cm    0   0                
  Photon     32-Ge-72   16-S -39  3231   5 cm    0   0                
  Photon     32-Ge-72   16-S -40  3231   5 cm    0   0                
  Photon     32-Ge-72   16-S -41  3231   5 cm    0   0                
  Photon     32-Ge-72   16-S -42  3231   5 cm    0   0                
  Photon     32-Ge-72   16-S -43  3231   5 cm    0   0                
  Photon     32-Ge-72   16-S -44  3231   5 cm    0   0                
  Photon     32-Ge-72   17-Cl-39  3231   5 cm    0   0                
  Photon     32-Ge-72   17-Cl-40  3231   5 cm    0   0                
  Photon     32-Ge-72   17-Cl-41  3231   5 cm    0   0                
  Photon     32-Ge-72   17-Cl-42  3231   5 cm    0   0                
  Photon     32-Ge-72   17-Cl-43  3231   5 cm    0   0                
  Photon     32-Ge-72   17-Cl-44  3231   5 cm    0   0                
  Photon     32-Ge-72   17-Cl-45  3231   5 cm    0   0                
  Photon     32-Ge-72   17-Cl-46  3231   5 cm    0   0                
  Photon     32-Ge-72   17-Cl-47  3231   5 cm    0   0                
  Photon     32-Ge-72   18-Ar-40  3231   5 cm    0   0                
  Photon     32-Ge-72   18-Ar-41  3231   5 cm    0   0                
  Photon     32-Ge-72   18-Ar-42  3231   5 cm    0   0                
  Photon     32-Ge-72   18-Ar-43  3231   5 cm    0   0                
  Photon     32-Ge-72   18-Ar-44  3231   5 cm    0   0                
  Photon     32-Ge-72   18-Ar-45  3231   5 cm    0   0                
  Photon     32-Ge-72   18-Ar-46  3231   5 cm    0   0                
  Photon     32-Ge-72   18-Ar-47  3231   5 cm    0   0                
  Photon     32-Ge-72   18-Ar-48  3231   5 cm    0   0                
  Photon     32-Ge-72   18-Ar-49  3231   5 cm    0   0                
  Photon     32-Ge-72   18-Ar-50  3231   5 cm    0   0                
  Photon     32-Ge-72   19-K -41  3231   5 cm    0   0                
  Photon     32-Ge-72   19-K -42  3231   5 cm    0   0                
  Photon     32-Ge-72   19-K -43  3231   5 cm    0   0                
  Photon     32-Ge-72   19-K -44  3231   5 cm    0   0                
  Photon     32-Ge-72   19-K -45  3231   5 cm    0   0                
  Photon     32-Ge-72   19-K -46  3231   5 cm    0   0                
  Photon     32-Ge-72   19-K -47  3231   5 cm    0   0                
  Photon     32-Ge-72   19-K -48  3231   5 cm    0   0                
  Photon     32-Ge-72   19-K -49  3231   5 cm    0   0                
  Photon     32-Ge-72   19-K -50  3231   5 cm    0   0                
  Photon     32-Ge-72   19-K -51  3231   5 cm    0   0                
  Photon     32-Ge-72   19-K -52  3231   5 cm    0   0                
  Photon     32-Ge-72   19-K -53  3231   5 cm    0   0                
  Photon     32-Ge-72   20-Ca-42  3231   5 cm    0   0                
  Photon     32-Ge-72   20-Ca-43  3231   5 cm    0   0                
  Photon     32-Ge-72   20-Ca-44  3231   5 cm    0   0                
  Photon     32-Ge-72   20-Ca-45  3231   5 cm    0   0                
  Photon     32-Ge-72   20-Ca-46  3231   5 cm    0   0                
  Photon     32-Ge-72   20-Ca-47  3231   5 cm    0   0                
  Photon     32-Ge-72   20-Ca-48  3231   5 cm    0   0                
  Photon     32-Ge-72   20-Ca-49  3231   5 cm    0   0                
  Photon     32-Ge-72   20-Ca-50  3231   5 cm    0   0                
  Photon     32-Ge-72   20-Ca-51  3231   5 cm    0   0                
  Photon     32-Ge-72   20-Ca-52  3231   5 cm    0   0                
  Photon     32-Ge-72   20-Ca-53  3231   5 cm    0   0                
  Photon     32-Ge-72   20-Ca-54  3231   5 cm    0   0                
  Photon     32-Ge-72   20-Ca-55  3231   5 cm    0   0                
  Photon     32-Ge-72   20-Ca-56  3231   5 cm    0   0                
  Photon     32-Ge-72   21-Sc-43  3231   5 cm    0   0                
  Photon     32-Ge-72   21-Sc-44  3231   5 cm    0   0                
  Photon     32-Ge-72   21-Sc-44  3231   5 cm    1   0                
  Photon     32-Ge-72   21-Sc-45  3231   5 cm    0   0                
  Photon     32-Ge-72   21-Sc-45  3231   5 cm    1   0                
