 Process ENDF/B Double Differential Data - MF=6 (SIXPAK 2019-1)
 ==============================================================================
 ENDF/B Input Data Filename
 SIXPAK.IN                                                               
 ------------------------------------------------------------------------------
 Requested Ranges
 ------------------------------------------------------------------------------
    Minimum    Maximum   
    MAT  MT    MAT  MT
 ------------------------------------------------------------------------------
      1   1   9999 999
 ==============================================================================
 Terminology
 ------------------------------------------------------------------------------
 LCT  = Reference System (Lab or Center-of-Mass)
 LIP  = Product Modifier, e.g., for Isomeric States
 LAW  = Representation of Data - see, List at End of Output
 LANG = 1     = Legendre     (LAW 1)
      = 2     = Kalbach-Mann (LAW 1)
      = 11-15 = Tabulated    (LAW 1)
      = 0     = Legendre     (LAW 2)
      = 11-15 = Tabulated    (LAW 2)
 LTP  = 1-2   = Legendre     (LAW 5)
      = 11-15 = Tabulated    (LAW 5)
 LEP  = Secondary Energy Interpolation Type(1 to 5)
 ==============================================================================
 Tape Label
 ------------------------------------------------------------------------------
  JENDL/PD-2016.1  V - 50                                             1
 ------------------------------------------------------------------------------
 WARNING: MT=5 is ALLOWED in MF=6, but NOT in MF=4 or 5.
          see ENDF-102 - Strictly for diagnostic purposes
          this code will Translate MF=6 Data - but be
          WARNED - the results should not be used in ANY          APPLICATIONS.
 ------------------------------------------------------------------------------
 ==============================================================================
 Projectile   Target    Emitted    MAT  MT LCT LIP LAW LANG  LEP  ENDF/B
                                                        LTP       Output
 ==============================================================================
  Photon     23-V -50   Neutron   2325   5 cm    0   1    1    2      
  Photon     23-V -50    1-H -1   2325   5 cm    0   1    1    2      
  Photon     23-V -50    1-H -2   2325   5 cm    0   1    1    2      
  Photon     23-V -50    1-H -3   2325   5 cm    0   1    1    2      
  Photon     23-V -50    2-He-3   2325   5 cm    0   1    1    2      
  Photon     23-V -50    2-He-4   2325   5 cm    0   1    1    2      
  Photon     23-V -50   11-Na-20  2325   5 cm    0   0                
  Photon     23-V -50   11-Na-21  2325   5 cm    0   0                
  Photon     23-V -50   11-Na-22  2325   5 cm    0   0                
  Photon     23-V -50   11-Na-23  2325   5 cm    0   0                
  Photon     23-V -50   11-Na-24  2325   5 cm    0   0                
  Photon     23-V -50   11-Na-25  2325   5 cm    0   0                
  Photon     23-V -50   11-Na-26  2325   5 cm    0   0                
  Photon     23-V -50   11-Na-27  2325   5 cm    0   0                
  Photon     23-V -50   11-Na-28  2325   5 cm    0   0                
  Photon     23-V -50   11-Na-29  2325   5 cm    0   0                
  Photon     23-V -50   11-Na-30  2325   5 cm    0   0                
  Photon     23-V -50   11-Na-31  2325   5 cm    0   0                
  Photon     23-V -50   11-Na-32  2325   5 cm    0   0                
  Photon     23-V -50   11-Na-33  2325   5 cm    0   0                
  Photon     23-V -50   11-Na-34  2325   5 cm    0   0                
  Photon     23-V -50   11-Na-35  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-21  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-22  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-23  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-24  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-25  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-26  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-27  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-28  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-29  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-30  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-31  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-32  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-33  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-34  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-35  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-36  2325   5 cm    0   0                
  Photon     23-V -50   12-Mg-37  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-22  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-23  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-24  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-24  2325   5 cm    1   0                
  Photon     23-V -50   13-Al-25  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-26  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-26  2325   5 cm    1   0                
  Photon     23-V -50   13-Al-27  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-28  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-29  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-30  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-31  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-32  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-33  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-34  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-35  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-36  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-37  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-38  2325   5 cm    0   0                
  Photon     23-V -50   13-Al-39  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-24  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-25  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-26  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-27  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-28  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-29  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-30  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-31  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-32  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-33  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-34  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-35  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-36  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-37  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-38  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-39  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-40  2325   5 cm    0   0                
  Photon     23-V -50   14-Si-41  2325   5 cm    0   0                
  Photon     23-V -50   15-P -25  2325   5 cm    0   0                
  Photon     23-V -50   15-P -26  2325   5 cm    0   0                
  Photon     23-V -50   15-P -27  2325   5 cm    0   0                
