

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 EMPEND Processing file : rh103-g.out                                1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -1.736283-9 -1.73628E-9    1.727828930949D-06 4525  4  50    10    6
 -1.070624-8 -1.07062E-8    3.736138924699D-06 4525  4  50    24    6
 -1.105404-8 -1.10540E-8    3.618586507695D-06 4525  4  50    28    6
 -6.684288-9 -6.68429E-9   -2.992091305218D-07 4525  4  50    46    6
 -3.993323-9 -3.99332E-9    7.512540306161D-07 4525  4  50    52    6
 -7.35564-10 -7.3556E-10    5.438004034905D-06 4525  4  50    64    6
 -1.896217-9 -1.89622E-9   -1.582097407696D-06 4525  4  50    72    6
 -1.088159-8 -1.08816E-8   -9.189833470916D-07 4525  4  50    74    6
 -5.255429-9 -5.25543E-9   -1.902794236486D-07 4525  4  50   104    6
 -9.420179-9 -9.42018E-9   -1.061550955638D-07 4525  4  50   120    6
 -1.725811-8 -1.72581E-8    5.794377252132D-07 4525  4  50   128    6
 -9.364508-9 -9.36451E-9   -2.135723521874D-07 4525  4  50   142    6
 -1.197044-8 -1.19704E-8    3.341564721056D-06 4525  4  50   154    6
 -1.004242-8 -1.00424E-8    1.991551837083D-06 4525  4  50   168    6
 -1.736283-9 -1.73628E-9    1.727828930949D-06 4525  4  51     8    6
 -1.070624-8 -1.07062E-8    3.736138924699D-06 4525  4  51    22    6
 -1.105404-8 -1.10540E-8    3.618586507695D-06 4525  4  51    26    6
 -6.684288-9 -6.68429E-9   -2.992091305218D-07 4525  4  51    44    6
 -3.993323-9 -3.99332E-9    7.512540306161D-07 4525  4  51    50    6
 -7.35564-10 -7.3556E-10    5.438004034905D-06 4525  4  51    62    6
 -1.896217-9 -1.89622E-9   -1.582097407696D-06 4525  4  51    70    6
 -1.088159-8 -1.08816E-8   -9.189833470916D-07 4525  4  51    72    6
 -5.255429-9 -5.25543E-9   -1.902794236486D-07 4525  4  51   102    6
 -9.420179-9 -9.42018E-9   -1.061550955638D-07 4525  4  51   118    6
 -1.725811-8 -1.72581E-8    5.794377252132D-07 4525  4  51   126    6
 -9.364508-9 -9.36451E-9   -2.135723521874D-07 4525  4  51   140    6
 -1.197044-8 -1.19704E-8    3.341564721056D-06 4525  4  51   152    6
 -1.004242-8 -1.00424E-8    1.991551837083D-06 4525  4  51   166    6
 -1.227373-8 -1.22737E-8    2.444244740567D-06 4525  4  52     8    6
 -4.814507-9 -4.81451E-9   -6.231167594375D-07 4525  4  52    44    6
 -1.376391-9 -1.37639E-9    7.265377352113D-07 4525  4  52    54    6
 -5.655604-9 -5.65560E-9    7.072630968542D-07 4525  4  52    66    6
 -4.526475-9 -4.52648E-9   -1.104612308864D-06 4525  4  52    74    6
 -4.041293-9 -4.04129E-9    7.423366727683D-07 4525  4  52   100    6
 -2.433552-9 -2.43355E-9    8.218439547667D-07 4525  4  52   102    6
 -1.030067-8 -1.03007E-8   -2.912431909734D-06 4525  4  52   112    6
