  Merge ENDF/B Data into MAT/MF/MT Order (MERGER 2019-1)
 ************************************************************************
 Interpretation of Input Parameters
 ************************************************************************
 Output Filename
 ------------------------------------------------------------------------
 MERGER.OUT                                                              
 ------------------------------------------------------------------------
 Merged File Label
 ------------------------------------------------------------------------
                                                                      0
 ------------------------------------------------------------------------
 Retrieval Criteria-----------        MAT
 ------------------------------------------------------------------------
 Input Filenames
 ------------------------------------------------------------------------
 MERGER.IN                                                               
 ------------------------------------------------------------------------
 Retrieval Criteria
 ------------------------------------------------------------------------
 Request *   Lower Limit *   Upper Limit  
  45103 4525  3  66     48    11       1
  45103 4525  3  67     47    11       1
  45103 4525  3  68     47    11       1
  45103 4525  3  69     47    11       1
  45103 4525  3  70     46    11       1
  45103 4525  3  71     46    11       1
  45103 4525  3  72     46    11       1
  45103 4525  3  73     45    11       1
  45103 4525  3  74     45    11       1
  45103 4525  3  75     45    11       1
  45103 4525  3  76     44    11       1
  45103 4525  3  77     44    11       1
  45103 4525  3  78     43    11       1
  45103 4525  3  79     43    11       1
  45103 4525  3  80     43    11       1
  45103 4525  3  81     42    11       1
  45103 4525  3  82     42    11       1
  45103 4525  3  83     42    11       1
  45103 4525  3  84     41    11       1
  45103 4525  3  85     41    11       1
  45103 4525  3  86     41    11       1
  45103 4525  3  87     40    11       1
  45103 4525  3  88     40    11       1
  45103 4525  3  89     39    11       1
  45103 4525  3  91     40    11       1
  45103 4525  3 102     69    11       1
  45103 4525  3 104     34    11       1
  45103 4525  3 105     33    11       1
  45103 4525  3 106     28    11       1
  45103 4525  3 111     29    11       1
  45103 4525  3 112     48    11       1
  45103 4525  3 115     21    11       1
  45103 4525  3 116     20    11       1
  45103 4525  3 600     67    11       1
  45103 4525  3 601     66    11       1
  45103 4525  3 602     65    11       1
  45103 4525  3 603     65    11       1
  45103 4525  3 604     64    11       1
  45103 4525  3 605     64    11       1
  45103 4525  3 606     63    11       1
  45103 4525  3 607     63    11       1
  45103 4525  3 608     62    11       1
  45103 4525  3 609     62    11       1
  45103 4525  3 610     61    11       1
  45103 4525  3 611     61    11       1
  45103 4525  3 612     61    11       1
  45103 4525  3 613     60    11       1
  45103 4525  3 614     60    11       1
  45103 4525  3 615     59    11       1
  45103 4525  3 616     59    11       1
  45103 4525  3 617     59    11       1
  45103 4525  3 618     58    11       1
  45103 4525  3 619     58    11       1
  45103 4525  3 620     57    11       1
  45103 4525  3 621     57    11       1
  45103 4525  3 622     57    11       1
  45103 4525  3 623     56    11       1
  45103 4525  3 624     56    11       1
  45103 4525  3 625     56    11       1
  45103 4525  3 626     55    11       1
  45103 4525  3 649     55    11       1
  45103 4525  3 800     69    11       1
  45103 4525  3 801     69    11       1
  45103 4525  3 802     69    11       1
  45103 4525  3 803     69    11       1
  45103 4525  3 804     69    11       1
  45103 4525  3 805     69    11       1
  45103 4525  3 806     69    11       1
  45103 4525  3 807     69    11       1
  45103 4525  3 808     69    11       1
  45103 4525  3 809     69    11       1
  45103 4525  3 810     69    11       1
  45103 4525  3 811     69    11       1
  45103 4525  3 812     69    11       1
  45103 4525  3 813     69    11       1
  45103 4525  3 814     69    11       1
  45103 4525  3 815     69    11       1
  45103 4525  3 816     69    11       1
  45103 4525  3 817     69    11       1
  45103 4525  3 818     69    11       1
  45103 4525  3 819     69    11       1
  45103 4525  3 820     69    11       1
  45103 4525  3 821     69    11       1
  45103 4525  3 822     69    11       1
  45103 4525  3 823     69    11       1
  45103 4525  3 824     69    11       1
  45103 4525  3 825     69    11       1
  45103 4525  3 826     69    11       1
  45103 4525  3 827     69    11       1
  45103 4525  3 828     69    11       1
  45103 4525  3 829     69    11       1
  45103 4525  3 830     69    11       1
  45103 4525  3 831     69    11       1
  45103 4525  3 832     69    11       1
  45103 4525  3 833     69    11       1
  45103 4525  3 834     69    11       1
  45103 4525  3 835     69    11       1
  45103 4525  3 836     69    11       1
  45103 4525  3 837     69    11       1
  45103 4525  3 838     69    11       1
  45103 4525  3 839     69    11       1
  45103 4525  3 849     69    11       1
  45103 4525 10   4     66    11       2
  45103 4525 10   5    722    11       2
  45103 4525 10  22     13    11       2
  45103 4525 10  23     13    11       2
  45103 4525 10  24     19    11       2
  45103 4525 10  25     13    11       2
  45103 4525 10  29     17    11       2
  45103 4525 10  30     13    11       2
  45103 4525 10  35     13    11       2
  45103 4525 10  36      9    11       2
  45103 4525 10  37     12    11       2
  45103 4525 10  45     19    11       2
  45103 4525 10 107     54    11       2
  45103 4525 10 108     28    11       2
  45103 4525 10 109     17    11       2
  45103 4525 10 112     13    11       2
  45103 4525 10 114     14    11       2
 ------------------------------------------------------------------------
          MAT Lines   9130
 ------------------------------------------------------------------------
         Tape Lines   9132
 ------------------------------------------------------------------------
 ************************************************************************
 Retrieval Statistics
 ************************************************************************
 Merged Materials---          1
 Merged Sections----        150
 Merged Lines-------       9132
 ------------------------------------------------------------------------
 Retrieved Data for Each Request
 ------------------------------------------------------------------------
 Request *   Lower Limit *   Upper Limit *            Retrieved
  Number *    MAT MF  MT *    MAT MF  MT *   Materials    Sections  Lines
 ------------------------------------------------------------------------
       1 *      0  1   1 * 999999  3 999 *           1         133   8071
       2 *      0 10   1 * 999999 10 999 *           1          17   1055
       3 *      0 33   1 * 999999 33 999 *           0           0      0
       4 *      0 40   1 * 999999 40 999 *           0           0      0
 ------------------------------------------------------------------------
  Totals                                             1         150   9132
 ------------------------------------------------------------------------
 Note..The Line Count of Retrieved Data for Each Request Does
       NOT Include FEND, MEND AND TEND Lines. Therefore the  
       Total Number of Lines Actually Retrieved and Written  
       on the Merged File Will be More than the Sum of the   
       Number of Lines for All Requests.                     
 ===============================================================================
 MERGER   Total Execution Time                0.10 Seconds
 ===============================================================================
