#    [ 7437 :  6 :   5 ]    74 - 184
# Energy and angle distribution
#           NK             7  number of subsections
#          ZAP             1
#          LIP             0  product modifier
#          LAW             1  distribution law
#           NP            88  yield energy points
#   Energy[eV]  CrossSec [b]  Multiplicity  CrossSec x M
 2.0000000e+06 1.2485100e-04 0.0000000e+00 0.0000000e+00
 7.4000000e+06 1.2445800e-02 0.0000000e+00 0.0000000e+00
 7.8500000e+06 1.6586900e-02 9.2538200e-01 1.5349219e-02
 8.3000000e+06 2.2201100e-02 9.5818800e-01 2.1272828e-02
 8.7500000e+06 2.9772000e-02 9.6816700e-01 2.8824268e-02
 9.2000000e+06 4.0422700e-02 9.7389100e-01 3.9367304e-02
 9.6500000e+06 5.5541400e-02 9.7781400e-01 5.4309158e-02
 1.0100000e+07 7.6501000e-02 9.8110500e-01 7.5055514e-02
 1.0550000e+07 1.0801400e-01 9.8486000e-01 1.0637867e-01
 1.1000000e+07 1.5044900e-01 9.8892300e-01 1.4878248e-01
 1.1450000e+07 2.1041400e-01 9.9277500e-01 2.0889376e-01
 1.1900000e+07 2.8251000e-01 9.9594000e-01 2.8136301e-01
 1.2350000e+07 3.4968600e-01 9.9725600e-01 3.4872646e-01
 1.2800000e+07 3.8292900e-01 9.9790400e-01 3.8212638e-01
 1.3250000e+07 3.8739200e-01 9.9835600e-01 3.8675513e-01
 1.3700000e+07 3.7763100e-01 9.9885000e-01 3.7719672e-01
 1.4150000e+07 3.7311200e-01 1.0249400e+00 3.8241741e-01
 1.4600000e+07 3.8025000e-01 1.1176700e+00 4.2499402e-01
 1.5050000e+07 3.8604700e-01 1.2465100e+00 4.8121145e-01
 1.5500000e+07 3.7157500e-01 1.3801300e+00 5.1282180e-01
 1.5950000e+07 3.3604600e-01 1.5051100e+00 5.0578620e-01
 1.6400000e+07 2.8915500e-01 1.6156600e+00 4.6717617e-01
 1.6850000e+07 2.4391500e-01 1.7086600e+00 4.1676780e-01
 1.7300000e+07 2.0534800e-01 1.7832200e+00 3.6618066e-01
 1.7750000e+07 1.7450500e-01 1.8404600e+00 3.2116947e-01
 1.8200000e+07 1.5047200e-01 1.8828700e+00 2.8331921e-01
 1.8650000e+07 1.3115000e-01 1.9134100e+00 2.5094372e-01
 1.9100000e+07 1.1594600e-01 1.9347800e+00 2.2433000e-01
 1.9550000e+07 1.0371600e-01 1.9494500e+00 2.0218916e-01
