#    [ 7637 :  6 :   5 ]    76 - 188
# Energy and angle distribution
#           NK           126  number of subsections
#          ZAP             1
#          LIP             0  product modifier
#          LAW             1  distribution law
#           NP            76  yield energy points
#   Energy[eV]  CrossSec [b]  Multiplicity  CrossSec x M
 1.0000000e+06 8.0924000e-05 0.0000000e+00 0.0000000e+00
 7.5000000e+06 2.5042500e-02 0.0000000e+00 0.0000000e+00
 8.0000000e+06 3.0958900e-02 4.0709200e-01 1.2603121e-02
 8.5000000e+06 3.8464800e-02 9.4260300e-01 3.6257036e-02
 9.0000000e+06 4.8319000e-02 9.7831600e-01 4.7271251e-02
 9.5000000e+06 6.1835400e-02 9.8533000e-01 6.0928275e-02
 1.0000000e+07 8.0781410e-02 9.8839000e-01 7.9843538e-02
 1.0500000e+07 1.0802000e-01 9.9053700e-01 1.0699781e-01
 1.1000000e+07 1.4822900e-01 9.9229200e-01 1.4708645e-01
 1.1500000e+07 2.0832700e-01 9.9390000e-01 2.0705621e-01
 1.2000000e+07 2.9408100e-01 9.9529500e-01 2.9269735e-01
 1.2500000e+07 3.9301000e-01 9.9640100e-01 3.9159556e-01
 1.3000000e+07 4.6014100e-01 9.9740100e-01 4.5894509e-01
 1.3500000e+07 4.7941900e-01 9.9814900e-01 4.7853160e-01
 1.4000000e+07 4.8488700e-01 9.9858200e-01 4.8419943e-01
 1.4500000e+07 4.8453100e-01 1.0272300e+00 4.9772478e-01
 1.5000000e+07 4.6186000e-01 1.1494100e+00 5.3086650e-01
 1.5500000e+07 4.1240800e-01 1.2773700e+00 5.2679761e-01
 1.6000000e+07 3.4952900e-01 1.4541700e+00 5.0827459e-01
 1.6500000e+07 2.8824400e-01 1.5815200e+00 4.5586365e-01
 1.7000000e+07 2.3605300e-01 1.6950400e+00 4.0011928e-01
 1.7500000e+07 1.9431000e-01 1.7662800e+00 3.4320587e-01
 1.8000000e+07 1.6171500e-01 1.7988400e+00 2.9089941e-01
 1.8500000e+07 1.3637100e-01 1.8316000e+00 2.4977712e-01
 1.9000000e+07 1.1655400e-01 1.8467100e+00 2.1524144e-01
 1.9500000e+07 1.0090600e-01 1.8661100e+00 1.8830170e-01
 2.0000000e+07 8.8407210e-02 1.8745300e+00 1.6572197e-01
 2.1000000e+07 6.9750510e-02 1.8952100e+00 1.3219186e-01
 2.2000000e+07 5.6984410e-02 1.9079400e+00 1.0872284e-01
 2.3000000e+07 4.7913100e-02 1.9260000e+00 9.2280631e-02
 2.4000000e+07 4.1262500e-02 2.0783900e+00 8.5759567e-02
 2.5000000e+07 3.6260200e-02 2.2500900e+00 8.1588713e-02
 2.6000000e+07 3.2417400e-02 2.4042000e+00 7.7937913e-02
 2.7000000e+07 2.9413500e-02 2.5002900e+00 7.3542280e-02
 2.8000000e+07 2.7031300e-02 2.5805200e+00 6.9754810e-02
 2.9000000e+07 2.5119100e-02 2.6311000e+00 6.6090864e-02
 3.0000000e+07 2.3568600e-02 2.6742300e+00 6.3027857e-02
 3.2000000e+07 2.1256200e-02 2.7484200e+00 5.8420965e-02
 3.4000000e+07 1.9669300e-02 2.8293400e+00 5.5651137e-02
 3.6000000e+07 1.8558800e-02 2.9394100e+00 5.4551922e-02
 3.8000000e+07 1.7770100e-02 3.0559600e+00 5.4304715e-02
 4.0000000e+07 1.7203400e-02 3.1994400e+00 5.5041246e-02
 4.2000000e+07 1.6792200e-02 3.3726500e+00 5.6634213e-02
 4.4000000e+07 1.6490600e-02 3.5290500e+00 5.8196152e-02
 4.6000000e+07 1.6266500e-02 3.6710300e+00 5.9714809e-02
 4.8000000e+07 1.6096800e-02 3.7980100e+00 6.1135807e-02
 5.0000000e+07 1.5964800e-02 3.9194900e+00 6.2573874e-02
 5.2000000e+07 1.5858200e-02 4.0227800e+00 6.3794050e-02
 5.4000000e+07 1.5767900e-02 4.1189400e+00 6.4947034e-02
 5.6000000e+07 1.5687300e-02 4.2279100e+00 6.6324493e-02
 5.8000000e+07 1.5611300e-02 4.3288400e+00 6.7578820e-02
 6.0000000e+07 1.5536100e-02 4.4208300e+00 6.8682457e-02
 6.2000000e+07 1.5459000e-02 4.5318500e+00 7.0057869e-02
 6.4000000e+07 1.5377900e-02 4.6198600e+00 7.1043745e-02
 6.6000000e+07 1.5291400e-02 4.7174100e+00 7.2135803e-02
 6.8000000e+07 1.5198500e-02 4.8015500e+00 7.2976358e-02
 7.0000000e+07 1.5098600e-02 4.9007100e+00 7.3993860e-02
 7.2000000e+07 1.4991200e-02 4.9821500e+00 7.4688407e-02
 7.4000000e+07 1.4876300e-02 5.0533400e+00 7.5175002e-02
 7.6000000e+07 1.4753600e-02 5.1505900e+00 7.5989745e-02
 7.8000000e+07 1.4623500e-02 5.2371800e+00 7.6585902e-02
 8.0000000e+07 1.4486100e-02 5.3253200e+00 7.7143118e-02
 8.5000000e+07 1.4113000e-02 5.5174100e+00 7.7867207e-02
 9.0000000e+07 1.3703000e-02 5.7348900e+00 7.8585198e-02
 9.5000000e+07 1.3263700e-02 5.8927700e+00 7.8159933e-02
 1.0000000e+08 1.2803700e-02 6.0758900e+00 7.7793873e-02
 1.1000000e+08 1.1856100e-02 6.4767200e+00 7.6788640e-02
 1.2000000e+08 1.0928900e-02 6.9380600e+00 7.5825364e-02
 1.3000000e+08 1.0088000e-02 7.3967300e+00 7.4618212e-02
 1.4000000e+08 9.3946210e-03 7.8270400e+00 7.3532074e-02
 1.5000000e+08 8.5622310e-03 8.1613300e+00 6.9879193e-02
 1.6000000e+08 7.8454200e-03 7.9189100e+00 6.2127175e-02
 1.7000000e+08 7.2229800e-03 7.1084700e+00 5.1344337e-02
 1.8000000e+08 6.6784210e-03 6.9673900e+00 4.6531164e-02
 1.9000000e+08 6.1987900e-03 7.0014700e+00 4.3400642e-02
 2.0000000e+08 5.7737700e-03 6.9831500e+00 4.0319102e-02


#           NR             1
#           NE            28
#         LANG             2  1: Legendre, 2:KM systematics, 11-15: tabulated
#          LEP             1  secondary energy interpolation
#           E1 1.0000000e+06  incident energy
#          NEP             2  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             1  number of angular parameters
 0.0000000e+00 6.7024430e-04 0.0000000e+00
 1.4919930e+03 0.0000000e+00 0.0000000e+00


#           E1 8.5000000e+06  incident energy
#          NEP             2  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             1  number of angular parameters
 0.0000000e+00 6.7024430e-04 0.0000000e+00
 1.4919930e+03 0.0000000e+00 0.0000000e+00


#           E1 9.0000000e+06  incident energy
#          NEP             9  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             1  number of angular parameters
 0.0000000e+00 1.5302500e-08 7.4704300e-03
 1.4919930e+03 3.0537570e-08 5.2765200e-03
 3.4813180e+03 7.6194880e-08 3.3301200e-03
 7.4599660e+03 1.5224060e-07 2.3559700e-03
 1.4919930e+04 2.4608640e-07 2.0803300e-03
 3.4813180e+04 4.0907970e-07 2.1299000e-03
 7.4599670e+04 6.3348890e-07 2.3411400e-03
 3.4813180e+05 1.6166830e-06 5.0099000e-03
 8.4546290e+05 9.1462500e-12 5.0099000e-03


#           E1 1.0000000e+07  incident energy
#          NEP            20  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             1  number of angular parameters
 0.0000000e+00 4.4428280e-09 2.4338700e-02
 1.4919930e+03 8.9440140e-09 1.7024900e-02
 3.4813180e+03 2.2026530e-08 1.0855100e-02
 7.4599660e+03 4.3646250e-08 7.7050600e-03
 1.4919930e+04 8.6653020e-08 5.4865300e-03
 3.4813180e+04 2.0275570e-07 3.8763200e-03
 7.4599670e+04 3.0926130e-07 4.1159500e-03
 1.4919930e+05 5.1363690e-07 4.4405200e-03
 2.4866550e+05 6.6138950e-07 4.6615500e-03
 3.4813180e+05 7.3637190e-07 4.8323400e-03
 4.4759790e+05 7.6306290e-07 5.3616400e-03
 5.4706420e+05 7.5488270e-07 6.2408800e-03
 6.4653040e+05 7.2788530e-07 7.2497500e-03
 7.4599660e+05 6.8955140e-07 8.4236900e-03
 8.4546290e+05 6.4636270e-07 9.7799800e-03
 9.4492910e+05 6.0160540e-07 1.1349800e-02
 1.0443950e+06 5.5739880e-07 1.3166400e-02
 1.3427940e+06 3.7265690e-07 2.7522800e-02
 1.8401250e+06 1.7731140e-08 1.0000000e+00
 2.3374560e+06 1.0000000e-19 1.0000000e+00


#           E1 1.2000000e+07  incident energy
#          NEP            35  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             1  number of angular parameters
 0.0000000e+00 2.7438590e-09 6.3307000e-02
 1.4919930e+03 5.3850400e-09 4.5441900e-02
 3.4813180e+03 1.3349170e-08 2.8818100e-02
 7.4599660e+03 2.6470270e-08 2.0486200e-02
 1.4919930e+04 5.2548040e-08 1.4647100e-02
 3.4813180e+04 1.3049800e-07 9.8709500e-03
 7.4599670e+04 2.5863030e-07 8.2438800e-03
 1.4919930e+05 4.1278410e-07 9.7173700e-03
 2.4866550e+05 5.3772530e-07 1.0676900e-02
 3.4813180e+05 6.1309770e-07 1.1561800e-02
 4.4759790e+05 6.2621270e-07 1.2894400e-02
