#    [ 2031 :  6 :   5 ]    20 -  42
# Energy and angle distribution
#           NK            29  number of subsections
#          ZAP             1
#          LIP             0  product modifier
#          LAW             1  distribution law
#           NP            68  yield energy points
#   Energy[eV]  CrossSec [b]  Multiplicity  CrossSec x M
 6.2568000e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00
 1.1480900e+07 2.0927907e-03 0.0000000e+00 0.0000000e+00
 1.2000000e+07 2.5486280e-03 3.6227510e-02 9.2330446e-05
 1.3000000e+07 3.9556590e-03 1.5652260e-01 6.1915003e-04
 1.4000000e+07 6.2837710e-03 4.9854090e-01 3.1327168e-03
 1.5000000e+07 1.0272550e-02 5.0718060e-01 5.2100381e-03
 1.6000000e+07 1.7363010e-02 5.5378670e-01 9.6154040e-03
 1.6500000e+07 2.2845480e-02 5.4895520e-01 1.2541145e-02
 1.7000000e+07 3.0219110e-02 5.5046610e-01 1.6634596e-02
 1.7500000e+07 3.9969430e-02 5.5232020e-01 2.2075924e-02
 1.8000000e+07 5.2328110e-02 5.5437330e-01 2.9009307e-02
 1.8500000e+07 6.6699240e-02 5.5627370e-01 3.7103033e-02
 1.9000000e+07 8.0928780e-02 5.5775900e-01 4.5138755e-02
 1.9500000e+07 9.1386770e-02 5.5871010e-01 5.1058711e-02
 2.0000000e+07 9.4932240e-02 5.6846560e-01 5.3965713e-02
 2.0500000e+07 9.1325860e-02 6.1781070e-01 5.6422093e-02
 2.1000000e+07 8.3061710e-02 6.8061160e-01 5.6532763e-02
 2.1500000e+07 7.3120250e-02 7.2002890e-01 5.2648693e-02
 2.2000000e+07 6.3472190e-02 7.6551530e-01 4.8588933e-02
 2.2500000e+07 5.4981850e-02 7.8676160e-01 4.3257608e-02
 2.3000000e+07 4.7843890e-02 8.1446260e-01 3.8967059e-02
 2.4000000e+07 3.7122990e-02 8.4779880e-01 3.1472826e-02
 2.5000000e+07 2.9861640e-02 8.8605280e-01 2.6458990e-02
 2.6000000e+07 2.4816340e-02 9.1887770e-01 2.2803181e-02
 2.7000000e+07 2.1191640e-02 9.4278230e-01 1.9979103e-02
 2.8000000e+07 1.8502050e-02 9.5632980e-01 1.7694062e-02
 2.9000000e+07 1.6447920e-02 9.6804340e-01 1.5922300e-02
 3.0000000e+07 1.4837480e-02 9.8849930e-01 1.4666839e-02
 3.1000000e+07 1.3547850e-02 1.0223680e+00 1.3850888e-02
 3.2000000e+07 1.2495110e-02 1.0650700e+00 1.3308167e-02
 3.3000000e+07 1.1620290e-02 1.1123290e+00 1.2925586e-02
 3.4000000e+07 1.0883420e-02 1.1603580e+00 1.2628663e-02
 3.5000000e+07 1.0254520e-02 1.2067210e+00 1.2374345e-02
 3.6000000e+07 9.7101000e-03 1.2500690e+00 1.2138295e-02
 3.7000000e+07 9.2350610e-03 1.2918060e+00 1.1929907e-02
 3.8000000e+07 8.8163080e-03 1.3338150e+00 1.1759324e-02
 3.9000000e+07 8.4439470e-03 1.3773850e+00 1.1630566e-02
 4.0000000e+07 8.1100780e-03 1.4231130e+00 1.1541557e-02
 4.2000000e+07 7.5348270e-03 1.5185990e+00 1.1442381e-02
 4.4000000e+07 7.0542610e-03 1.6135710e+00 1.1382551e-02
 4.6000000e+07 6.6440870e-03 1.7004670e+00 1.1298051e-02
 4.8000000e+07 6.2876060e-03 1.7775830e+00 1.1176742e-02
 5.0000000e+07 5.9729210e-03 1.8471380e+00 1.1032809e-02
 5.2000000e+07 5.6923330e-03 1.9120540e+00 1.0884048e-02
 5.4000000e+07 5.4371420e-03 1.9764010e+00 1.0745973e-02
 5.6000000e+07 5.2045490e-03 2.0427120e+00 1.0631395e-02
 5.8000000e+07 4.9914570e-03 2.1114110e+00 1.0539017e-02
 6.0000000e+07 4.7939620e-03 2.1825470e+00 1.0463047e-02
 6.2000000e+07 4.6095660e-03 2.2525550e+00 1.0383301e-02
 6.4000000e+07 4.4374700e-03 2.3207790e+00 1.0298387e-02
 6.6000000e+07 4.2753730e-03 2.3861750e+00 1.0201788e-02
 6.8000000e+07 4.1228760e-03 2.4481330e+00 1.0093349e-02
 7.0000000e+07 3.9784780e-03 2.5063780e+00 9.9715697e-03
 7.2000000e+07 3.8417800e-03 2.5611160e+00 9.8392442e-03
 7.4000000e+07 3.7118820e-03 2.6121320e+00 9.6959258e-03
 7.6000000e+07 3.5883840e-03 2.6610090e+00 9.5487221e-03
 7.8000000e+07 3.4705850e-03 2.7074590e+00 9.3964666e-03
 8.0000000e+07 3.3582870e-03 2.7520900e+00 9.2423081e-03
 8.5000000e+07 3.0987890e-03 2.8674410e+00 8.8855946e-03
 9.0000000e+07 2.8661910e-03 2.9632870e+00 8.4933465e-03
 9.5000000e+07 2.6569930e-03 3.0504580e+00 8.1050456e-03
 1.0000000e+08 2.4673940e-03 3.1306350e+00 7.7245100e-03
 1.0500000e+08 2.2958950e-03 3.2049800e+00 7.3582976e-03
 1.1000000e+08 2.1401960e-03 3.2738150e+00 7.0066058e-03
 1.1500000e+08 1.9984970e-03 3.3384230e+00 6.6718284e-03
 1.2000000e+08 1.8693970e-03 3.3993720e+00 6.3547758e-03
 1.3000000e+08 1.6433980e-03 3.5094170e+00 5.7673689e-03
 1.4000000e+08 1.4534980e-03 3.6076240e+00 5.2436743e-03


#           NR             1
#           NE            68
#         LANG             2  1: Legendre, 2:KM systematics, 11-15: tabulated
#          LEP             1  secondary energy interpolation
#           E1 6.2568000e+06  incident energy
#          NEP             2  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             1  number of angular parameters
 0.0000000e+00 1.0000000e+05 0.0000000e+00
 1.0000000e-05 0.0000000e+00 0.0000000e+00


#           E1 1.1480900e+07  incident energy
#          NEP             2  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             1  number of angular parameters
 0.0000000e+00 1.0000000e+05 0.0000000e+00
 1.0000000e-05 0.0000000e+00 0.0000000e+00


#           E1 1.2000000e+07  incident energy
#          NEP             2  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             1  number of angular parameters
 0.0000000e+00 1.3661660e-06 0.0000000e+00
 7.3197560e+05 0.0000000e+00 0.0000000e+00


#           E1 1.3000000e+07  incident energy
#          NEP             4  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             1  number of angular parameters
 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.3197560e+05 0.0000000e+00 0.0000000e+00
 1.2199590e+06 2.0492480e-06 9.7060000e-02
 1.7079430e+06 0.0000000e+00 0.0000000e+00


#           E1 1.4000000e+07  incident energy
