#    [ 3043 :  6 :   5 ]    30 -  70
# Energy and angle distribution
#           NK           281  number of subsections

#   Subsection             0
#          ZAP             1
#          LIP             0  product modifier
#          LAW             1  distribution law
#           NP            73  yield energy points
#   Energy[eV]  CrossSec [b]  Multiplicity  CrossSec x M
 1.0000000e+06 8.8860640e-06 0.0000000e+00 0.0000000e+00
 9.2182070e+06 7.7523552e-03 0.0000000e+00 0.0000000e+00
 9.5000000e+06 8.7269780e-03 9.9388750e-01 8.6736343e-03
 1.0000000e+07 1.0526590e-02 9.9524060e-01 1.0476490e-02
 1.0500000e+07 1.2457640e-02 9.9775400e-01 1.2429660e-02
 1.1000000e+07 1.4802140e-02 9.9854410e-01 1.4780590e-02
 1.1500000e+07 1.7909660e-02 9.9881570e-01 1.7888450e-02
 1.2000000e+07 2.2108020e-02 9.9876240e-01 2.2080659e-02
 1.2500000e+07 2.7718100e-02 9.9856450e-01 2.7678311e-02
 1.3000000e+07 3.5053370e-02 9.9823900e-01 3.4991641e-02
 1.3500000e+07 4.4322470e-02 9.9779030e-01 4.4224531e-02
 1.4000000e+07 5.5400350e-02 9.9737010e-01 5.5254653e-02
 1.4500000e+07 6.7571480e-02 9.9765480e-01 6.7413011e-02
 1.5000000e+07 7.9644880e-02 9.9785170e-01 7.9473779e-02
 1.5500000e+07 9.0792920e-02 9.9814800e-01 9.0624772e-02
 1.6000000e+07 1.0144570e-01 1.0335820e+00 1.0485245e-01
 1.6500000e+07 1.1302630e-01 1.1703990e+00 1.3228587e-01
 1.7000000e+07 1.2668270e-01 1.2863940e+00 1.6296387e-01
 1.7500000e+07 1.4209850e-01 1.3782050e+00 1.9584086e-01
 1.8000000e+07 1.5695310e-01 1.4428590e+00 2.2646119e-01
 1.8500000e+07 1.6744760e-01 1.4801650e+00 2.4785008e-01
 1.9000000e+07 1.7020380e-01 1.4882950e+00 2.5331346e-01
 1.9500000e+07 1.6440720e-01 1.5098770e+00 2.4823465e-01
 2.0000000e+07 1.5210790e-01 1.5330640e+00 2.3319115e-01
 2.1000000e+07 1.2039250e-01 1.5778690e+00 1.8996359e-01
 2.2000000e+07 9.2192660e-02 1.6112690e+00 1.4854718e-01
 2.3000000e+07 7.1328220e-02 1.6343460e+00 1.1657499e-01
 2.4000000e+07 5.6497120e-02 1.6483940e+00 9.3129514e-02
 2.5000000e+07 4.5864510e-02 1.6575010e+00 7.6020471e-02
 2.6000000e+07 3.8062040e-02 1.6621430e+00 6.3264553e-02
 2.7000000e+07 3.2185700e-02 1.6666130e+00 5.3641106e-02
 2.8000000e+07 2.7650680e-02 1.6808680e+00 4.6477143e-02
 2.9000000e+07 2.4074730e-02 1.7083890e+00 4.1129004e-02
 3.0000000e+07 2.1202700e-02 1.7442780e+00 3.6983403e-02
 3.2000000e+07 1.6924460e-02 1.8131280e+00 3.0686212e-02
 3.4000000e+07 1.3946620e-02 1.8803240e+00 2.6224164e-02
 3.6000000e+07 1.1806080e-02 1.9407060e+00 2.2912130e-02
 3.8000000e+07 1.0234480e-02 1.9908050e+00 2.0374854e-02
 4.0000000e+07 9.0646500e-03 2.0408550e+00 1.8499636e-02
 4.2000000e+07 8.1860920e-03 2.0952240e+00 1.7151696e-02
 4.4000000e+07 7.5223550e-03 2.1507080e+00 1.6178389e-02
 4.6000000e+07 7.0187450e-03 2.2028250e+00 1.5461067e-02
 4.8000000e+07 6.6352200e-03 2.2535890e+00 1.4953059e-02
 5.0000000e+07 6.3420030e-03 2.3025770e+00 1.4602950e-02
 5.2000000e+07 6.1167280e-03 2.3457030e+00 1.4348027e-02
 5.4000000e+07 5.9424810e-03 2.3942150e+00 1.4227577e-02
 5.6000000e+07 5.8064100e-03 2.4362630e+00 1.4145942e-02
 5.8000000e+07 5.6987240e-03 2.4885450e+00 1.4181531e-02
 6.0000000e+07 5.6119450e-03 2.5305150e+00 1.4201111e-02
 6.2000000e+07 5.5403600e-03 2.5750760e+00 1.4266848e-02
 6.4000000e+07 5.4795980e-03 2.6209660e+00 1.4361840e-02
 6.6000000e+07 5.4263240e-03 2.6641220e+00 1.4456389e-02
 6.8000000e+07 5.3779920e-03 2.7031240e+00 1.4537379e-02
 7.0000000e+07 5.3326710e-03 2.7520690e+00 1.4675879e-02
 7.2000000e+07 5.2889050e-03 2.7928860e+00 1.4771309e-02
 7.4000000e+07 5.2456050e-03 2.8301540e+00 1.4845870e-02
 7.6000000e+07 5.2019690e-03 2.8742040e+00 1.4951520e-02
 7.8000000e+07 5.1574170e-03 2.9187090e+00 1.5052999e-02
 8.0000000e+07 5.1115460e-03 2.9573480e+00 1.5116620e-02
 8.5000000e+07 4.9896050e-03 3.0599720e+00 1.5268052e-02
 9.0000000e+07 4.8563760e-03 3.1629260e+00 1.5360358e-02
 9.5000000e+07 4.7125970e-03 3.2544690e+00 1.5337001e-02
 1.0000000e+08 4.5603040e-03 3.3498530e+00 1.5276348e-02
 1.1000000e+08 4.2413850e-03 3.5380050e+00 1.5006041e-02
 1.2000000e+08 3.9242190e-03 3.7147470e+00 1.4577481e-02
 1.3000000e+08 3.6340740e-03 3.8896150e+00 1.4135149e-02
 1.4000000e+08 3.3950390e-03 4.0711820e+00 1.3821822e-02
 1.5000000e+08 3.0994340e-03 4.2375700e+00 1.3134069e-02
 1.6000000e+08 2.8444200e-03 4.8276060e+00 1.3731739e-02
 1.7000000e+08 2.6225630e-03 5.0014620e+00 1.3116649e-02
 1.8000000e+08 2.4281070e-03 5.1668980e+00 1.2545781e-02
 1.9000000e+08 2.2565310e-03 5.3218460e+00 1.2008910e-02
 2.0000000e+08 2.1042300e-03 5.4722440e+00 1.1514860e-02


#           NR             1
#           NE            31
#         LANG             1  1: Legendre, 2:KM systematics, 11-15: tabulated
#          LEP             2  secondary energy interpolation
#           E1 1.0000000e+06  incident energy
#          NEP             3  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             0  number of angular parameters
# Energy       Spectrum
 0.0000000e+00 0.0000000e+00
 5.0000000e-01 2.0000000e+00
 1.0000000e+00 0.0000000e+00


#           E1 9.2182070e+06  incident energy
#          NEP             3  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             0  number of angular parameters
# Energy       Spectrum
 0.0000000e+00 0.0000000e+00
 5.0000000e-01 2.0000000e+00
 1.0000000e+00 0.0000000e+00


#           E1 1.0000000e+07  incident energy
#          NEP            10  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             0  number of angular parameters
# Energy       Spectrum
 0.0000000e+00 0.0000000e+00
 2.5000000e+04 1.7896500e-11
 1.0000000e+05 7.1336500e-11
 2.0000000e+05 5.0583300e-11
 3.0000000e+05 1.3644510e-06
 4.0000000e+05 1.6827700e-11
 5.0000000e+05 7.4181500e-12
 6.0000000e+05 1.9989500e-12
 7.0000000e+05 2.3189700e-13
 8.0000000e+05 1.7270800e-05


