#    [ 2825 :  6 :   5 ]    28 -  58
# Energy and angle distribution
#           NK           212  number of subsections

#   Subsection             0
#          ZAP             1
#          LIP             0  product modifier
#          LAW             1  distribution law
#           NP            67  yield energy points
#   Energy[eV]  CrossSec [b]  Multiplicity  CrossSec x M
 1.0000000e+06 2.8666710e-06 0.0000000e+00 0.0000000e+00
 1.2216230e+07 5.8999491e-03 0.0000000e+00 0.0000000e+00
 1.2500000e+07 6.5429180e-03 7.9315050e-01 5.1895187e-03
 1.3000000e+07 8.1194150e-03 7.4967310e-01 6.0869070e-03
 1.3500000e+07 1.0321870e-02 7.2984230e-01 7.5333373e-03
 1.4000000e+07 1.3441290e-02 6.5382030e-01 8.7881883e-03
 1.4500000e+07 1.7973990e-02 5.4578190e-01 9.8098784e-03
 1.5000000e+07 2.4803560e-02 4.3458680e-01 1.0779300e-02
 1.5500000e+07 3.5475420e-02 3.7878110e-01 1.3437419e-02
 1.6000000e+07 5.1888190e-02 3.3126480e-01 1.7188731e-02
 1.6500000e+07 7.1709920e-02 3.2714650e-01 2.3459649e-02
 1.7000000e+07 8.2925970e-02 3.1576920e-01 2.6185467e-02
 1.7500000e+07 8.5080080e-02 2.9751910e-01 2.5312949e-02
 1.8000000e+07 8.7643920e-02 2.8271820e-01 2.4778531e-02
 1.8500000e+07 8.9466250e-02 2.7832730e-01 2.4900900e-02
 1.9000000e+07 8.6445590e-02 2.7689370e-01 2.3936239e-02
 1.9500000e+07 7.8850410e-02 2.7873030e-01 2.1977998e-02
 2.0000000e+07 7.0150620e-02 2.8804790e-01 2.0206739e-02
 2.1000000e+07 5.9372210e-02 3.0453200e-01 1.8080738e-02
 2.2000000e+07 5.5523380e-02 3.2642700e-01 1.8124330e-02
 2.3000000e+07 4.3312260e-02 3.6141750e-01 1.5653809e-02
 2.4000000e+07 3.0035110e-02 4.2733650e-01 1.2835099e-02
 2.5000000e+07 2.1700590e-02 4.9184700e-01 1.0673370e-02
 2.6000000e+07 1.6698810e-02 5.4551090e-01 9.1093829e-03
 2.7000000e+07 1.3508990e-02 5.9208610e-01 7.9984852e-03
 2.8000000e+07 1.1343300e-02 6.2807120e-01 7.1244000e-03
 2.9000000e+07 9.7984400e-03 6.5537300e-01 6.4216330e-03
 3.0000000e+07 8.6544510e-03 6.7854150e-01 5.8724042e-03
 3.2000000e+07 7.1048870e-03 7.1207930e-01 5.0592430e-03
 3.4000000e+07 6.1387760e-03 7.4504120e-01 4.5736410e-03
 3.6000000e+07 5.5088190e-03 7.8956610e-01 4.3495767e-03
 3.8000000e+07 5.0882620e-03 8.3746770e-01 4.2612551e-03
 4.0000000e+07 4.8050550e-03 8.8290060e-01 4.2423859e-03
 4.2000000e+07 4.6149460e-03 9.1926840e-01 4.2423740e-03
 4.4000000e+07 4.4891430e-03 9.4955740e-01 4.2626990e-03
 4.6000000e+07 4.4081120e-03 9.7970740e-01 4.3186599e-03
 4.8000000e+07 4.3582000e-03 1.0123960e+00 4.4122242e-03
 5.0000000e+07 4.3296650e-03 1.0513040e+00 4.5517941e-03
 5.2000000e+07 4.3154660e-03 1.0868090e+00 4.6900873e-03
 5.4000000e+07 4.3104680e-03 1.1147520e+00 4.8051028e-03
 5.6000000e+07 4.3109140e-03 1.1523390e+00 4.9676343e-03
 5.8000000e+07 4.3140530e-03 1.1689630e+00 5.0429683e-03
 6.0000000e+07 4.3178780e-03 1.1904540e+00 5.1402351e-03
 6.2000000e+07 4.3209370e-03 1.2101730e+00 5.2290813e-03
 6.4000000e+07 4.3221930e-03 1.2351440e+00 5.3385308e-03
 6.6000000e+07 4.3209200e-03 1.2593800e+00 5.4416802e-03
 6.8000000e+07 4.3166300e-03 1.2911730e+00 5.5735161e-03
 7.0000000e+07 4.3090140e-03 1.3166290e+00 5.6733728e-03
 7.2000000e+07 4.2978970e-03 1.3381980e+00 5.7514372e-03
 7.4000000e+07 4.2832070e-03 1.3669470e+00 5.8549170e-03
 7.6000000e+07 4.2649520e-03 1.3886060e+00 5.9223379e-03
 7.8000000e+07 4.2431970e-03 1.4074200e+00 5.9719603e-03
 8.0000000e+07 4.2180530e-03 1.4334940e+00 6.0465537e-03
 8.5000000e+07 4.1413620e-03 1.4901400e+00 6.1712092e-03
 9.0000000e+07 4.0472400e-03 1.5465110e+00 6.2591012e-03
 9.5000000e+07 3.9389330e-03 1.6067060e+00 6.3287073e-03
 1.0000000e+08 3.8198380e-03 1.6675550e+00 6.3697900e-03
 1.1000000e+08 3.5627700e-03 1.7794870e+00 6.3399029e-03
 1.2000000e+08 3.3019430e-03 1.8922040e+00 6.2479498e-03
 1.3000000e+08 3.0611260e-03 2.0605780e+00 6.3076889e-03
 1.4000000e+08 2.8618950e-03 2.1763030e+00 6.2283507e-03
 1.5000000e+08 2.6139300e-03 2.2930870e+00 5.9939689e-03
 1.6000000e+08 2.3996770e-03 2.4066040e+00 5.7750723e-03
 1.7000000e+08 2.2130690e-03 2.5180350e+00 5.5725852e-03
 1.8000000e+08 2.0493700e-03 2.6314580e+00 5.3928311e-03
 1.9000000e+08 1.9048390e-03 2.8366740e+00 5.4034073e-03
 2.0000000e+08 1.7764820e-03 2.9598400e+00 5.2581025e-03


#           NR             1
#           NE            29
#         LANG             1  1: Legendre, 2:KM systematics, 11-15: tabulated
#          LEP             2  secondary energy interpolation
#           E1 1.0000000e+06  incident energy
#          NEP             3  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             0  number of angular parameters
# Energy       Spectrum
 0.0000000e+00 0.0000000e+00
 5.0000000e-01 2.0000000e+00
 1.0000000e+00 0.0000000e+00


#           E1 1.2216230e+07  incident energy
#          NEP             3  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             0  number of angular parameters
# Energy       Spectrum
 0.0000000e+00 0.0000000e+00
 5.0000000e-01 2.0000000e+00
 1.0000000e+00 0.0000000e+00


#           E1 1.4000000e+07  incident energy
#          NEP            20  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             0  number of angular parameters
# Energy       Spectrum
 0.0000000e+00 0.0000000e+00
 2.5000000e+04 7.6340400e-13
 1.0000000e+05 2.8544400e-12
 2.0000000e+05 3.4138200e-12
 3.0000000e+05 3.3103400e-12
 4.0000000e+05 2.9263000e-12
 5.0000000e+05 2.4478500e-12
 6.0000000e+05 1.9649800e-12
 7.0000000e+05 3.6525580e-06
 8.0000000e+05 1.1225600e-12
 9.0000000e+05 7.6603600e-13
 1.0000000e+06 2.5492100e-06
 1.1000000e+06 3.3177600e-13
 1.2000000e+06 1.9430300e-13
 1.3000000e+06 1.0527900e-13
 1.4000000e+06 5.0702200e-14
 1.5000000e+06 2.0141500e-14
 1.6000000e+06 5.6235800e-15
 1.7000000e+06 6.6266400e-16
 1.8000000e+06 7.5964260e-06


#           E1 1.6000000e+07  incident energy
#          NEP            37  number of secondary energy points
#           ND             0  number of discrete lines
#           NA             4  number of angular parameters
# Energy       PL( 0)        PL( 1)        PL( 2)        PL( 3)        PL( 4)       
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 2.6666670e+04 3.8465570e-09 -2.831310e-25 -4.174620e-25 2.1301800e-25 5.7875300e-25
 1.0666670e+05 1.5258100e-08 6.7379700e-10 2.4691800e-11 6.4652800e-13 1.3109500e-14
 2.1333330e+05 3.2514600e-11 1.4035300e-27 -3.849560e-27 -1.214400e-28 -2.004980e-27
 3.2000000e+05 3.3738700e-11 -2.619370e-27 -9.986210e-28 4.7693200e-28 3.1623000e-27
 4.2666670e+05 3.3713990e-07 2.3466610e-09 8.8650900e-11 2.3899400e-12 5.0435900e-14
