#    [ 5843 :  6 :   5 ]    58 - 142
# Energy and angle distribution
#           NK           141  number of subsections
#          ZAP             1
#          LIP             0  product modifier
#          LAW             1  distribution law
#           NP            77  yield energy points
#   Energy[eV]  CrossSec [b]  Multiplicity  CrossSec x M
 1.0000000e+06 2.7088200e-06 0.0000000e+00 0.0000000e+00
 7.0000000e+06 1.3189500e-02 0.0000000e+00 0.0000000e+00
 7.5000000e+06 1.8020700e-02 8.3344200e-01 1.5019208e-02
 8.0000000e+06 2.1830500e-02 9.5395000e-01 2.0825205e-02
 8.5000000e+06 2.6177400e-02 9.8020100e-01 2.5659114e-02
 9.0000000e+06 3.1570500e-02 9.9199500e-01 3.1317778e-02
 9.5000000e+06 3.8588700e-02 9.9910200e-01 3.8554047e-02
 1.0000000e+07 4.7860400e-02 1.0002600e+00 4.7872844e-02
 1.0500000e+07 6.0192100e-02 1.0006100e+00 6.0228817e-02
 1.1000000e+07 7.6670200e-02 1.0007800e+00 7.6730003e-02
 1.1500000e+07 9.8755000e-02 1.0007900e+00 9.8833016e-02
 1.2000000e+07 1.2826100e-01 1.0006600e+00 1.2834565e-01
 1.2500000e+07 1.6698000e-01 1.0004600e+00 1.6705681e-01
 1.3000000e+07 2.1540000e-01 1.1327400e+00 2.4399220e-01
 1.3500000e+07 2.6986500e-01 1.3328700e+00 3.5969496e-01
 1.4000000e+07 3.1921800e-01 1.5039600e+00 4.8009110e-01
 1.4500000e+07 3.4660200e-01 1.6136400e+00 5.5929085e-01
 1.5000000e+07 3.4131600e-01 1.6952700e+00 5.7862278e-01
 1.5500000e+07 3.0884900e-01 1.7779300e+00 5.4911190e-01
 1.6000000e+07 2.6428800e-01 1.8387500e+00 4.8595956e-01
 1.6500000e+07 2.2002900e-01 1.8679700e+00 4.1100757e-01
 1.7000000e+07 1.8180400e-01 1.8792000e+00 3.4164608e-01
 1.7500000e+07 1.5080100e-01 1.8790900e+00 2.8336865e-01
 1.8000000e+07 1.2627500e-01 1.8728600e+00 2.3649540e-01
 1.8500000e+07 1.0698400e-01 1.8712200e+00 2.0019060e-01
 1.9000000e+07 9.1754500e-02 1.8744900e+00 1.7199289e-01
 1.9500000e+07 7.9633210e-02 1.8798700e+00 1.4970008e-01
 2.0000000e+07 6.9888100e-02 1.8878500e+00 1.3193825e-01
 2.1000000e+07 5.5244600e-02 1.9050600e+00 1.0524428e-01
 2.2000000e+07 4.5154400e-02 1.9353400e+00 8.7389116e-02
 2.3000000e+07 3.7950400e-02 2.2118700e+00 8.3941351e-02
