#    [ 5331 :  6 :   5 ]    53 - 129
# Energy and angle distribution
#           NK           341  number of subsections
#          ZAP             1
#          LIP             0  product modifier
#          LAW             1  distribution law
#           NP            74  yield energy points
#   Energy[eV]  CrossSec [b]  Multiplicity  CrossSec x M
 1.0000000e+06 1.7666830e-05 0.0000000e+00 0.0000000e+00
 8.8397180e+06 1.5972534e-02 0.0000000e+00 0.0000000e+00
 9.0000000e+06 1.7126760e-02 7.9699720e-01 1.3649980e-02
 9.5000000e+06 2.1900080e-02 9.8354620e-01 2.1539740e-02
 1.0000000e+07 2.8338790e-02 9.8874970e-01 2.8019970e-02
 1.0500000e+07 3.7061040e-02 9.9070240e-01 3.6716461e-02
 1.1000000e+07 4.8881970e-02 9.9196390e-01 4.8489150e-02
 1.1500000e+07 6.4872600e-02 9.9314720e-01 6.4428041e-02
 1.2000000e+07 8.6383530e-02 9.9433820e-01 8.5894444e-02
 1.2500000e+07 1.1495490e-01 9.9546170e-01 1.1443320e-01
 1.3000000e+07 1.5177690e-01 9.9644610e-01 1.5123750e-01
 1.3500000e+07 1.9605240e-01 9.9725740e-01 1.9551471e-01
 1.4000000e+07 2.4224570e-01 9.9788850e-01 2.4173420e-01
 1.4500000e+07 2.7890780e-01 9.9834500e-01 2.7844621e-01
 1.5000000e+07 2.9396870e-01 9.9863110e-01 2.9356629e-01
 1.5500000e+07 2.8429690e-01 9.9874710e-01 2.8394070e-01
 1.6000000e+07 2.5751950e-01 1.0440410e+00 2.6886092e-01
 1.6500000e+07 2.2430160e-01 1.1909700e+00 2.6713648e-01
 1.7000000e+07 1.9196630e-01 1.3503630e+00 2.5922419e-01
 1.7500000e+07 1.6370340e-01 1.4851770e+00 2.4312852e-01
 1.8000000e+07 1.4017880e-01 1.5832380e+00 2.2193640e-01
 1.8500000e+07 1.2097730e-01 1.6498380e+00 1.9959295e-01
 1.9000000e+07 1.0537390e-01 1.6974260e+00 1.7886440e-01
 1.9500000e+07 9.2652170e-02 1.7303150e+00 1.6031744e-01
 2.0000000e+07 8.2205290e-02 1.7527050e+00 1.4408162e-01
 2.1000000e+07 6.6105280e-02 1.7808850e+00 1.1772590e-01
 2.2000000e+07 5.4609850e-02 1.7969070e+00 9.8128822e-02
 2.3000000e+07 4.6107520e-02 1.8037470e+00 8.3166301e-02
 2.4000000e+07 3.9623000e-02 1.8075290e+00 7.1619722e-02
 2.5000000e+07 3.4547960e-02 1.8076800e+00 6.2451656e-02
 2.6000000e+07 3.0490280e-02 1.8148590e+00 5.5335559e-02
 2.7000000e+07 2.7189140e-02 1.8566410e+00 5.0480472e-02
 2.8000000e+07 2.4465800e-02 1.9356750e+00 4.7357837e-02
