#    [ 6440 :  6 :   5 ]    64 - 157
# Energy and angle distribution
#           NK           345  number of subsections

#   Subsection             0
#          ZAP             1
#          LIP             0  product modifier
#          LAW             1  distribution law
#           NP            79  yield energy points
#   Energy[eV]  CrossSec [b]  Multiplicity  CrossSec x M
 1.0000000e+06 2.0622770e-05 0.0000000e+00 0.0000000e+00
 6.3598760e+06 5.7619317e-03 0.0000000e+00 0.0000000e+00
 6.5000000e+06 6.2650730e-03 8.6254940e-01 5.4039350e-03
 7.0000000e+06 8.6845020e-03 9.4748690e-01 8.2284519e-03
 7.5000000e+06 1.1990440e-02 9.4341580e-01 1.1311971e-02
 8.0000000e+06 1.6760610e-02 9.7026900e-01 1.6262300e-02
 8.5000000e+06 2.3709460e-02 9.7654270e-01 2.3153300e-02
 9.0000000e+06 3.2136500e-02 9.7969570e-01 3.1483991e-02
 9.5000000e+06 4.2038440e-02 9.8316180e-01 4.1330588e-02
 1.0000000e+07 5.7975750e-02 9.8669480e-01 5.7204371e-02
 1.0500000e+07 8.5238160e-02 9.8988330e-01 8.4375831e-02
 1.1000000e+07 1.3020270e-01 9.9253780e-01 1.2923110e-01
 1.1500000e+07 1.9673720e-01 9.9462890e-01 1.9568050e-01
 1.2000000e+07 2.6569820e-01 9.9620660e-01 2.6469030e-01
 1.2500000e+07 2.8756260e-01 9.9735330e-01 2.8680151e-01
 1.3000000e+07 2.5909070e-01 9.9815620e-01 2.5861299e-01
 1.3500000e+07 2.2847640e-01 9.9870050e-01 2.2817949e-01
 1.4000000e+07 2.2251950e-01 9.9905630e-01 2.2230951e-01
 1.4500000e+07 2.4370790e-01 9.9927740e-01 2.4353180e-01
 1.5000000e+07 2.7531300e-01 1.0000850e+00 2.7533640e-01
 1.5500000e+07 2.8076200e-01 1.1787890e+00 3.3095916e-01
 1.6000000e+07 2.4517900e-01 1.4572600e+00 3.5728955e-01
 1.6500000e+07 1.9450780e-01 1.6404340e+00 3.1907721e-01
 1.7000000e+07 1.5074920e-01 1.7459860e+00 2.6320599e-01
 1.7500000e+07 1.1842020e-01 1.8073560e+00 2.1402746e-01
 1.8000000e+07 9.5351310e-02 1.8423650e+00 1.7567192e-01
 1.8500000e+07 7.8744630e-02 1.8654540e+00 1.4689449e-01
 1.9000000e+07 6.6517320e-02 1.8801010e+00 1.2505928e-01
 1.9500000e+07 5.7284630e-02 1.8894980e+00 1.0823919e-01
 2.0000000e+07 5.0144180e-02 1.8961650e+00 9.5081639e-02
 2.1000000e+07 3.9709840e-02 1.9037080e+00 7.5595940e-02
 2.2000000e+07 3.2693120e-02 1.9153170e+00 6.2617689e-02
 2.3000000e+07 2.7715790e-02 2.0423170e+00 5.6604429e-02
 2.4000000e+07 2.4041570e-02 2.2489630e+00 5.4068601e-02
 2.5000000e+07 2.1247160e-02 2.4100710e+00 5.1207164e-02
 2.6000000e+07 1.9073930e-02 2.5071620e+00 4.7821432e-02
 2.7000000e+07 1.7355590e-02 2.5661160e+00 4.4536457e-02
 2.8000000e+07 1.5980510e-02 2.6023210e+00 4.1586417e-02
 2.9000000e+07 1.4870860e-02 2.6237130e+00 3.9016869e-02
 3.0000000e+07 1.3970600e-02 2.6379610e+00 3.6853898e-02
