

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 JENDL/PD-2016.1  Sm-151                                             1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -1.82854-23 -1.8285E-23    2.187537598296D-05 6246  6   5    47    6
 -3.48553-23 -3.4855E-23    8.607012419895D-06 6246  6   5    52    6
 -1.32884-23 -1.3288E-23    3.010144185920D-05 6246  6   5    52    6
 -2.72866-23 -2.7287E-23   -1.465921001513D-05 6246  6   5    53    6
 -7.73929-23 -7.7393E-23   -1.292108190799D-06 6246  6   5    53    6
 -1.14112-22 -1.1411E-22    1.752664049350D-05 6246  6   5    53    6
 -1.77251-23 -1.7725E-23    5.641717113005D-06 6246  6   5    54    6
 -3.90102-23 -3.9010E-23    5.126864256001D-06 6246  6   5    55    6
 -4.62392-23 -4.6239E-23    4.325334348206D-06 6246  6   5    56    6
 -6.81771-23 -6.8177E-23    1.466768167020D-06 6246  6   5    56    6
 -1.62375-26 -1.6238E-26   -3.079291762885D-05 6246  6   5    57    6
 -7.44746-23 -7.4475E-23   -5.370958689256D-06 6246  6   5    57    6
 -3.25908-28 -3.2591E-28   -6.136701154919D-06 6246  6   5    59    6
 -6.46008-28 -6.4601E-28   -3.095936892349D-06 6246  6   5    59    6
 -1.24882-27 -1.2488E-27    1.601511827155D-05 6246  6   5    59    6
 -1.72824-23 -1.7282E-23    2.314493357398D-05 6246  6   5    61    6
 -5.13873-30 -5.1387E-30    5.838018343029D-06 6246  6   5    61    6
 -1.46204-30 -1.4620E-30    2.735903258461D-05 6246  6   5    62    6
 -1.26022-23 -1.2602E-23    1.587024487783D-05 6246  6   5    63    6
 -1.85812-23 -1.8581E-23    1.076356747677D-05 6246  6   5    63    6
 -2.27629-24 -2.2763E-24   -4.393113355395D-06 6246  6   5    75    6
 -7.45647-24 -7.4565E-24   -4.023351532243D-06 6246  6   5    75    6
 -5.29752-24 -5.2975E-24    3.775351485268D-06 6246  6   5    75    6
 -2.44758-24 -2.4476E-24   -8.171336585473D-06 6246  6   5    98    6
 -3.60882-24 -3.6088E-24    5.541977710232D-06 6246  6   5    98    6
 -1.87296-24 -1.8730E-24   -2.135656928077D-05 6246  6   5    99    6
 -7.26157-25 -7.2616E-25   -4.131337988840D-06 6246  6   5    99    6
 -3.73619-24 -3.7362E-24   -2.676523410244D-06 6246  6   5   100    6
 -1.44855-24 -1.4486E-24   -3.451727589662D-05 6246  6   5   100    6
 -2.06075-24 -2.0608E-24   -2.426301103960D-05 6246  6   5   101    6
 -6.50092-26 -6.5009E-26    3.076487635711D-06 6246  6   5   101    6
 -2.94151-24 -2.9415E-24    3.399614483758D-06 6246  6   5   101    6
 -4.33709-24 -4.3371E-24   -2.305693448861D-06 6246  6   5   102    6
 -1.14949-24 -1.1495E-24   -8.699510217519D-06 6246  6   5   102    6
 -6.14008-25 -6.1401E-25   -3.257286550021D-06 6246  6   5   103    6
 -1.54268-24 -1.5427E-24   -1.296445147409D-05 6246  6   5   103    6
 -9.31428-25 -9.3143E-25   -2.147240581234D-06 6246  6   5   103    6
 -3.12716-29 -3.1272E-29   -1.279115875102D-05 6246  6   5   104    6
 -3.44843-25 -3.4484E-25    8.699611127407D-06 6246  6   5   105    6
 -5.85317-25 -5.8532E-25   -5.125427759594D-06 6246  6   5   106    6
 -2.23149-25 -2.2315E-25   -4.481310693764D-06 6246  6   5   106    6
 -1.68172-28 -1.6817E-28    1.189258616190D-05 6246  6   5   106    6
 -1.08729-28 -1.0873E-28   -9.197178305683D-06 6246  6   5   107    6
 -9.43947-30 -9.4395E-30   -3.178144535718D-06 6246  6   5   107    6
 -1.06703-29 -1.0670E-29    2.811542318412D-05 6246  6   5   108    6
 -7.18871-30 -7.1887E-30    1.391070164280D-06 6246  6   5   108    6
 -9.60705-31 -9.6071E-31   -5.204511270347D-06 6246  6   5   108    6
 -1.14457-25 -1.1446E-25   -2.621071668823D-05 6246  6   5   109    6
 -1.05389-30 -1.0539E-30   -9.488656311340D-06 6246  6   5   110    6
 -6.25865-33 -6.2587E-33   -7.988943302410D-06 6246  6   5   111    6
 -8.93024-25 -8.9302E-25    4.479162934043D-06 6246  6   5   111    6
 -1.73342-24 -1.7334E-24    1.153788464416D-05 6246  6   5   126    6
 -3.43596-24 -3.4360E-24   -1.164157906371D-05 6246  6   5   126    6
 -3.90835-16 -3.9084E-16   -1.279312241748D-05 6246  6   5   128    6
 -2.06949-25 -2.0695E-25   -4.832108393869D-06 6246  6   5   174    6
 -7.53354-27 -7.5335E-27    5.309588851956D-06 6246  6   5   174    6
 -2.34048-26 -2.3405E-26   -8.545255674000D-06 6246  6   5   175    6
 -2.64566-26 -2.6457E-26   -1.511910071580D-05 6246  6   5   175    6
 -1.53953-25 -1.5395E-25    1.948646664897D-05 6246  6   5   176    6
 -2.26995-25 -2.2700E-25   -2.202691689230D-05 6246  6   5   176    6
 -4.59029-26 -4.5903E-26   -2.178511597262D-06 6246  6   5   177    6
 -1.75002-26 -1.7500E-26    1.142844081808D-05 6246  6   5   177    6
 -2.09826-25 -2.0983E-25   -1.906341444800D-05 6246  6   5   178    6
 -2.03113-25 -2.0311E-25    1.477010334153D-05 6246  6   5   178    6
 -3.22251-26 -3.2225E-26    3.103171130694D-06 6246  6   5   179    6
 -1.32282-26 -1.3228E-26    1.511921501049D-05 6246  6   5   179    6
 -2.67179-26 -2.6718E-26   -3.742809127887D-06 6246  6   5   180    6
 -3.02287-30 -3.0229E-30   -9.924343421938D-06 6246  6   5   181    6
 -8.97038-31 -8.9704E-31   -2.229559951626D-06 6246  6   5   181    6
 -3.13963-30 -3.1396E-30    9.555266066455D-06 6246  6   5   181    6
 -9.94212-26 -9.9421E-26    2.011643391912D-06 6246  6   5   182    6
 -3.13638-27 -3.1364E-27   -6.376778324018D-06 6246  6   5   182    6
 -5.17819-26 -5.1782E-26   -1.931176723874D-06 6246  6   5   182    6
