

 ***************** Program ENDF2C (Version 2019-1) ***************
      Convert ENDF Data to Standard FORTRAN, C and C++ Format     
 -----------------------------------------------------------------------
 ENDF Tape Label (TPID)
 -----------------------------------------------------------------------
 JENDL/PD-2016.1  Mn- 55                                             1 0  0    0
 -----------------------------------------------------------------------
 Input       Output         Fractional Diff.    MAT MF  MT  Seq# Format
 -----------------------------------------------------------------------
 -8.93466-24 -8.9347E-24   -4.476947080300D-06 2525  6   5    40    6
 -2.28374-24 -2.2837E-24    1.751512869230D-05 2525  6   5    40    6
 -2.67167-28 -2.6717E-28   -1.122893171693D-05 2525  6   5    44    6
 -4.36359-28 -4.3636E-28   -2.291691015829D-06 2525  6   5    44    6
 -1.41309-29 -1.4131E-29   -7.076690090580D-06 2525  6   5    48    6
 -3.55035-29 -3.5504E-29   -1.408311856576D-05 2525  6   5    48    6
 -4.96486-29 -4.9649E-29   -8.056621939066D-06 2525  6   5    50    6
 -3.20997-29 -3.2100E-29   -9.345881737130D-06 2525  6   5    50    6
 -2.57847-29 -2.5785E-29   -1.163480668780D-05 2525  6   5    51    6
 -1.66708-29 -1.6671E-29   -1.199702473798D-05 2525  6   5    51    6
 -8.89654-31 -8.8965E-31    4.496129956082D-06 2525  6   5    52    6
 -1.18894-31 -1.1889E-31    3.364341346085D-05 2525  6   5    53    6
 -3.67208-23 -3.6721E-23   -5.446504433440D-06 2525  6   5    54    6
 -4.15089-23 -4.1509E-23   -2.409121899152D-06 2525  6   5    54    6
 -1.97368-22 -1.9737E-22   -1.013335495113D-05 2525  6   5    55    6
 -6.22625-24 -6.2263E-24   -8.030515960628D-06 2525  6   5    55    6
 -1.78385-24 -1.7839E-24   -2.802926255002D-05 2525  6   5    58    6
 -7.32259-25 -7.3226E-25   -1.365637021940D-06 2525  6   5    58    6
 -1.01846-28 -1.0185E-28   -3.927498379902D-05 2525  6   5    83    6
 -1.07818-29 -1.0782E-29   -1.854977833020D-05 2525  6   5    88    6
 -3.40125-31 -3.4013E-31   -1.470047776547D-05 2525  6   5    88    6
 -6.40801-30 -6.4080E-30    1.560546878151D-06 2525  6   5    89    6
 -2.02149-31 -2.0215E-31   -4.946846138397D-06 2525  6   5    89    6
 -1.04894-31 -1.0489E-31    3.813373500881D-05 2525  6   5    90    6
 -5.59568-32 -5.5957E-32   -3.574185800546D-06 2525  6   5    91    6
 -9.23852-31 -9.2385E-31    2.164848915261D-06 2525  6   5    91    6
 -3.79762-23 -3.7976E-23    5.266456359495D-06 2525  6   5    95    6
 -1.19801-24 -1.1980E-24    8.347175733037D-06 2525  6   5    95    6
 -1.97793-23 -1.9779E-23    1.516737194942D-05 2525  6   5    95    6
 -2.19527-24 -2.1953E-24   -1.366574498808D-05 2525  6   5    96    6
 -1.15678-24 -1.1568E-24   -1.728937222278D-05 2525  6   5    99    6
 -3.43274-25 -3.4327E-25    1.165249916979D-05 2525  6   5    99    6
 -1.20146-24 -1.2015E-24   -3.329282706035D-05 2525  6   5    99    6
 -8.11746-30 -8.1175E-30   -4.927649782054D-06 2525  6   5   141    6
 -3.33217-30 -3.3322E-30   -9.003142096554D-06 2525  6   5   141    6
 -1.70862-30 -1.7086E-30    1.170535285781D-05 2525  6   5   146    6
 -4.85889-30 -4.8589E-30   -2.058083224761D-06 2525  6   5   146    6
 -1.87321-31 -1.8732E-31    5.338429754320D-06 2525  6   5   147    6
 -3.71304-31 -3.7130E-31    1.077284381541D-05 2525  6   5   147    6
 -2.33692-32 -2.3369E-32    8.558273282836D-06 2525  6   5   148    6
 -2.07848-32 -2.0785E-32   -9.622416381262D-06 2525  6   5   151    6
 -6.36122-33 -6.3612E-33    3.144050983864D-06 2525  6   5   151    6
 -2.27713-32 -2.2771E-32    1.317447840046D-05 2525  6   5   151    6
 -1.99145-24 -1.9915E-24   -2.510733385233D-05 2525  6   5   156    6
 -7.72097-25 -7.7210E-25   -3.885522155727D-06 2525  6   5   156    6
 -1.82549-24 -1.8255E-24   -5.477981254212D-06 2525  6   5   156    6
 -1.51205-30 -1.5121E-30   -3.306768956051D-05 2525  6   5   210    6
 -7.96123-31 -7.9612E-31    3.768261939540D-06 2525  6   5   210    6
 -1.99525-31 -1.9953E-31   -2.505951635145D-05 2525  6   5   213    6
 -6.53586-31 -6.5359E-31   -6.120082131557D-06 2525  6   5   213    6
 -4.64346-31 -4.6435E-31   -8.614266085954D-06 2525  6   5   213    6
 -1.74874-31 -1.7487E-31    2.287361185763D-05 2525  6   5   215    6
 -3.68611-31 -3.6861E-31    2.712887027329D-06 2525  6   5   215    6
 -1.91496-31 -1.9150E-31   -2.088816476569D-05 2525  6   5   216    6
 -1.25776-31 -1.2578E-31   -3.180256964774D-05 2525  6   5   216    6
 -4.19556-24 -4.1956E-24   -9.533888205566D-06 2525  6   5   220    6
 -2.71258-24 -2.7126E-24   -7.373054435213D-06 2525  6   5   220    6
 -1.19681-24 -1.1968E-24    8.355545157490D-06 2525  6   5   221    6
 -4.91282-25 -4.9128E-25    4.070981635813D-06 2525  6   5   221    6
 -8.60943-23 -8.6094E-23    3.484551242059D-06 2525  6   5   224    6
 -5.56632-23 -5.5663E-23    3.593038129311D-06 2525  6   5   224    6
 -1.09381-31 -1.0938E-31    9.142355619231D-06 2525  6   5   288    6
 -2.16814-31 -2.1681E-31    1.844899314616D-05 2525  6   5   288    6
 -6.74773-32 -6.7477E-32    4.445939597472D-06 2525  6   5   292    6
 -1.91889-31 -1.9189E-31   -5.211346142755D-06 2525  6   5   292    6
 -2.01553-32 -2.0155E-32    1.488442245963D-05 2525  6   5   293    6
 -8.27362-33 -8.2736E-33    2.417321559315D-06 2525  6   5   293    6
 -1.14942-23 -1.1494E-23    1.740008004032D-05 2525  6   5   300    6
 -9.12873-24 -9.1287E-24    3.286327890199D-06 2525  6   5   300    6
 -7.78105-16 -7.7811E-16   -6.425867974100D-06 2525  6   5   304    6
 -1.03233-15 -1.0323E-15    2.906047484828D-05 2525  6   5   311    6
 -1.18024-15 -1.1802E-15    3.389141191613D-05 2525  6   5   316    6
 -8.67151-32 -8.6715E-32    1.153201691602D-06 2525  6   5   384    6
 -2.21648-32 -2.2165E-32   -9.023316249121D-06 2525  6   5   384    6
 -2.78062-32 -2.7806E-32    7.192640490394D-06 2525  6   5   385    6
 -6.24886-32 -6.2489E-32   -6.401167572918D-06 2525  6   5   386    6
 -6.04895-32 -6.0490E-32   -8.265897387043D-06 2525  6   5   387    6
 -1.14095-33 -1.1410E-33   -4.382312984791D-05 2525  6   5   387    6
 -5.77861-33 -5.7786E-33    1.730519969299D-06 2525  6   5   389    6
 -1.76855-33 -1.7686E-33   -2.827174804216D-05 2525  6   5   389    6
 -6.33089-33 -6.3309E-33   -1.579556744861D-06 2525  6   5   389    6
 -8.71502-35 -8.7150E-35    2.294888594531D-06 2525  6   5   389    6
 -6.14507-24 -6.1451E-24   -4.881962288407D-06 2525  6   5   397    6
 -3.23549-24 -3.2355E-24   -3.090721961780D-06 2525  6   5   397    6
 -1.26616-17 -1.2662E-17   -3.159158400205D-05 2525  6   5   400    6
 -4.38465-15 -4.3847E-15   -1.140341874487D-05 2525  6   5   405    6
 -5.55235-33 -5.5524E-33   -9.005195998024D-06 2525  6   5   488    6
 -1.81879-32 -1.8188E-32   -5.498160865150D-06 2525  6   5   488    6
 -1.29218-32 -1.2922E-32   -1.547771982220D-05 2525  6   5   488    6
 -1.66722-32 -1.6672E-32    1.199601732232D-05 2525  6   5   489    6
 -4.03383-33 -4.0338E-33    7.437100720667D-06 2525  6   5   493    6
 -1.46843-34 -1.4684E-34    2.042998304315D-05 2525  6   5   493    6
 -8.50356-34 -8.5036E-34   -4.703912243955D-06 2525  6   5   493    6
 -5.98103-34 -5.9810E-34    5.015858472403D-06 2525  6   5   494    6
 -8.81869-34 -8.8187E-34   -1.133955270132D-06 2525  6   5   494    6
 -2.85565-34 -2.8557E-34   -1.750914853019D-05 2525  6   5   495    6
 -3.88544-24 -3.8854E-24    1.029484434208D-05 2525  6   5   502    6
 -4.59448-34 -4.5945E-34   -4.353049746598D-06 2525  6   5   603    6
 -1.75162-34 -1.7516E-34    1.141800162121D-05 2525  6   5   603    6
 -1.57514-34 -1.5751E-34    2.539456810183D-05 2525  6   5   603    6
 -4.13526-34 -4.1353E-34   -9.672910530499D-06 2525  6   5   604    6
 -1.42302-35 -1.4230E-35    1.405461623864D-05 2525  6   5   604    6
 -6.73261-24 -6.7326E-24    1.485308075301D-06 2525  6   5   611    6
 -2.56677-24 -2.5668E-24   -1.168784113886D-05 2525  6   5   611    6
 -2.30816-24 -2.3082E-24   -1.732982115629D-05 2525  6   5   612    6
 -1.08085-16 -1.0809E-16   -4.625988805107D-05 2525  6   5   616    6
